model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,THRESH
OneClassSVM,1,0.404,0.41606,0.2702702702702703,0.578125,0.42553,0.40659,-0.15953,[],[],[]
LocalOutlierFactor,1,0.44085,0.44014,0.2692307692307692,0.6162790697674418,0.29787,0.58242,-0.11707,[],[],[]
IsolationForest,1,0.53694,0.53905,0.4117647058823529,0.6826923076923077,0.29787,0.78022,0.08589,[],[],[]
Xgboost,1,0.61868,0.61492,0.5862068965517241,0.7247706422018348,0.3617,0.86813,0.26734,"[0.         0.0212766  0.08510638 0.08510638 0.14893617 0.14893617
 0.21276596 0.21276596 0.31914894 0.31914894 0.34042553 0.34042553
 0.36170213 0.36170213 0.38297872 0.38297872 0.40425532 0.40425532
 0.42553191 0.42553191 0.44680851 0.44680851 0.46808511 0.46808511
 0.5106383  0.5106383  0.57446809 0.57446809 0.59574468 0.59574468
 0.61702128 0.61702128 0.63829787 0.63829787 0.65957447 0.65957447
 0.68085106 0.68085106 0.70212766 0.70212766 0.76595745 0.76595745
 0.78723404 0.78723404 0.80851064 0.80851064 0.82978723 0.82978723
 0.85106383 0.85106383 0.87234043 0.87234043 0.87234043 0.89361702
 0.89361702 0.91489362 0.91489362 0.93617021 0.93617021 0.93617021
 0.93617021 0.95744681 0.95744681 0.9787234  0.9787234  1.
 1.        ]","[0.         0.         0.         0.01098901 0.01098901 0.02197802
 0.02197802 0.06593407 0.06593407 0.08791209 0.08791209 0.12087912
 0.12087912 0.13186813 0.13186813 0.15384615 0.15384615 0.18681319
 0.18681319 0.1978022  0.1978022  0.21978022 0.21978022 0.23076923
 0.23076923 0.24175824 0.24175824 0.25274725 0.25274725 0.2967033
 0.2967033  0.31868132 0.31868132 0.32967033 0.32967033 0.34065934
 0.34065934 0.35164835 0.35164835 0.37362637 0.37362637 0.38461538
 0.38461538 0.41758242 0.41758242 0.48351648 0.48351648 0.49450549
 0.49450549 0.50549451 0.50549451 0.53846154 0.57142857 0.57142857
 0.64835165 0.64835165 0.65934066 0.65934066 0.67032967 0.69230769
 0.73626374 0.73626374 0.83516484 0.83516484 0.86813187 0.86813187
 1.        ]","[1.8560977  0.85609776 0.8269368  0.7829398  0.7431664  0.7310971
 0.6525128  0.61977774 0.5684051  0.55107826 0.550735   0.515872
 0.5099634  0.5072224  0.4997428  0.4959134  0.4767662  0.4648811
 0.46294582 0.4581119  0.45804676 0.45043507 0.44552478 0.4443855
 0.43096864 0.42915568 0.41375285 0.4105825  0.4030949  0.38023722
 0.37255824 0.37031278 0.31885725 0.31807786 0.3074505  0.30374622
 0.2977961  0.28995234 0.27566478 0.27029818 0.25163278 0.24892877
 0.24457479 0.23492384 0.22217484 0.18705578 0.17193909 0.17191058
 0.17115901 0.16571651 0.16545208 0.1520369  0.14909661 0.14797907
 0.13270926 0.13237844 0.13129355 0.1312494  0.12799424 0.12689613
 0.11484739 0.11407152 0.08114369 0.08101663 0.07044297 0.06949346
 0.03778722]"
RandomForest,2,0.55686,0.56137,0.48148148148148145,0.6936936936936937,0.2766,0.84615,0.14664,"[0.         0.         0.12765957 0.12765957 0.19148936 0.19148936
 0.23404255 0.23404255 0.25531915 0.25531915 0.27659574 0.27659574
 0.5106383  0.5106383  0.53191489 0.53191489 0.59574468 0.59574468
 0.61702128 0.61702128 0.68085106 0.68085106 0.72340426 0.72340426
 0.74468085 0.74468085 0.76595745 0.76595745 0.78723404 0.78723404
 0.80851064 0.80851064 0.82978723 0.82978723 0.85106383 0.85106383
 0.87234043 0.87234043 0.89361702 0.89361702 0.91489362 0.91489362
 0.93617021 0.93617021 0.95744681 0.95744681 0.9787234  0.9787234
 1.         1.        ]","[0.         0.01098901 0.01098901 0.02197802 0.02197802 0.04395604
 0.04395604 0.08791209 0.08791209 0.12087912 0.12087912 0.15384615
 0.15384615 0.17582418 0.17582418 0.21978022 0.21978022 0.23076923
 0.23076923 0.24175824 0.24175824 0.28571429 0.28571429 0.34065934
 0.34065934 0.3956044  0.3956044  0.42857143 0.42857143 0.50549451
 0.50549451 0.51648352 0.51648352 0.59340659 0.59340659 0.64835165
 0.64835165 0.68131868 0.68131868 0.79120879 0.79120879 0.85714286
 0.85714286 0.92307692 0.92307692 0.94505495 0.94505495 0.95604396
 0.95604396 1.        ]","[1.76977978 0.76977978 0.67983464 0.66487907 0.65815132 0.64298972
 0.63504826 0.61510432 0.5741808  0.55938835 0.53305896 0.51376118
 0.43890172 0.43623544 0.43157365 0.40466801 0.3986721  0.38570571
 0.37948604 0.37908809 0.35559256 0.3417845  0.33025791 0.31854377
 0.31541565 0.28382048 0.27687104 0.22496808 0.2243191  0.19206447
 0.19120396 0.18873301 0.18410197 0.16123834 0.15896255 0.14646633
 0.14355858 0.13811161 0.13783562 0.11030644 0.10922685 0.088943
 0.08633458 0.06783987 0.0636784  0.06073204 0.05347837 0.05098775
 0.04500876 0.02625161]"
DecisionTree,2,0.66004,0.65642,0.5714285714285714,0.7604166666666666,0.51064,0.8022,0.3222,"[0.         0.31914894 0.5106383  0.70212766 0.74468085 0.80851064
 0.91489362 0.95744681 0.95744681 1.        ]","[0.         0.08791209 0.1978022  0.27472527 0.3956044  0.49450549
 0.61538462 0.72527473 0.9010989  1.        ]","[1.66666667 0.66666667 0.57142857 0.4137931  0.32       0.31034483
 0.24       0.15625    0.02564103 0.        ]"
KNN,2,0.63298,0.62965,0.5365853658536586,0.7422680412371134,0.46809,0.79121,0.2689,[0.         0.08510638 0.46808511 0.74468085 1.        ],[0.         0.04395604 0.20879121 0.50549451 1.        ],[2.         1.         0.66666667 0.33333333 0.        ]
OneClassSVM,2,0.404,0.41606,0.2702702702702703,0.578125,0.42553,0.40659,-0.15953,[],[],[]
LocalOutlierFactor,2,0.44085,0.44014,0.2692307692307692,0.6162790697674418,0.29787,0.58242,-0.11707,[],[],[]
IsolationForest,2,0.47995,0.51438,0.4,0.6666666666666666,0.12766,0.9011,0.04379,[],[],[]
Xgboost,2,0.62956,0.62485,0.5555555555555556,0.7352941176470589,0.42553,0.82418,0.26949,"[0.         0.0212766  0.06382979 0.06382979 0.19148936 0.19148936
 0.25531915 0.25531915 0.29787234 0.29787234 0.31914894 0.31914894
 0.34042553 0.34042553 0.38297872 0.38297872 0.40425532 0.40425532
 0.42553191 0.42553191 0.44680851 0.44680851 0.46808511 0.46808511
 0.5106383  0.5106383  0.53191489 0.53191489 0.61702128 0.61702128
 0.63829787 0.63829787 0.65957447 0.65957447 0.68085106 0.68085106
 0.70212766 0.70212766 0.72340426 0.72340426 0.74468085 0.74468085
 0.74468085 0.74468085 0.76595745 0.76595745 0.82978723 0.82978723
 0.85106383 0.85106383 0.89361702 0.89361702 0.91489362 0.91489362
 0.95744681 0.95744681 0.9787234  0.9787234  1.         1.        ]","[0.         0.         0.         0.01098901 0.01098901 0.02197802
 0.02197802 0.04395604 0.04395604 0.06593407 0.06593407 0.07692308
 0.07692308 0.08791209 0.08791209 0.13186813 0.13186813 0.15384615
 0.15384615 0.17582418 0.17582418 0.20879121 0.20879121 0.21978022
 0.21978022 0.25274725 0.25274725 0.2967033  0.2967033  0.31868132
 0.31868132 0.32967033 0.32967033 0.36263736 0.36263736 0.37362637
 0.37362637 0.41758242 0.41758242 0.48351648 0.48351648 0.51648352
 0.53846154 0.56043956 0.56043956 0.61538462 0.61538462 0.63736264
 0.63736264 0.64835165 0.64835165 0.67032967 0.67032967 0.68131868
 0.68131868 0.83516484 0.83516484 0.95604396 0.95604396 1.        ]","[1.938767   0.938767   0.92563564 0.8719404  0.75962096 0.75771767
 0.6774154  0.6758218  0.6587337  0.6445607  0.6425104  0.6322421
 0.62726563 0.62031126 0.59896827 0.5316032  0.52883524 0.52095073
 0.51778066 0.5058686  0.47537285 0.45396104 0.44943976 0.4328926
 0.4309309  0.40001288 0.39673945 0.32758528 0.29830763 0.2817536
 0.27373213 0.26501793 0.2640591  0.25322437 0.24894612 0.24187952
 0.23002534 0.18043803 0.17957158 0.16041896 0.1552828  0.15263109
 0.136087   0.13583912 0.13064261 0.12373362 0.11521385 0.10850564
 0.10062237 0.0986146  0.09521711 0.09005288 0.08944258 0.08828521
 0.08077327 0.04447191 0.04140566 0.02002171 0.0158812  0.0071802 ]"
RandomForest,3,0.58237,0.58265,0.5172413793103449,0.7064220183486238,0.31915,0.84615,0.19228,"[0.         0.         0.12765957 0.12765957 0.14893617 0.14893617
 0.19148936 0.19148936 0.21276596 0.21276596 0.23404255 0.23404255
 0.25531915 0.25531915 0.34042553 0.34042553 0.42553191 0.42553191
 0.57446809 0.57446809 0.59574468 0.59574468 0.63829787 0.63829787
 0.65957447 0.65957447 0.70212766 0.70212766 0.72340426 0.72340426
 0.76595745 0.76595745 0.78723404 0.78723404 0.80851064 0.80851064
 0.82978723 0.82978723 0.85106383 0.85106383 0.89361702 0.89361702
 0.91489362 0.91489362 0.93617021 0.93617021 0.95744681 0.95744681
 0.9787234  0.9787234  1.         1.        ]","[0.         0.01098901 0.01098901 0.02197802 0.02197802 0.03296703
 0.03296703 0.06593407 0.06593407 0.07692308 0.07692308 0.10989011
 0.10989011 0.15384615 0.15384615 0.16483516 0.16483516 0.17582418
 0.17582418 0.18681319 0.18681319 0.21978022 0.21978022 0.24175824
 0.24175824 0.30769231 0.30769231 0.35164835 0.35164835 0.37362637
 0.37362637 0.51648352 0.51648352 0.57142857 0.57142857 0.59340659
 0.59340659 0.72527473 0.72527473 0.74725275 0.74725275 0.83516484
 0.83516484 0.84615385 0.84615385 0.89010989 0.89010989 0.91208791
 0.91208791 0.94505495 0.94505495 1.        ]","[1.79221252 0.79221252 0.71105063 0.67701084 0.67654729 0.66311941
 0.64799743 0.62984203 0.62626263 0.61804251 0.61188005 0.57930391
 0.57816725 0.54941364 0.48968926 0.48692287 0.44925055 0.44734323
 0.38816514 0.38605206 0.3850964  0.37392938 0.36515726 0.35975985
 0.3576137  0.33175054 0.29855633 0.28364544 0.28193197 0.27907755
 0.2632695  0.19237253 0.19074518 0.17089423 0.16970114 0.16818217
 0.16469846 0.12853808 0.12126594 0.11752608 0.11309121 0.08974452
 0.08880919 0.08477503 0.08395386 0.06932766 0.06733313 0.06070651
 0.05962021 0.05597781 0.05445563 0.02788884]"
DecisionTree,3,0.66004,0.65642,0.5714285714285714,0.7604166666666666,0.51064,0.8022,0.3222,"[0.         0.31914894 0.5106383  0.70212766 0.74468085 0.80851064
 0.91489362 0.95744681 0.95744681 1.        ]","[0.         0.08791209 0.1978022  0.27472527 0.3956044  0.49450549
 0.61538462 0.72527473 0.9010989  1.        ]","[1.66666667 0.66666667 0.57142857 0.4137931  0.32       0.31034483
 0.24       0.15625    0.02564103 0.        ]"
KNN,3,0.63298,0.62965,0.5365853658536586,0.7422680412371134,0.46809,0.79121,0.2689,[0.         0.08510638 0.46808511 0.74468085 1.        ],[0.         0.04395604 0.20879121 0.50549451 1.        ],[2.         1.         0.66666667 0.33333333 0.        ]
OneClassSVM,3,0.404,0.41606,0.2702702702702703,0.578125,0.42553,0.40659,-0.15953,[],[],[]
LocalOutlierFactor,3,0.44085,0.44014,0.2692307692307692,0.6162790697674418,0.29787,0.58242,-0.11707,[],[],[]
IsolationForest,3,0.47552,0.50888,0.375,0.6639344262295082,0.12766,0.89011,0.0263,[],[],[]
Xgboost,3,0.61234,0.60872,0.5277777777777778,0.7254901960784313,0.40426,0.81319,0.23467,"[0.         0.0212766  0.08510638 0.08510638 0.12765957 0.12765957
 0.21276596 0.21276596 0.23404255 0.23404255 0.25531915 0.25531915
 0.34042553 0.34042553 0.36170213 0.36170213 0.38297872 0.38297872
 0.40425532 0.40425532 0.46808511 0.46808511 0.4893617  0.4893617
 0.5106383  0.5106383  0.53191489 0.53191489 0.55319149 0.55319149
 0.57446809 0.57446809 0.59574468 0.59574468 0.63829787 0.63829787
 0.70212766 0.70212766 0.72340426 0.72340426 0.76595745 0.76595745
 0.80851064 0.80851064 0.82978723 0.82978723 0.82978723 0.85106383
 0.85106383 0.87234043 0.87234043 0.93617021 0.93617021 0.95744681
 0.95744681 0.9787234  0.9787234  1.         1.        ]","[0.         0.         0.         0.01098901 0.01098901 0.02197802
 0.02197802 0.05494505 0.05494505 0.08791209 0.08791209 0.0989011
 0.0989011  0.14285714 0.14285714 0.15384615 0.15384615 0.16483516
 0.16483516 0.18681319 0.18681319 0.1978022  0.1978022  0.21978022
 0.21978022 0.25274725 0.25274725 0.30769231 0.30769231 0.36263736
 0.36263736 0.37362637 0.37362637 0.3956044  0.3956044  0.41758242
 0.41758242 0.42857143 0.42857143 0.47252747 0.47252747 0.49450549
 0.49450549 0.50549451 0.50549451 0.54945055 0.58241758 0.58241758
 0.61538462 0.61538462 0.71428571 0.71428571 0.79120879 0.79120879
 0.8021978  0.8021978  0.89010989 0.89010989 1.        ]","[1.962369   0.9623689  0.8903073  0.86627877 0.8459236  0.8104022
 0.77836996 0.7464585  0.7454322  0.6680053  0.656157   0.65274787
 0.56220996 0.53006554 0.5206897  0.5145587  0.5114376  0.5090254
 0.50768816 0.5030317  0.48711005 0.48079008 0.46837857 0.45771426
 0.4298713  0.4186996  0.40241453 0.33102775 0.32348582 0.29449612
 0.28774548 0.2861533  0.28446913 0.24529359 0.2415007  0.23132615
 0.2090596  0.20807219 0.20701244 0.18487567 0.16243632 0.16226439
 0.14906617 0.1451713  0.14506084 0.12347304 0.12139831 0.11890288
 0.11242871 0.10459793 0.08274475 0.07886697 0.05314203 0.04840745
 0.04612505 0.04523099 0.02563339 0.02516635 0.0095134 ]"
RandomForest,4,0.60539,0.60463,0.6,0.7168141592920354,0.31915,0.89011,0.25748,"[0.         0.0212766  0.04255319 0.04255319 0.06382979 0.06382979
 0.08510638 0.12765957 0.14893617 0.14893617 0.19148936 0.23404255
 0.31914894 0.31914894 0.34042553 0.38297872 0.46808511 0.46808511
 0.53191489 0.61702128 0.61702128 0.61702128 0.61702128 0.72340426
 0.74468085 0.76595745 0.76595745 0.82978723 0.91489362 0.91489362
 1.         1.         1.        ]","[0.         0.         0.         0.01098901 0.02197802 0.03296703
 0.03296703 0.06593407 0.06593407 0.07692308 0.07692308 0.08791209
 0.0989011  0.10989011 0.10989011 0.12087912 0.16483516 0.17582418
 0.17582418 0.1978022  0.21978022 0.24175824 0.26373626 0.32967033
 0.34065934 0.34065934 0.35164835 0.42857143 0.52747253 0.57142857
 0.9010989  0.94505495 1.        ]","[1.7265943  0.7265943  0.72520292 0.71505141 0.66685404 0.64596896
 0.64338474 0.63323323 0.57430229 0.57185404 0.55633581 0.55245637
 0.54838474 0.50813845 0.48725336 0.47930229 0.47148733 0.45990462
 0.41651372 0.40240488 0.38012703 0.34844689 0.32515343 0.31537736
 0.31148801 0.26870053 0.24629491 0.21035165 0.19961808 0.17734024
 0.17430896 0.16357539 0.14129754]"
DecisionTree,4,0.68303,0.67805,0.6097560975609756,0.7731958762886598,0.53191,0.82418,0.36928,"[0.         0.31914894 0.53191489 0.72340426 0.80851064 0.91489362
 0.95744681 0.95744681 1.        ]","[0.         0.08791209 0.17582418 0.25274725 0.49450549 0.61538462
 0.72527473 0.9010989  1.        ]","[1.66666667 0.66666667 0.57142857 0.4137931  0.31034483 0.24
 0.15625    0.02564103 0.        ]"
KNN,4,0.63912,0.63514,0.55,0.7448979591836735,0.46809,0.8022,0.28232,[0.         0.08510638 0.46808511 0.74468085 1.        ],[0.         0.05494505 0.1978022  0.51648352 1.        ],[2.         1.         0.66666667 0.33333333 0.        ]
OneClassSVM,4,0.404,0.41606,0.2702702702702703,0.578125,0.42553,0.40659,-0.15953,[],[],[]
LocalOutlierFactor,4,0.44085,0.44014,0.2692307692307692,0.6162790697674418,0.29787,0.58242,-0.11707,[],[],[]
IsolationForest,4,0.56421,0.56652,0.4827586206896552,0.6972477064220184,0.29787,0.83516,0.15475,[],[],[]
