MN,ACC_1,ACC_2,F1,AUC
RSEllipticEnvelope,0.5681818181818182,0.5010818713450292,0.34577949999999996,0.502
RandomForest,0.5705674554203966,0.6039368131868131,0.5654879,0.5785
DecisionTree,0.5475955523234934,0.5863831128022305,0.5441825,0.5595
KNN,0.5592533438783439,0.5596056998556999,0.5463435,0.5545
LocalOutlierFactor,0.537925065955369,0.5120901108695226,0.496223,0.519
IsolationForest,0.3768817204301076,0.4806026524644945,0.3783894000000001,0.468
Xgboost,0.5718858641358642,0.5780614108114108,0.5651581999999999,0.5710000000000001
