MN,ACC_1,ACC_2,F1,AUC
RandomForest,0.5657156989631216,0.5180524929576787,0.488131,0.5275
DecisionTree,0.5668590668590668,0.5298368434111468,0.5105299,0.5395
KNN,0.4724758631975127,0.5039187970182553,0.44893920000000004,0.503
LocalOutlierFactor,0.5458209568209568,0.5237047903077314,0.5138830999999999,0.5275000000000001
IsolationForest,0.3868518518518519,0.4800903054204138,0.36964420000000003,0.4675
Xgboost,0.5395396825396825,0.5176461406240818,0.48587089999999994,0.524
