MN,ACC_1,ACC_2,F1,AUC
RandomForest,0.6666666666666666,0.5294117647058824,0.48718,0.55
DecisionTree,0.3333333333333333,0.36363636363636365,0.34837,0.35
KNN,0.5,0.5,0.45055,0.5
SVM,,0.5,0.33333,0.5
LocalOutlierFactor,0.8571428571428571,0.6923076923076923,0.74425,0.75
IsolationForest,,0.5,0.33333,0.5
Xgboost,0.3333333333333333,0.42857142857142855,0.375,0.4
