MN,ACC_1,ACC_2,F1,AUC
RandomForest,0.584259567592901,0.5234438412712836,0.4909594,0.5334375
DecisionTree,0.5554225146628398,0.5339049963930768,0.5112611,0.5396875
KNN,0.5192996958148474,0.5032593215841288,0.44748289999999996,0.504375
LocalOutlierFactor,0.5222647602151068,0.5128478963124441,0.5006208,0.514375
IsolationForest,0.4361929307805596,0.4884716855159013,0.3891292,0.480625
Xgboost,0.5589769097344854,0.5181659155154394,0.4770299,0.5271875
