MN,ACC_1,ACC_2,F1,AUC
RSEllipticEnvelope,0.5454545454545454,0.5003846153846154,0.3401637,0.5007143
RandomForest,0.5744087301587303,0.6034642857142857,0.5620340999999999,0.5771438
DecisionTree,0.571146103896104,0.5957875180375181,0.5595651,0.5764292
KNN,0.5313704906204906,0.5509454711954711,0.5288934999999999,0.5414287
LocalOutlierFactor,0.5412738095238095,0.5334935064935065,0.514887,0.5357146
IsolationForest,0.33470319634703194,0.48131390831390825,0.3618015,0.4692851
Xgboost,0.5843044733044733,0.5912413419913419,0.5711554,0.5800007
