MN,ACC_1,ACC_2,F1,AUC
RSEllipticEnvelope,0.5599999999999999,0.5007933094384707,0.3506172000000001,0.5015625
RandomForest,0.5735279568500627,0.5929461487343066,0.5673132000000001,0.575
DecisionTree,0.5683511888696099,0.586331368992205,0.5619046,0.570625
KNN,0.5503050929523705,0.5649519691339754,0.5467602999999999,0.554375
LocalOutlierFactor,0.4851799544195055,0.48804708024771637,0.4736842,0.4871875
IsolationForest,0.35093864468864466,0.48105135048579656,0.3778262,0.4678125
Xgboost,0.569000642847005,0.5816878103630864,0.5680737,0.5725
