MN,ACC_1,ACC_2,F1,AUC
RandomForest,0.5487449419267602,0.5172531951204148,0.48696319999999993,0.5234613
DecisionTree,0.5553874311962548,0.5284949083144164,0.509027,0.5357691
KNN,0.528066378066378,0.5036222854567248,0.44997820000000005,0.5053846
LocalOutlierFactor,0.5287931374181375,0.5149155033917788,0.5059081999999999,0.5184615999999999
IsolationForest,0.4272909507445591,0.4852787361432334,0.38419980000000004,0.47576989999999997
Xgboost,0.5819375901875901,0.5235074003112097,0.4898817999999999,0.5346149
