model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,THRESH
KNN,3,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.61808115 0.61808115 0.444634   0.34441242 0.25944369 0.1877119 ]
OneClassSVM,3,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,3,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,3,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,3,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,"[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.
 1.        ]","[0.         0.         0.33333333 0.33333333 0.66666667 0.66666667
 1.        ]","[1.7208873  0.7208873  0.51162153 0.4620587  0.1857913  0.04867351
 0.0400308 ]"
RandomForest,4,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0. 0. 0. 1. 1.],[2.         1.         0.46666667 0.2        0.        ]
DecisionTree,4,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.        ],[0. 0. 1.],[2. 1. 0.]
KNN,4,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],[1.57142857 0.57142857 0.28571429]
OneClassSVM,4,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,4,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[],[],[]
IsolationForest,4,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[],[],[]
Xgboost,4,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.7193208  0.7193208  0.53220695 0.4869075  0.08461236 0.02938016]
RandomForest,5,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 0.66666667 1.         1.        ],[0.         0.         0.         0.33333333 1.        ],[1.85185185 0.85185185 0.51774557 0.33256039 0.04089   ]
DecisionTree,5,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75       0.75       0.27272727 0.        ]
KNN,5,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],[1.61461145 0.61461145 0.44170185 0.21066536 0.1811253 ]
OneClassSVM,5,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,5,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[],[],[]
IsolationForest,5,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,5,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0. 0. 0. 1. 1.],[1.7644665  0.7644666  0.63682705 0.04743568 0.03680966]
RandomForest,6,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.         0.66666667 1.        ],[1.58823529 0.58823529 0.52941176 0.23529412 0.05882353]
DecisionTree,6,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75       0.75       0.27272727 0.        ]
KNN,6,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.61808115 0.61808115 0.444634   0.34441242 0.25944369 0.1877119 ]
OneClassSVM,6,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,6,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,6,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[],[],[]
Xgboost,6,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,"[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.
 1.        ]","[0.         0.         0.33333333 0.33333333 0.66666667 0.66666667
 1.        ]","[1.757581   0.75758094 0.64510125 0.54885083 0.15668212 0.05964112
 0.0462607 ]"
RandomForest,7,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 0.66666667 0.66666667 1.         1.        ],[0.         0.         0.         0.33333333 0.33333333 1.        ],[1.59882223 0.59882223 0.58483622 0.23076923 0.22959146 0.11318681]
DecisionTree,7,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[2.         1.         0.75       0.03030303]
KNN,7,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],[1.61461145 0.61461145 0.44170185 0.21066536 0.1811253 ]
OneClassSVM,7,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,7,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[],[],[]
IsolationForest,7,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,7,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,"[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.
 1.        ]","[0.         0.         0.33333333 0.33333333 0.66666667 0.66666667
 1.        ]","[1.8077674  0.8077674  0.65727335 0.44140178 0.18232471 0.0625577
 0.05239091]"
RandomForest,8,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 0.66666667 1.         1.        ],[0.         0.         0.         0.33333333 1.        ],[1.64705882 0.64705882 0.58823529 0.23529412 0.11764706]
DecisionTree,8,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75 0.75 0.5  0.  ]
KNN,8,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.70761148 0.70761148 0.59626548 0.36197252 0.27473108 0.13608557]
OneClassSVM,8,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,8,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,8,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[],[],[]
Xgboost,8,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,"[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.
 1.        ]","[0.         0.         0.33333333 0.33333333 0.66666667 0.66666667
 1.        ]","[1.782861   0.78286105 0.7585033  0.5953895  0.13681746 0.0256704
 0.01661963]"
RandomForest,9,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 1.        ],[0. 0. 1.],[2. 1. 0.]
DecisionTree,9,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75 0.75 0.5  0.  ]
KNN,9,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.54759105 0.54759105 0.50191206 0.28148447 0.21665111 0.12034977]
OneClassSVM,9,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,9,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[],[],[]
IsolationForest,9,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[],[],[]
Xgboost,9,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 0.33333333 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],[1.6332151  0.63321507 0.6012675  0.1572176  0.05041309]
RandomForest,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 0. 1.],[0. 1. 1.],[1.06060606 0.06060606 0.        ]
DecisionTree,10,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[2.         1.         0.66666667 0.        ]
KNN,10,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],[1.61461145 0.61461145 0.44170185 0.21066536 0.1811253 ]
OneClassSVM,10,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,10,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,10,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,10,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.7114137  0.71141374 0.48540196 0.44438803 0.11091573 0.03309676]
RandomForest,11,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.        ],[0. 0. 1.],[2. 1. 0.]
DecisionTree,11,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[2.         1.         0.27272727 0.03333333]
KNN,11,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],[1.61461145 0.61461145 0.44170185 0.21066536 0.1811253 ]
OneClassSVM,11,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,11,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[]
Xgboost,11,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.66666667 0.66666667 1.         1.        ],[1.7298205  0.72982043 0.558859   0.3480024  0.13265908 0.03801652]
RandomForest,12,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.66666667 1.        ],[1.66666667 0.66666667 0.33333333 0.        ]
DecisionTree,12,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75       0.75       0.27272727 0.        ]
KNN,12,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 1.        ],[0. 0. 1. 1.],[1.6253412  0.6253412  0.35168446 0.2254886 ]
OneClassSVM,12,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,12,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[],[],[]
IsolationForest,12,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[],[],[]
Xgboost,12,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.66666667 0.66666667 1.         1.        ],[1.7703559  0.7703559  0.5949996  0.37798202 0.10648265 0.02146898]
RandomForest,13,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],[1.59545455 0.59545455 0.36868687 0.29747475 0.19164009]
DecisionTree,13,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75 0.75 0.5  0.  ]
KNN,13,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 1.        ],[0. 0. 1. 1.],[1.6253412  0.6253412  0.35168446 0.2254886 ]
OneClassSVM,13,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,13,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,13,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[],[],[]
Xgboost,13,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,"[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.
 1.        ]","[0.         0.         0.33333333 0.33333333 0.66666667 0.66666667
 1.        ]","[1.8112919  0.811292   0.7205272  0.6337014  0.12907363 0.01560101
 0.01557965]"
RandomForest,14,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 1.         1.        ],[0.         0.         0.66666667 1.        ],[2.         1.         0.33333333 0.        ]
DecisionTree,14,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75       0.75       0.27272727 0.        ]
KNN,14,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.66666667 1.        ],[0.         0.         0.66666667 1.        ],[1.6 0.6 0.4 0.2]
OneClassSVM,14,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,14,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,14,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[],[],[]
Xgboost,14,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.7690966  0.7690967  0.66453654 0.5153575  0.07694256 0.02005162]
RandomForest,15,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 0.66666667 1.        ],[0.         0.         0.66666667 1.        ],[1.8 0.8 0.2 0. ]
DecisionTree,15,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75       0.75       0.27272727 0.        ]
KNN,15,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],[1.57142857 0.57142857 0.28571429]
OneClassSVM,15,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,15,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,15,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,15,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.7511013  0.75110126 0.57547057 0.5680245  0.05027487 0.0392606 ]
RandomForest,16,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 1.         1.        ],[0. 0. 0. 1.],[1.70702012 0.70702012 0.27559715 0.10719973]
DecisionTree,16,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75       0.75       0.27272727 0.        ]
KNN,16,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 1.         1.        ],[0.         0.         0.66666667 1.        ],[1.6 0.6 0.4 0.2]
OneClassSVM,16,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,16,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,16,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,16,0.48571,0.5,0.5,0.5,0.66667,0.33333,0.0,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.7424948  0.74249476 0.6118926  0.53295416 0.0556581  0.00962799]
RandomForest,17,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 0.66666667 1.         1.        ],[0.         0.         0.         0.66666667 1.        ],[1.95238095 0.95238095 0.56427454 0.13409861 0.07037312]
DecisionTree,17,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75       0.75       0.27272727 0.07692308]
KNN,17,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.61808115 0.61808115 0.444634   0.34441242 0.25944369 0.1877119 ]
OneClassSVM,17,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,17,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[],[],[]
IsolationForest,17,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,17,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.66666667 0.66666667 1.         1.        ],[1.757278   0.75727797 0.5185403  0.37767646 0.10136015 0.01903496]
RandomForest,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.66666667 1.        ],[0.         0.33333333 1.        ],[1.4 0.4 0. ]
DecisionTree,18,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75       0.75       0.27272727 0.03333333]
KNN,18,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.61808115 0.61808115 0.444634   0.34441242 0.25944369 0.1877119 ]
OneClassSVM,18,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,18,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[],[],[]
IsolationForest,18,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,18,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0. 0. 0. 1. 1.],[1.7144973  0.7144973  0.43654114 0.13717322 0.09341226]
RandomForest,19,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 0.66666667 0.66666667 0.66666667 1.        ],[0.         0.         0.         0.33333333 1.         1.        ],[1.8 0.8 0.6 0.4 0.2 0. ]
DecisionTree,19,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75 0.75 0.5  0.  ]
KNN,19,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],[1.57142857 0.57142857 0.28571429]
OneClassSVM,19,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,19,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,19,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,19,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.         1.        ],[1.8013436  0.80134356 0.6605436  0.5260516  0.0454173  0.02127558]
RandomForest,20,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.66666667 1.        ],[0.         0.         0.33333333 1.        ],[1.66666667 0.66666667 0.33333333 0.        ]
DecisionTree,20,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75       0.75       0.27272727 0.        ]
KNN,20,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],[2. 1. 0.]
OneClassSVM,20,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,20,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[],[],[]
IsolationForest,20,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,20,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,"[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.
 1.        ]","[0.         0.         0.33333333 0.33333333 0.66666667 0.66666667
 1.        ]","[1.7710264  0.7710264  0.692488   0.58796775 0.12603505 0.03751298
 0.03260222]"
RandomForest,21,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.66666667 1.        ],[0.         0.33333333 1.        ],[2. 1. 0.]
DecisionTree,21,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75 0.75 0.5  0.  ]
KNN,21,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],[2. 1. 0.]
OneClassSVM,21,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,21,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[],[],[]
IsolationForest,21,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,21,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0. 0. 0. 1. 1.],[1.8354508  0.83545077 0.7936014  0.03055548 0.0082744 ]
RandomForest,22,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 1.        ],[0.         0.         0.66666667 1.        ],[2.         1.         0.04545455 0.        ]
DecisionTree,22,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],[1.75       0.75       0.27272727 0.03125   ]
KNN,22,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],[1.57142857 0.57142857 0.28571429]
OneClassSVM,22,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
LocalOutlierFactor,22,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[],[],[]
IsolationForest,22,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,22,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0. 0. 0. 1. 1.],[1.8624372  0.8624373  0.73048043 0.05065865 0.01335823]
