model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
RandomForest,0,0.54003,0.59756,0.8333333333333334,0.5571428571428572,0.2439,0.95122,0.27603,"[0.         0.02439024 0.12195122 0.12195122 0.17073171 0.2195122
 0.2195122  0.24390244 0.24390244 0.26829268 0.34146341 0.36585366
 0.36585366 0.3902439  0.3902439  0.46341463 0.46341463 0.48780488
 0.48780488 0.51219512 0.53658537 0.53658537 0.53658537 0.56097561
 0.56097561 0.58536585 0.58536585 0.65853659 0.65853659 0.68292683
 0.68292683 0.68292683 0.70731707 0.70731707 0.7804878  0.7804878
 0.7804878  0.80487805 0.80487805 0.85365854 0.85365854 0.85365854
 0.90243902 0.90243902 1.         1.        ]","[0.         0.         0.         0.02439024 0.02439024 0.02439024
 0.04878049 0.04878049 0.09756098 0.09756098 0.09756098 0.09756098
 0.14634146 0.14634146 0.17073171 0.17073171 0.19512195 0.19512195
 0.2195122  0.24390244 0.24390244 0.26829268 0.31707317 0.31707317
 0.36585366 0.36585366 0.3902439  0.3902439  0.41463415 0.43902439
 0.48780488 0.51219512 0.53658537 0.56097561 0.56097561 0.58536585
 0.65853659 0.68292683 0.70731707 0.70731707 0.75609756 0.82926829
 0.85365854 0.87804878 0.92682927 1.        ]",0.6627007733491969
DecisionTree,0,0.64762,0.67073,0.85,0.6129032258064516,0.41463,0.92683,0.39757,[0.         0.41463415 0.85365854 0.87804878 1.        ],[0.         0.07317073 0.48780488 0.58536585 1.        ],0.7519333729922666
KNN,0,0.60577,0.63415,0.7894736842105263,0.5873015873015873,0.36585,0.90244,0.31794,[0.         0.14634146 0.36585366 0.65853659 1.        ],[0.         0.         0.09756098 0.58536585 1.        ],0.6186793575252827
OneClassSVM,0,0.37796,0.37805,0.38095238095238093,0.375,0.39024,0.36585,-0.24398,"[0.         0.02439024 0.2195122  0.2195122  0.3902439  0.3902439
 0.41463415 0.41463415 0.48780488 0.48780488 0.56097561 0.56097561
 0.6097561  0.6097561  0.68292683 0.68292683 0.70731707 0.70731707
 0.75609756 0.75609756 0.7804878  0.7804878  0.87804878 0.87804878
 0.90243902 0.90243902 0.92682927 0.92682927 0.95121951 0.95121951
 0.97560976 0.97560976 1.        ]","[0.         0.         0.         0.02439024 0.02439024 0.09756098
 0.09756098 0.12195122 0.12195122 0.2195122  0.2195122  0.24390244
 0.24390244 0.36585366 0.36585366 0.43902439 0.43902439 0.46341463
 0.46341463 0.58536585 0.58536585 0.65853659 0.65853659 0.82926829
 0.82926829 0.87804878 0.87804878 0.90243902 0.90243902 0.95121951
 0.95121951 1.         1.        ]",0.7067221891731112
LocalOutlierFactor,0,0.52959,0.53659,0.5483870967741935,0.5294117647058824,0.41463,0.65854,0.07545,"[0.         0.02439024 0.2195122  0.2195122  0.3902439  0.3902439
 0.41463415 0.41463415 0.48780488 0.48780488 0.56097561 0.56097561
 0.6097561  0.6097561  0.68292683 0.68292683 0.70731707 0.70731707
 0.75609756 0.75609756 0.7804878  0.7804878  0.87804878 0.87804878
 0.90243902 0.90243902 0.92682927 0.92682927 0.95121951 0.95121951
 0.97560976 0.97560976 1.        ]","[0.         0.         0.         0.02439024 0.02439024 0.09756098
 0.09756098 0.12195122 0.12195122 0.2195122  0.2195122  0.24390244
 0.24390244 0.36585366 0.36585366 0.43902439 0.43902439 0.46341463
 0.46341463 0.58536585 0.58536585 0.65853659 0.65853659 0.82926829
 0.82926829 0.87804878 0.87804878 0.90243902 0.90243902 0.95121951
 0.95121951 1.         1.        ]",0.7067221891731112
IsolationForest,0,0.5119,0.56098,0.6666666666666666,0.5373134328358209,0.2439,0.87805,0.15772,"[0.         0.02439024 0.2195122  0.2195122  0.3902439  0.3902439
 0.41463415 0.41463415 0.48780488 0.48780488 0.56097561 0.56097561
 0.6097561  0.6097561  0.68292683 0.68292683 0.70731707 0.70731707
 0.75609756 0.75609756 0.7804878  0.7804878  0.87804878 0.87804878
 0.90243902 0.90243902 0.92682927 0.92682927 0.95121951 0.95121951
 0.97560976 0.97560976 1.        ]","[0.         0.         0.         0.02439024 0.02439024 0.09756098
 0.09756098 0.12195122 0.12195122 0.2195122  0.2195122  0.24390244
 0.24390244 0.36585366 0.36585366 0.43902439 0.43902439 0.46341463
 0.46341463 0.58536585 0.58536585 0.65853659 0.65853659 0.82926829
 0.82926829 0.87804878 0.87804878 0.90243902 0.90243902 0.95121951
 0.95121951 1.         1.        ]",0.7067221891731112
Xgboost,0,0.53064,0.58537,0.7692307692307693,0.5507246376811594,0.2439,0.92683,0.23372,"[0.         0.02439024 0.09756098 0.09756098 0.17073171 0.17073171
 0.2195122  0.2195122  0.29268293 0.29268293 0.46341463 0.46341463
 0.6097561  0.6097561  0.68292683 0.68292683 0.70731707 0.70731707
 0.73170732 0.73170732 0.75609756 0.75609756 0.80487805 0.80487805
 0.82926829 0.82926829 0.90243902 0.90243902 0.92682927 0.92682927
 0.95121951 0.95121951 0.97560976 0.97560976 1.         1.        ]","[0.         0.         0.         0.02439024 0.02439024 0.04878049
 0.04878049 0.07317073 0.07317073 0.09756098 0.09756098 0.12195122
 0.12195122 0.14634146 0.14634146 0.19512195 0.19512195 0.2195122
 0.2195122  0.26829268 0.26829268 0.29268293 0.29268293 0.43902439
 0.43902439 0.58536585 0.58536585 0.63414634 0.63414634 0.70731707
 0.70731707 0.82926829 0.82926829 0.95121951 0.95121951 1.        ]",0.784651992861392
RandomForest,1,0.59325,0.63415,0.8666666666666667,0.582089552238806,0.31707,0.95122,0.34698,"[0.         0.02439024 0.09756098 0.14634146 0.24390244 0.31707317
 0.36585366 0.53658537 0.58536585 0.65853659 0.68292683 0.70731707
 0.82926829 0.87804878 0.90243902 0.97560976 1.        ]","[0.         0.         0.         0.         0.02439024 0.04878049
 0.04878049 0.12195122 0.14634146 0.26829268 0.34146341 0.46341463
 0.6097561  0.73170732 0.82926829 0.95121951 1.        ]",0.7340868530636526
DecisionTree,1,0.61614,0.64634,0.8333333333333334,0.59375,0.36585,0.92683,0.35355,[0.         0.36585366 1.        ],[0.         0.07317073 1.        ],0.6463414634146342
KNN,1,0.59431,0.60976,0.68,0.5789473684210527,0.41463,0.80488,0.23842,[0.         0.41463415 1.        ],[0.         0.19512195 1.        ],0.6097560975609756
