"1","2","f1","auc","mcc"
100,80,0.909090909090909,0.366666666666667,0.816496580927726
80,0,0.571428571428571,0.533333333333333,-0.333333333333333
60,40,0.545454545454545,0.5,0
80,100,0.888888888888889,0.366666666666667,0.816496580927726
100,40,0.769230769230769,0.433333333333333,0.5
100,60,0.833333333333333,0.4,0.654653670707977
100,60,0.833333333333333,0.4,0.654653670707977
80,80,0.8,0.4,0.6
100,60,0.833333333333333,0.4,0.654653670707977
80,60,0.727272727272727,0.433333333333333,0.408248290463863
80,40,0.666666666666667,0.466666666666667,0.218217890235992
80,20,0.615384615384615,0.5,0
80,80,0.8,0.4,0.6
100,40,0.769230769230769,0.433333333333333,0.5
80,60,0.727272727272727,0.433333333333333,0.408248290463863
100,0,0,0.5,0
100,40,0.769230769230769,0.433333333333333,0.5
80,60,0.727272727272727,0.433333333333333,0.408248290463863
100,80,0.909090909090909,0.366666666666667,0.816496580927726
100,60,0.833333333333333,0.4,0.654653670707977
80,60,0.727272727272727,0.433333333333333,0.408248290463863
80,80,0.8,0.4,0.6
100,40,0.769230769230769,0.433333333333333,0.5
60,20,0.5,0.533333333333333,-0.218217890235992
60,40,0.545454545454545,0.5,0
80,60,0.727272727272727,0.433333333333333,0.408248290463863
100,40,0.769230769230769,0.433333333333333,0.5
80,0,0.571428571428571,0.533333333333333,-0.333333333333333
60,60,0.6,0.466666666666667,0.2
100,40,0.769230769230769,0.433333333333333,0.5
100,40,0.769230769230769,0.433333333333333,0.5
100,80,0.909090909090909,0.366666666666667,0.816496580927726
80,40,0.666666666666667,0.466666666666667,0.218217890235992
100,80,0.909090909090909,0.366666666666667,0.816496580927726
100,60,0.833333333333333,0.4,0.654653670707977
80,60,0.727272727272727,0.433333333333333,0.408248290463863
100,60,0.833333333333333,0.4,0.654653670707977
100,60,0.833333333333333,0.4,0.654653670707977
100,20,0.714285714285714,0.466666666666667,0.333333333333333
80,100,0.888888888888889,0.366666666666667,0.816496580927726
100,0,0,0.5,0
60,60,0.6,0.466666666666667,0.2
80,60,0.727272727272727,0.433333333333333,0.408248290463863
100,80,0.909090909090909,0.366666666666667,0.816496580927726
80,60,0.727272727272727,0.433333333333333,0.408248290463863
100,40,0.769230769230769,0.433333333333333,0.5
80,40,0.666666666666667,0.466666666666667,0.218217890235992
80,80,0.8,0.4,0.6
100,60,0.833333333333333,0.4,0.654653670707977
100,40,0.769230769230769,0.433333333333333,0.5
