model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
RandomForest,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.     0.1875 1.    ],[0.    0.125 1.   ],0.53125
DecisionTree,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.     0.0625 1.    ],[0.     0.0625 1.    ],0.5
KNN,0,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.   0.   0.25 1.  ],[0.     0.0625 0.4375 1.    ],0.3984375
LocalOutlierFactor,0,0.59335,0.59375,0.5882352941176471,0.6,0.625,0.5625,0.18787,"[0.     0.     0.     0.0625 0.0625 0.125  0.125  0.1875 0.1875 0.375
 0.375  0.4375 0.4375 0.75   0.75   0.8125 0.8125 1.     1.    ]","[0.     0.0625 0.3125 0.3125 0.375  0.375  0.4375 0.4375 0.5    0.5
 0.5625 0.5625 0.8125 0.8125 0.875  0.875  0.9375 0.9375 1.    ]",0.31640625
IsolationForest,0,0.62353,0.625,0.6111111111111112,0.6428571428571429,0.6875,0.5625,0.25198,"[0.     0.     0.     0.125  0.125  0.1875 0.1875 0.25   0.25   0.375
 0.375  0.4375 0.4375 0.75   0.75   0.8125 0.8125 1.     1.    ]","[0.     0.0625 0.125  0.125  0.25   0.25   0.375  0.375  0.5625 0.5625
 0.625  0.625  0.6875 0.6875 0.8125 0.8125 0.875  0.875  1.    ]",0.40625
Xgboost,0,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.     0.0625 0.0625 0.4375 0.4375 0.5    0.5    0.5625 0.5625 0.6875
 0.6875 0.8125 0.8125 0.875  0.875  0.9375 0.9375 1.     1.    ]","[0.     0.     0.1875 0.1875 0.3125 0.3125 0.4375 0.4375 0.6875 0.6875
 0.75   0.75   0.8125 0.8125 0.875  0.875  0.9375 0.9375 1.    ]",0.5390625
RandomForest,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.    0.125 1.   ],[0.    0.125 1.   ],0.5
DecisionTree,1,0.31915,0.46875,0.0,0.4838709677419355,0.0,0.9375,-0.17961,[0. 0. 1.],[0.     0.0625 1.    ],0.46875
KNN,1,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.    0.    0.375 1.   ],[0.     0.0625 0.4375 1.    ],0.45703125
LocalOutlierFactor,1,0.49206,0.5,0.5,0.5,0.625,0.375,0.0,"[0.     0.     0.     0.0625 0.0625 0.125  0.125  0.1875 0.1875 0.4375
 0.4375 0.5    0.5    0.75   0.75   0.9375 0.9375 1.    ]","[0.     0.0625 0.125  0.125  0.25   0.25   0.3125 0.3125 0.375  0.375
 0.8125 0.8125 0.875  0.875  0.9375 0.9375 1.     1.    ]",0.35546875
IsolationForest,1,0.51952,0.53125,0.5238095238095238,0.5454545454545454,0.6875,0.375,0.0658,"[0.     0.0625 0.125  0.125  0.1875 0.1875 0.3125 0.3125 0.375  0.375
 0.5625 0.5625 0.75   0.75   0.875  0.875  1.     1.    ]","[0.     0.     0.     0.125  0.125  0.25   0.25   0.375  0.375  0.5
 0.5    0.75   0.75   0.8125 0.8125 0.9375 0.9375 1.    ]",0.484375
Xgboost,1,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.     0.     0.0625 0.0625 0.25   0.25   0.3125 0.3125 0.5625 0.5625
 0.625  0.625  0.8125 0.8125 0.875  0.875  1.    ]","[0.     0.0625 0.0625 0.125  0.125  0.25   0.25   0.4375 0.4375 0.5625
 0.5625 0.875  0.875  0.9375 0.9375 1.     1.    ]",0.46484375
RandomForest,2,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5
DecisionTree,2,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5
KNN,2,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.     0.125  0.3125 0.625  1.    ],[0.     0.0625 0.125  0.625  1.    ],0.556640625
LocalOutlierFactor,2,0.5,0.5,0.5,0.5,0.5,0.5,0.0,"[0.     0.0625 0.25   0.25   0.3125 0.3125 0.375  0.375  0.4375 0.4375
 0.5    0.5    0.6875 0.6875 0.75   0.75   1.     1.    ]","[0.     0.     0.     0.0625 0.0625 0.25   0.25   0.375  0.375  0.4375
 0.4375 0.5625 0.5625 0.6875 0.6875 0.9375 0.9375 1.    ]",0.546875
IsolationForest,2,0.59015,0.59375,0.5789473684210527,0.6153846153846154,0.6875,0.5,0.19089,"[0.     0.0625 0.125  0.125  0.1875 0.1875 0.25   0.25   0.3125 0.3125
 0.5625 0.5625 0.625  0.625  0.75   0.75   0.875  0.875  1.     1.    ]","[0.     0.     0.     0.0625 0.0625 0.375  0.375  0.4375 0.4375 0.5
 0.5    0.5625 0.5625 0.625  0.625  0.75   0.75   0.875  0.875  1.    ]",0.50390625
Xgboost,2,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.     0.0625 0.0625 0.125  0.125  0.1875 0.1875 0.3125 0.3125 0.4375
 0.4375 0.5625 0.5625 0.6875 0.6875 0.75   0.75   0.8125 0.8125 0.875
 0.875  1.    ]","[0.     0.     0.0625 0.0625 0.125  0.125  0.1875 0.1875 0.25   0.25
 0.375  0.375  0.625  0.625  0.75   0.75   0.8125 0.8125 0.9375 0.9375
 1.     1.    ]",0.52734375
RandomForest,3,0.38164,0.5,0.5,0.5,0.0625,0.9375,0.0,[0.     0.0625 1.    ],[0.     0.0625 1.    ],0.5
DecisionTree,3,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5
KNN,3,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.     0.     0.1875 1.    ],[0.     0.0625 0.375  1.    ],0.400390625
