MN,ACC_1,ACC_2,F1,AUC
RandomForest,0.4454022988505747,0.49741765565875473,0.3449629999999999,0.4955
DecisionTree,0.4047619047619047,0.5000722394220847,0.3586232,0.49950000000000006
KNN,,0.5,0.33332999999999996,0.5
LocalOutlierFactor,0.6476116938616938,0.7118957431457431,0.6642740000000003,0.6704999999999999
IsolationForest,0.30534629259629265,0.43513026322662546,0.3809483,0.4205
Xgboost,,0.5,0.33332999999999996,0.5
