MN,ACC_1,ACC_2,F1,AUC
RandomForest,0.4546226551226551,0.43247619047619046,0.4392326,0.44928490000000004
DecisionTree,0.49660569985569986,0.5490147907647907,0.5103709,0.5335721
KNN,0.5746984126984125,0.5714761904761904,0.5708334,0.5721443
LocalOutlierFactor,0.5652777777777778,0.5281818181818183,0.5346101,0.5428580000000001
IsolationForest,0.075,0.43810023310023305,0.2986506,0.39356930000000007
Xgboost,0.42385930735930727,0.4084325396825397,0.4103858,0.41999840000000005
