model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
RandomForest,0,0.41667,0.42857,0.4444444444444444,0.4,0.57143,0.28571,-0.14907,"[0.         0.         0.         0.42857143 0.42857143 0.57142857
 0.57142857 0.85714286 1.         1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.42857143
 0.71428571 0.71428571 0.85714286 1.        ]",0.5
DecisionTree,0,0.64103,0.64286,0.6666666666666666,0.625,0.57143,0.71429,0.28868,[0.         0.42857143 0.57142857 0.71428571 0.85714286 1.        ],[0.         0.28571429 0.28571429 0.71428571 1.         1.        ],0.5612244897959183
KNN,0,0.57143,0.57143,0.5714285714285714,0.5714285714285714,0.57143,0.57143,0.14286,"[0.         0.         0.14285714 0.57142857 0.57142857 0.85714286
 0.85714286 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.57142857
 0.85714286 1.        ]",0.5714285714285714
LocalOutlierFactor,0,0.70833,0.71429,0.8,0.6666666666666666,0.57143,0.85714,0.44721,"[0.         0.14285714 0.14285714 0.28571429 0.28571429 1.
 1.        ]","[0.         0.         0.71428571 0.71428571 0.85714286 0.85714286
 1.        ]",0.28571428571428575
IsolationForest,0,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,[0.         0.14285714 0.71428571 0.71428571 1.         1.        ],[0.         0.         0.         0.71428571 0.71428571 1.        ],0.7959183673469388
Xgboost,0,0.41667,0.42857,0.4444444444444444,0.4,0.57143,0.28571,-0.14907,"[0.         0.         0.         0.14285714 0.14285714 0.42857143
 0.42857143 0.71428571 0.71428571 1.         1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.42857143
 0.71428571 0.71428571 0.85714286 0.85714286 1.        ]",0.3877551020408163
RandomForest,1,0.5625,0.57143,0.5555555555555556,0.6,0.71429,0.42857,0.14907,"[0.         0.         0.         0.14285714 0.14285714 0.28571429
 0.57142857 0.71428571 0.71428571 1.         1.        ]","[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.57142857 0.57142857 0.71428571 0.71428571 1.        ]",0.40816326530612246
DecisionTree,1,0.64103,0.64286,0.625,0.6666666666666666,0.71429,0.57143,0.28868,[0.         0.42857143 0.71428571 0.71428571 0.85714286 1.        ],[0.         0.28571429 0.42857143 0.71428571 1.         1.        ],0.5714285714285714
KNN,1,0.57143,0.57143,0.5714285714285714,0.5714285714285714,0.57143,0.57143,0.14286,"[0.         0.         0.42857143 0.42857143 0.57142857 0.71428571
 0.85714286 0.85714286 1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.42857143 0.85714286
 0.85714286 1.         1.        ]",0.5306122448979591
LocalOutlierFactor,1,0.5625,0.57143,0.6,0.5555555555555556,0.42857,0.71429,0.14907,"[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.85714286
 0.85714286 1.         1.        ]","[0.         0.         0.42857143 0.42857143 0.71428571 0.71428571
 0.85714286 0.85714286 1.        ]",0.4081632653061224
IsolationForest,1,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,[0.         0.14285714 0.71428571 0.71428571 1.         1.        ],[0.         0.         0.         0.71428571 0.71428571 1.        ],0.7959183673469388
Xgboost,1,0.35385,0.35714,0.3333333333333333,0.375,0.28571,0.42857,-0.28868,"[0.         0.         0.         0.14285714 0.14285714 0.28571429
 0.28571429 0.85714286 0.85714286 1.         1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.57142857 0.57142857
 0.71428571 0.71428571 0.85714286 0.85714286 1.        ]",0.3469387755102041
RandomForest,2,0.53333,0.57143,0.5454545454545454,0.6666666666666666,0.85714,0.28571,0.17408,"[0.         0.         0.28571429 0.57142857 0.85714286 0.85714286
 1.        ]","[0.         0.28571429 0.28571429 0.57142857 0.71428571 0.85714286
 1.        ]",0.47959183673469385
DecisionTree,2,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,[0.         0.         0.14285714 1.        ],[0.         0.28571429 0.28571429 1.        ],0.40816326530612246
KNN,2,0.57143,0.57143,0.5714285714285714,0.5714285714285714,0.57143,0.57143,0.14286,"[0.         0.         0.42857143 0.57142857 0.57142857 0.85714286
 0.85714286 1.        ]","[0.         0.14285714 0.28571429 0.42857143 0.57142857 0.85714286
 1.         1.        ]",0.5102040816326531
LocalOutlierFactor,2,0.70833,0.71429,0.8,0.6666666666666666,0.57143,0.85714,0.44721,"[0.         0.14285714 0.14285714 0.28571429 0.28571429 1.
 1.        ]","[0.         0.         0.57142857 0.57142857 0.85714286 0.85714286
 1.        ]",0.30612244897959184
IsolationForest,2,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,[0.         0.14285714 0.57142857 0.57142857 1.         1.        ],[0.         0.         0.         0.71428571 0.71428571 1.        ],0.6938775510204082
