model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
RandomForest,0,0.3098,0.3125,0.3333333333333333,0.2857142857142857,0.375,0.25,-0.37796,"[0.     0.     0.0625 0.0625 0.0625 0.125  0.1875 0.375  0.4375 0.75
 0.8125 0.875  1.    ]","[0.     0.0625 0.1875 0.25   0.375  0.375  0.5625 0.75   0.75   0.9375
 0.9375 1.     1.    ]",0.26171875
DecisionTree,0,0.24706,0.25,0.2777777777777778,0.21428571428571427,0.3125,0.1875,-0.50395,[0.     0.3125 0.3125 0.625  1.    ],[0.     0.75   0.8125 0.8125 1.    ],0.2890625
KNN,0,0.48178,0.5,0.5,0.5,0.6875,0.3125,0.0,[0.     0.     0.375  0.5    0.6875 0.8125 0.875  1.    ],[0.     0.125  0.5    0.625  0.6875 0.6875 0.6875 1.    ],0.455078125
LocalOutlierFactor,0,0.49804,0.5,0.5,0.5,0.5625,0.4375,0.0,"[0.     0.125  0.1875 0.3125 0.4375 0.4375 0.75   0.75   0.8125 0.8125
 0.875  0.875  1.     1.    ]","[0.     0.     0.     0.0625 0.3125 0.4375 0.4375 0.625  0.625  0.8125
 0.8125 0.9375 0.9375 1.    ]",0.62890625
IsolationForest,0,0.4,0.4375,0.375,0.4583333333333333,0.1875,0.6875,-0.14434,"[0.     0.0625 0.1875 0.1875 0.25   0.25   0.375  0.375  0.5625 0.5625
 0.625  0.625  0.8125 0.8125 0.9375 0.9375 1.     1.    ]","[0.     0.     0.     0.125  0.125  0.3125 0.3125 0.375  0.375  0.5
 0.5    0.5625 0.5625 0.6875 0.6875 0.9375 0.9375 1.    ]",0.6015625
Xgboost,0,0.36508,0.375,0.3333333333333333,0.4,0.25,0.5,-0.2582,"[0.     0.     0.     0.125  0.125  0.5    0.5    0.6875 0.6875 0.875
 0.875  1.    ]","[0.     0.0625 0.1875 0.1875 0.5    0.5    0.6875 0.6875 0.875  0.875
 1.     1.    ]",0.37109375
RandomForest,1,0.3098,0.3125,0.2857142857142857,0.3333333333333333,0.25,0.375,-0.37796,"[0.     0.     0.     0.0625 0.0625 0.125  0.125  0.1875 0.1875 0.1875
 0.25   0.25   0.3125 0.3125 0.4375 0.4375 0.5    0.5625 0.5625 0.9375
 0.9375 1.    ]","[0.     0.0625 0.125  0.1875 0.25   0.25   0.3125 0.3125 0.4375 0.5
 0.5    0.625  0.625  0.6875 0.6875 0.8125 0.875  0.875  0.9375 0.9375
 1.     1.    ]",0.27734375
DecisionTree,1,0.33793,0.34375,0.3076923076923077,0.3684210526315789,0.25,0.4375,-0.31814,[0.     0.25   0.25   0.3125 0.6875 1.    ],[0.     0.5    0.5625 0.6875 0.875  1.    ],0.3125
KNN,1,0.49206,0.5,0.5,0.5,0.625,0.375,0.0,[0.     0.0625 0.3125 0.625  0.8125 0.875  1.    ],[0.     0.125  0.4375 0.625  0.625  0.75   1.    ],0.490234375
LocalOutlierFactor,1,0.46823,0.46875,0.47058823529411764,0.4666666666666667,0.5,0.4375,-0.06262,"[0.     0.125  0.3125 0.3125 0.3125 0.4375 0.4375 0.75   0.75   0.8125
 0.8125 0.875  0.875  1.     1.    ]","[0.     0.     0.     0.0625 0.1875 0.3125 0.4375 0.4375 0.625  0.625
 0.8125 0.8125 0.9375 0.9375 1.    ]",0.625
