model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
RandomForest,0,0.44862,0.45,0.4444444444444444,0.45454545454545453,0.4,0.5,-0.1005,[0.  0.  0.1 0.1 0.3 0.4 0.6 0.8 0.9 0.9 0.9 1. ],[0.  0.1 0.1 0.3 0.3 0.5 0.5 0.7 0.7 0.8 1.  1. ],0.5
DecisionTree,0,0.34837,0.35,0.3333333333333333,0.36363636363636365,0.3,0.4,-0.30151,[0.  0.2 0.3 0.4 0.9 1. ],[0.  0.6 0.6 0.7 1.  1. ],0.29000000000000004
KNN,0,0.64912,0.65,0.6666666666666666,0.6363636363636364,0.6,0.7,0.30151,[0.  0.2 0.2 0.6 0.6 0.7 0.7 0.8 0.8 1. ],[0.  0.  0.3 0.3 0.4 0.4 0.7 0.7 0.9 1. ],0.58
LocalOutlierFactor,0,0.59596,0.6,0.5833333333333334,0.625,0.7,0.5,0.20412,[0.  0.1 0.1 0.3 0.3 0.4 0.4 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.  0.2 0.2 0.5 0.5 0.6 0.6 0.7 0.7 0.9 0.9 1. ],0.51
IsolationForest,0,0.25926,0.35,0.0,0.4117647058823529,0.0,0.7,-0.42008,[0.  0.1 0.1 0.3 0.3 0.5 0.5 0.8 0.8 1.  1. ],[0.  0.  0.1 0.1 0.2 0.2 0.5 0.5 0.6 0.6 1. ],0.6699999999999999
Xgboost,0,0.29293,0.3,0.25,0.3333333333333333,0.2,0.4,-0.40825,[0.  0.  0.  0.1 0.1 0.2 0.2 0.3 0.3 0.4 0.4 0.9 0.9 1. ],[0.  0.1 0.4 0.4 0.5 0.5 0.6 0.6 0.7 0.7 0.8 0.8 1.  1. ],0.27999999999999997
RandomForest,1,0.44862,0.45,0.4444444444444444,0.45454545454545453,0.4,0.5,-0.1005,[0.  0.  0.2 0.4 0.4 0.5 0.7 1. ],[0.  0.1 0.4 0.5 0.6 0.6 1.  1. ],0.33999999999999997
DecisionTree,1,0.34837,0.35,0.3333333333333333,0.36363636363636365,0.3,0.4,-0.30151,[0.  0.3 1. ],[0.  0.6 1. ],0.35
KNN,1,0.7,0.7,0.7,0.7,0.7,0.7,0.4,[0.  0.1 0.2 0.4 0.7 0.7 0.9 1. ],[0.  0.  0.1 0.2 0.2 0.3 0.7 1. ],0.72
LocalOutlierFactor,1,0.59596,0.6,0.5833333333333334,0.625,0.7,0.5,0.20412,[0.  0.1 0.1 0.3 0.3 0.4 0.4 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.  0.2 0.2 0.5 0.5 0.6 0.6 0.7 0.7 0.9 0.9 1. ],0.51
IsolationForest,1,0.25926,0.35,0.0,0.4117647058823529,0.0,0.7,-0.42008,[0.  0.1 0.1 0.6 0.6 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.  0.1 0.1 0.3 0.3 0.4 0.4 0.6 0.6 1. ],0.79
Xgboost,1,0.23274,0.25,0.14285714285714285,0.3076923076923077,0.1,0.4,-0.52414,[0.  0.  0.  0.1 0.1 0.2 0.2 0.5 0.5 0.6 0.6 0.9 0.9 1. ],[0.  0.1 0.3 0.3 0.6 0.6 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],0.25
RandomForest,2,0.44862,0.45,0.4444444444444444,0.45454545454545453,0.4,0.5,-0.1005,[0.  0.1 0.1 0.2 0.3 0.4 0.6 0.6 0.8 0.8 1. ],[0.  0.  0.2 0.2 0.5 0.5 0.5 0.7 0.9 1.  1. ],0.43499999999999994
DecisionTree,2,0.34837,0.35,0.3333333333333333,0.36363636363636365,0.3,0.4,-0.30151,[0.  0.3 1. ],[0.  0.6 1. ],0.35
KNN,2,0.7,0.7,0.7,0.7,0.7,0.7,0.4,[0.  0.1 0.2 0.6 0.7 0.7 0.9 1. ],[0.  0.1 0.1 0.2 0.3 0.4 0.7 1. ],0.705
LocalOutlierFactor,2,0.59596,0.6,0.5833333333333334,0.625,0.7,0.5,0.20412,[0.  0.1 0.1 0.3 0.3 0.4 0.4 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.  0.2 0.2 0.5 0.5 0.6 0.6 0.7 0.7 0.9 0.9 1. ],0.51
IsolationForest,2,0.34066,0.4,0.25,0.4375,0.1,0.7,-0.25,[0.  0.1 0.1 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.  0.1 0.1 0.4 0.4 0.6 0.6 0.7 0.7 1. ],0.77
Xgboost,2,0.27083,0.3,0.16666666666666666,0.35714285714285715,0.1,0.5,-0.43644,[0.  0.  0.  0.1 0.1 0.4 0.4 0.6 0.6 1. ],[0.  0.1 0.3 0.3 0.6 0.6 0.8 0.8 1.  1. ],0.23
RandomForest,3,0.34837,0.35,0.3333333333333333,0.36363636363636365,0.3,0.4,-0.30151,[0.  0.  0.  0.1 0.1 0.3 0.3 0.5 0.5 1. ],[0.  0.1 0.3 0.3 0.5 0.5 0.8 0.8 1.  1. ],0.21000000000000002
DecisionTree,3,0.34837,0.35,0.3333333333333333,0.36363636363636365,0.3,0.4,-0.30151,[0.  0.3 1. ],[0.  0.6 1. ],0.35
