MN,ACC_1,ACC_2,F1,AUC
RandomForest,0.35238095238095235,0.49734927536231893,0.3425938,0.49500020000000006
DecisionTree,0.7888888888888889,0.5079507246376811,0.3677833999999999,0.5146148
KNN,,0.5,0.33332999999999996,0.5
LocalOutlierFactor,0.6501211060181649,0.6543551905610729,0.6484234999999999,0.6503841
IsolationForest,0.4975007541478129,0.5048317629017757,0.4858832,0.5023074
Xgboost,,0.5,0.33332999999999996,0.5
