model_name,iteration,fold,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC
LocalOutlierFactor,18,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,18,1,0.47563,0.48894,0.3,0.6686390532544378,0.17647,0.80142,-0.02633
Xgboost,18,1,0.58425,0.58349,0.5121951219512195,0.7202380952380952,0.30882,0.85816,0.19701
RandomForestClassifier,19,0,0.6314,0.62997,0.5076923076923077,0.7586206896551724,0.48529,0.77465,0.26311
DecisionTree,19,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,19,0,0.61887,0.61371,0.5416666666666666,0.7407407407407407,0.38235,0.84507,0.25343
OneClassSVM,19,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,19,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,19,0,0.48988,0.51367,0.37037037037037035,0.6830601092896175,0.14706,0.88028,0.03822
Xgboost,19,0,0.63236,0.62966,0.5161290322580645,0.7567567567567568,0.47059,0.78873,0.26602
RandomForestClassifier,19,1,0.61818,0.61316,0.5416666666666666,0.7391304347826086,0.38235,0.84397,0.25209
DecisionTree,19,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,19,1,0.61753,0.61264,0.5714285714285714,0.7365269461077845,0.35294,0.87234,0.26339
OneClassSVM,19,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,19,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,19,1,0.47871,0.49249,0.3076923076923077,0.6705882352941176,0.17647,0.80851,-0.01806
Xgboost,19,1,0.60979,0.60685,0.4915254237288136,0.74,0.42647,0.78723,0.22244
RandomForestClassifier,20,0,0.6314,0.62997,0.5076923076923077,0.7586206896551724,0.48529,0.77465,0.26311
DecisionTree,20,0,0.61451,0.61112,0.5,0.743421052631579,0.42647,0.79577,0.23259
KNN,20,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,20,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,20,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,20,0,0.55622,0.56162,0.4857142857142857,0.7085714285714285,0.25,0.87324,0.15474
Xgboost,20,0,0.62917,0.62583,0.5166666666666667,0.7533333333333333,0.45588,0.79577,0.26067
RandomForestClassifier,20,1,0.61767,0.61394,0.5087719298245614,0.743421052631579,0.42647,0.80142,0.23973
DecisionTree,20,1,0.56841,0.57207,0.5142857142857142,0.7126436781609196,0.26471,0.87943,0.18086
KNN,20,1,0.6032,0.60122,0.5833333333333334,0.7283236994219653,0.30882,0.89362,0.25118
OneClassSVM,20,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,20,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,20,1,0.43748,0.46636,0.22580645161290322,0.6573033707865169,0.10294,0.82979,-0.08868
Xgboost,20,1,0.60625,0.60226,0.5208333333333334,0.7329192546583851,0.36765,0.83688,0.22781
RandomForestClassifier,21,0,0.65464,0.65141,0.5483870967741935,0.7702702702702703,0.5,0.80282,0.31064
DecisionTree,21,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,21,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,21,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,21,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,21,0,0.49182,0.50083,0.32558139534883723,0.6766467065868264,0.20588,0.79577,0.00192
Xgboost,21,0,0.59127,0.58844,0.4897959183673469,0.7267080745341615,0.35294,0.82394,0.19569
RandomForestClassifier,21,1,0.56579,0.56576,0.45652173913043476,0.7116564417177914,0.30882,0.8227,0.14872
DecisionTree,21,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,21,1,0.6032,0.60122,0.5833333333333334,0.7283236994219653,0.30882,0.89362,0.25118
OneClassSVM,21,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,21,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,21,1,0.4693,0.47226,0.2807017543859649,0.6578947368421053,0.23529,0.70922,-0.05837
Xgboost,21,1,0.59813,0.59491,0.5106382978723404,0.7283950617283951,0.35294,0.83688,0.21301
RandomForestClassifier,22,0,0.63638,0.63318,0.5245901639344263,0.7583892617449665,0.47059,0.79577,0.27455
DecisionTree,22,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,22,0,0.61863,0.6134,0.5555555555555556,0.7393939393939394,0.36765,0.85915,0.25864
OneClassSVM,22,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,22,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,22,0,0.5209,0.53252,0.4117647058823529,0.6931818181818182,0.20588,0.85915,0.08262
Xgboost,22,0,0.61877,0.61433,0.5185185185185185,0.7435897435897436,0.41176,0.8169,0.24482
RandomForestClassifier,22,1,0.65041,0.64179,0.627906976744186,0.7530120481927711,0.39706,0.88652,0.32867
DecisionTree,22,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,22,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,22,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,22,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,22,1,0.45911,0.4879,0.2857142857142857,0.6685082872928176,0.11765,0.85816,-0.03328
Xgboost,22,1,0.63867,0.63626,0.5238095238095238,0.7602739726027398,0.48529,0.78723,0.27825
RandomForestClassifier,23,0,0.63542,0.63349,0.515625,0.7602739726027398,0.48529,0.78169,0.27141
DecisionTree,23,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,23,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,23,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,23,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,23,0,0.5209,0.53252,0.4117647058823529,0.6931818181818182,0.20588,0.85915,0.08262
Xgboost,23,0,0.61332,0.61174,0.484375,0.7465753424657534,0.45588,0.76761,0.22719
RandomForestClassifier,23,1,0.66218,0.6578,0.5666666666666667,0.7718120805369127,0.5,0.8156,0.32684
DecisionTree,23,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,23,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,23,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,23,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,23,1,0.49761,0.51048,0.35135135135135137,0.6802325581395349,0.19118,0.82979,0.02573
Xgboost,23,1,0.63644,0.6322,0.5344827586206896,0.7549668874172185,0.45588,0.80851,0.27664
RandomForestClassifier,24,0,0.65875,0.65493,0.5573770491803278,0.7718120805369127,0.5,0.80986,0.31938
DecisionTree,24,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,24,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,24,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,24,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,24,0,0.5633,0.56866,0.5151515151515151,0.711864406779661,0.25,0.88732,0.17656
Xgboost,24,0,0.62917,0.62583,0.5166666666666667,0.7533333333333333,0.45588,0.79577,0.26067
RandomForestClassifier,24,1,0.65275,0.64638,0.5740740740740741,0.7612903225806451,0.45588,0.83688,0.31334
DecisionTree,24,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,24,1,0.6288,0.62302,0.6388888888888888,0.7398843930635838,0.33824,0.9078,0.30527
OneClassSVM,24,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,24,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,24,1,0.4624,0.48133,0.2777777777777778,0.6647398843930635,0.14706,0.8156,-0.04633
Xgboost,24,1,0.58425,0.58349,0.5121951219512195,0.7202380952380952,0.30882,0.85816,0.19701
RandomForestClassifier,25,0,0.64041,0.6367,0.5333333333333333,0.76,0.47059,0.80282,0.28319
DecisionTree,25,0,0.63945,0.63701,0.5238095238095238,0.7619047619047619,0.48529,0.78873,0.27981
KNN,25,0,0.61887,0.61371,0.5416666666666666,0.7407407407407407,0.38235,0.84507,0.25343
OneClassSVM,25,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,25,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,25,0,0.49501,0.51077,0.35294117647058826,0.6818181818181818,0.17647,0.84507,0.02736
Xgboost,25,0,0.62917,0.62583,0.5166666666666667,0.7533333333333333,0.45588,0.79577,0.26067
RandomForestClassifier,25,1,0.6248,0.61947,0.6216216216216216,0.7383720930232558,0.33824,0.90071,0.29329
DecisionTree,25,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,25,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,25,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,25,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,25,1,0.5179,0.52175,0.3493975903614458,0.6904761904761905,0.42647,0.61702,0.04164
Xgboost,25,1,0.64682,0.64336,0.5409836065573771,0.7635135135135135,0.48529,0.80142,0.29547
RandomForestClassifier,26,0,0.63866,0.63194,0.5714285714285714,0.7515527950310559,0.41176,0.85211,0.29194
DecisionTree,26,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,26,0,0.61863,0.6134,0.5555555555555556,0.7393939393939394,0.36765,0.85915,0.25864
OneClassSVM,26,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,26,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,26,0,0.53237,0.5321,0.36923076923076925,0.696551724137931,0.35294,0.71127,0.06499
Xgboost,26,0,0.63542,0.63349,0.515625,0.7602739726027398,0.48529,0.78169,0.27141
RandomForestClassifier,26,1,0.59813,0.59491,0.5106382978723404,0.7283950617283951,0.35294,0.83688,0.21301
DecisionTree,26,1,0.55379,0.57077,0.65,0.708994708994709,0.19118,0.95035,0.22541
KNN,26,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,26,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,26,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,26,1,0.46829,0.48842,0.29411764705882354,0.6685714285714286,0.14706,0.82979,-0.02939
Xgboost,26,1,0.60979,0.60685,0.4915254237288136,0.74,0.42647,0.78723,0.22244
RandomForestClassifier,27,0,0.61083,0.60636,0.5319148936170213,0.7361963190184049,0.36765,0.84507,0.23881
DecisionTree,27,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,27,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,27,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,27,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,27,0,0.52739,0.54277,0.4642857142857143,0.6978021978021978,0.19118,0.89437,0.11775
Xgboost,27,0,0.59547,0.59227,0.49019607843137253,0.7295597484276729,0.36765,0.8169,0.20138
RandomForestClassifier,27,1,0.66218,0.6578,0.5666666666666667,0.7718120805369127,0.5,0.8156,0.32684
DecisionTree,27,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,27,1,0.5904,0.59032,0.5555555555555556,0.7225433526011561,0.29412,0.88652,0.22413
OneClassSVM,27,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,27,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,27,1,0.49219,0.51679,0.38461538461538464,0.6830601092896175,0.14706,0.88652,0.04767
Xgboost,27,1,0.6211,0.61775,0.5084745762711864,0.7466666666666667,0.44118,0.79433,0.24513
RandomForestClassifier,28,0,0.63464,0.62842,0.56,0.75,0.41176,0.84507,0.28217
DecisionTree,28,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,28,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,28,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,28,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,28,0,0.51111,0.52196,0.3783783783783784,0.6878612716763006,0.20588,0.83803,0.05393
Xgboost,28,0,0.63236,0.62966,0.5161290322580645,0.7567567567567568,0.47059,0.78873,0.26602
RandomForestClassifier,28,1,0.59813,0.59491,0.5106382978723404,0.7283950617283951,0.35294,0.83688,0.21301
DecisionTree,28,1,0.55379,0.57077,0.65,0.708994708994709,0.19118,0.95035,0.22541
KNN,28,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,28,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,28,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,28,1,0.47019,0.50892,0.3684210526315789,0.6789473684210526,0.10294,0.91489,0.02907
Xgboost,28,1,0.62908,0.62484,0.5263157894736842,0.75,0.44118,0.80851,0.26266
RandomForestClassifier,29,0,0.63542,0.63349,0.515625,0.7602739726027398,0.48529,0.78169,0.27141
DecisionTree,29,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,29,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,29,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,29,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,29,0,0.53752,0.55012,0.4827586206896552,0.7016574585635359,0.20588,0.89437,0.13597
Xgboost,29,0,0.63236,0.62966,0.5161290322580645,0.7567567567567568,0.47059,0.78873,0.26602
RandomForestClassifier,29,1,0.6595,0.65832,0.5454545454545454,0.7762237762237763,0.52941,0.78723,0.31915
DecisionTree,29,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,29,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,29,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,29,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,29,1,0.53003,0.54594,0.48148148148148145,0.6978021978021978,0.19118,0.90071,0.12835
Xgboost,29,1,0.63966,0.636,0.5333333333333333,0.7583892617449665,0.47059,0.80142,0.28169
RandomForestClassifier,30,0,0.65754,0.65048,0.5849056603773585,0.7643312101910829,0.45588,0.84507,0.3242
DecisionTree,30,0,0.63945,0.63701,0.5238095238095238,0.7619047619047619,0.48529,0.78873,0.27981
KNN,30,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,30,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,30,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,30,0,0.53333,0.55302,0.5454545454545454,0.7021276595744681,0.17647,0.92958,0.16204
Xgboost,30,0,0.61877,0.61433,0.5185185185185185,0.7435897435897436,0.41176,0.8169,0.24482
RandomForestClassifier,30,1,0.59088,0.58808,0.4807692307692308,0.7261146496815286,0.36765,0.80851,0.1909
DecisionTree,30,1,0.55379,0.57077,0.65,0.708994708994709,0.19118,0.95035,0.22541
KNN,30,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,30,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,30,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,30,1,0.51,0.52795,0.41379310344827586,0.6888888888888889,0.17647,0.87943,0.07576
Xgboost,30,1,0.60979,0.60685,0.4915254237288136,0.74,0.42647,0.78723,0.22244
RandomForestClassifier,31,0,0.64237,0.63577,0.5686274509803921,0.7547169811320755,0.42647,0.84507,0.29631
DecisionTree,31,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,31,0,0.64237,0.63577,0.5686274509803921,0.7547169811320755,0.42647,0.84507,0.29631
OneClassSVM,31,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,31,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,31,0,0.50795,0.52164,0.38235294117647056,0.6875,0.19118,0.85211,0.05499
Xgboost,31,0,0.62917,0.62583,0.5166666666666667,0.7533333333333333,0.45588,0.79577,0.26067
RandomForestClassifier,31,1,0.5833,0.58099,0.46296296296296297,0.7225806451612903,0.36765,0.79433,0.17336
DecisionTree,31,1,0.55379,0.57077,0.65,0.708994708994709,0.19118,0.95035,0.22541
KNN,31,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,31,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,31,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,31,1,0.50526,0.51137,0.33707865168539325,0.6833333333333333,0.44118,0.58156,0.02154
Xgboost,31,1,0.63241,0.62865,0.5254237288135594,0.7533333333333333,0.45588,0.80142,0.26781
RandomForestClassifier,32,0,0.65875,0.65493,0.5573770491803278,0.7718120805369127,0.5,0.80986,0.31938
DecisionTree,32,0,0.61451,0.61112,0.5,0.743421052631579,0.42647,0.79577,0.23259
KNN,32,0,0.64642,0.63929,0.58,0.75625,0.42647,0.85211,0.30606
OneClassSVM,32,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,32,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,32,0,0.53069,0.54629,0.48148148148148145,0.6994535519125683,0.19118,0.90141,0.12943
Xgboost,32,0,0.64757,0.64406,0.5409836065573771,0.7651006711409396,0.48529,0.80282,0.29696
RandomForestClassifier,32,1,0.59813,0.59491,0.5106382978723404,0.7283950617283951,0.35294,0.83688,0.21301
DecisionTree,32,1,0.55379,0.57077,0.65,0.708994708994709,0.19118,0.95035,0.22541
KNN,32,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,32,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,32,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,32,1,0.47077,0.47554,0.2830188679245283,0.6602564102564102,0.22059,0.7305,-0.05268
Xgboost,32,1,0.60625,0.60226,0.5208333333333334,0.7329192546583851,0.36765,0.83688,0.22781
RandomForestClassifier,33,0,0.63464,0.62842,0.56,0.75,0.41176,0.84507,0.28217
DecisionTree,33,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,33,0,0.61863,0.6134,0.5555555555555556,0.7393939393939394,0.36765,0.85915,0.25864
OneClassSVM,33,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,33,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,33,0,0.49988,0.50207,0.32727272727272727,0.6774193548387096,0.26471,0.73944,0.00441
Xgboost,33,0,0.6067,0.60408,0.48333333333333334,0.74,0.42647,0.78169,0.21561
RandomForestClassifier,33,1,0.57877,0.57848,0.43283582089552236,0.7253521126760564,0.42647,0.7305,0.15758
DecisionTree,33,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,33,1,0.5904,0.59032,0.5555555555555556,0.7225433526011561,0.29412,0.88652,0.22413
OneClassSVM,33,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,33,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,33,1,0.48182,0.51627,0.4,0.6825396825396826,0.11765,0.91489,0.05183
Xgboost,33,1,0.59848,0.59595,0.4745762711864407,0.7333333333333333,0.41176,0.78014,0.19975
RandomForestClassifier,34,0,0.61887,0.61371,0.5416666666666666,0.7407407407407407,0.38235,0.84507,0.25343
DecisionTree,34,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,34,0,0.61887,0.61371,0.5416666666666666,0.7407407407407407,0.38235,0.84507,0.25343
OneClassSVM,34,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,34,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,34,0,0.52972,0.53666,0.41025641025641024,0.695906432748538,0.23529,0.83803,0.08823
Xgboost,34,0,0.6067,0.60408,0.48333333333333334,0.74,0.42647,0.78169,0.21561
RandomForestClassifier,34,1,0.61818,0.61316,0.5416666666666666,0.7391304347826086,0.38235,0.84397,0.25209
DecisionTree,34,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,34,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,34,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,34,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,34,1,0.43208,0.45927,0.21212121212121213,0.6534090909090909,0.10294,0.8156,-0.10466
Xgboost,34,1,0.63644,0.6322,0.5344827586206896,0.7549668874172185,0.45588,0.80851,0.27664
RandomForestClassifier,35,0,0.64237,0.63577,0.5686274509803921,0.7547169811320755,0.42647,0.84507,0.29631
DecisionTree,35,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,35,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,35,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,35,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,35,0,0.47962,0.51305,0.38095238095238093,0.6825396825396826,0.11765,0.90845,0.04071
Xgboost,35,0,0.64757,0.64406,0.5409836065573771,0.7651006711409396,0.48529,0.80282,0.29696
RandomForestClassifier,35,1,0.65275,0.64638,0.5740740740740741,0.7612903225806451,0.45588,0.83688,0.31334
DecisionTree,35,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,35,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,35,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,35,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,35,1,0.44883,0.44822,0.2602739726027397,0.6397058823529411,0.27941,0.61702,-0.10178
Xgboost,35,1,0.63241,0.62865,0.5254237288135594,0.7533333333333333,0.45588,0.80142,0.26781
RandomForestClassifier,36,0,0.63464,0.62842,0.56,0.75,0.41176,0.84507,0.28217
DecisionTree,36,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,36,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,36,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,36,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,36,0,0.51709,0.53542,0.4444444444444444,0.6939890710382514,0.17647,0.89437,0.09903
Xgboost,36,0,0.61794,0.61495,0.5,0.7466666666666667,0.44118,0.78873,0.23814
RandomForestClassifier,36,1,0.61361,0.60909,0.5581395348837209,0.7349397590361446,0.35294,0.86525,0.25288
DecisionTree,36,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,36,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,36,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,36,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,36,1,0.5005,0.51731,0.375,0.6836158192090396,0.17647,0.85816,0.04505
Xgboost,36,1,0.61818,0.61316,0.5416666666666666,0.7391304347826086,0.38235,0.84397,0.25209
RandomForestClassifier,37,0,0.65464,0.65141,0.5483870967741935,0.7702702702702703,0.5,0.80282,0.31064
DecisionTree,37,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,37,0,0.64642,0.63929,0.58,0.75625,0.42647,0.85211,0.30606
OneClassSVM,37,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,37,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,37,0,0.51434,0.54184,0.5263157894736842,0.6963350785340314,0.14706,0.93662,0.1365
Xgboost,37,0,0.62917,0.62583,0.5166666666666667,0.7533333333333333,0.45588,0.79577,0.26067
RandomForestClassifier,37,1,0.59813,0.59491,0.5106382978723404,0.7283950617283951,0.35294,0.83688,0.21301
