model_name,iteration,fold,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC
Xgboost,9,1,0.60625,0.60305,0.49122807017543857,0.7368421052631579,0.41176,0.79433,0.2168
RandomForestClassifier,10,0,0.64237,0.63577,0.5686274509803921,0.7547169811320755,0.42647,0.84507,0.29631
DecisionTree,10,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,10,0,0.61887,0.61371,0.5416666666666666,0.7407407407407407,0.38235,0.84507,0.25343
OneClassSVM,10,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,10,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,10,0,0.49812,0.51429,0.36363636363636365,0.6836158192090396,0.17647,0.85211,0.03675
Xgboost,10,0,0.61794,0.61495,0.5,0.7466666666666667,0.44118,0.78873,0.23814
RandomForestClassifier,10,1,0.63194,0.64164,0.4819277108433735,0.7777777777777778,0.58824,0.69504,0.27123
DecisionTree,10,1,0.55379,0.57077,0.65,0.708994708994709,0.19118,0.95035,0.22541
KNN,10,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,10,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,10,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,10,1,0.50354,0.50495,0.3333333333333333,0.6776315789473685,0.27941,0.7305,0.01042
Xgboost,10,1,0.63644,0.6322,0.5344827586206896,0.7549668874172185,0.45588,0.80851,0.27664
RandomForestClassifier,11,0,0.6435,0.64053,0.532258064516129,0.7635135135135135,0.48529,0.79577,0.28833
DecisionTree,11,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,11,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,11,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,11,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,11,0,0.50158,0.5146,0.3611111111111111,0.6839080459770115,0.19118,0.83803,0.03626
Xgboost,11,0,0.6067,0.60408,0.48333333333333334,0.74,0.42647,0.78169,0.21561
RandomForestClassifier,11,1,0.66218,0.6578,0.5666666666666667,0.7718120805369127,0.5,0.8156,0.32684
DecisionTree,11,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,11,1,0.6032,0.60122,0.5833333333333334,0.7283236994219653,0.30882,0.89362,0.25118
OneClassSVM,11,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,11,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,11,1,0.49111,0.50668,0.34285714285714286,0.6781609195402298,0.17647,0.83688,0.01675
Xgboost,11,1,0.63157,0.62891,0.5161290322580645,0.7551020408163265,0.47059,0.78723,0.26444
RandomForestClassifier,12,0,0.66586,0.67916,0.5176470588235295,0.808,0.64706,0.71127,0.3416
DecisionTree,12,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,12,0,0.61887,0.61371,0.5416666666666666,0.7407407407407407,0.38235,0.84507,0.25343
OneClassSVM,12,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,12,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,12,0,0.51761,0.53221,0.41935483870967744,0.6927374301675978,0.19118,0.87324,0.08497
Xgboost,12,0,0.59167,0.58875,0.4807692307692308,0.7278481012658228,0.36765,0.80986,0.19243
RandomForestClassifier,12,1,0.63194,0.64164,0.4819277108433735,0.7777777777777778,0.58824,0.69504,0.27123
DecisionTree,12,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,12,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,12,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,12,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,12,1,0.46029,0.47121,0.26666666666666666,0.6585365853658537,0.17647,0.76596,-0.06562
Xgboost,12,1,0.64524,0.63903,0.5660377358490566,0.7564102564102564,0.44118,0.83688,0.29943
RandomForestClassifier,13,0,0.6435,0.64053,0.532258064516129,0.7635135135135135,0.48529,0.79577,0.28833
DecisionTree,13,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,13,0,0.64642,0.63929,0.58,0.75625,0.42647,0.85211,0.30606
OneClassSVM,13,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,13,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,13,0,0.54335,0.55075,0.45714285714285713,0.7028571428571428,0.23529,0.8662,0.12743
Xgboost,13,0,0.6111,0.60698,0.5094339622641509,0.7388535031847133,0.39706,0.8169,0.23049
RandomForestClassifier,13,1,0.59813,0.59491,0.5106382978723404,0.7283950617283951,0.35294,0.83688,0.21301
DecisionTree,13,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,13,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,13,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,13,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,13,1,0.49423,0.51022,0.35294117647058826,0.68,0.17647,0.84397,0.02595
Xgboost,13,1,0.61408,0.61014,0.509090909090909,0.7402597402597403,0.41176,0.80851,0.23436
RandomForestClassifier,14,0,0.63866,0.63194,0.5714285714285714,0.7515527950310559,0.41176,0.85211,0.29194
DecisionTree,14,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,14,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,14,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,14,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,14,0,0.52411,0.53925,0.4482758620689655,0.6961325966850829,0.19118,0.88732,0.10647
Xgboost,14,0,0.60939,0.60822,0.47692307692307695,0.7448275862068966,0.45588,0.76056,0.21908
RandomForestClassifier,14,1,0.61818,0.61316,0.5416666666666666,0.7391304347826086,0.38235,0.84397,0.25209
DecisionTree,14,1,0.55379,0.57077,0.65,0.708994708994709,0.19118,0.95035,0.22541
KNN,14,1,0.60583,0.602,0.5333333333333333,0.7317073170731707,0.35294,0.85106,0.23253
OneClassSVM,14,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,14,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,14,1,0.44514,0.47017,0.24242424242424243,0.6590909090909091,0.11765,0.8227,-0.07665
Xgboost,14,1,0.64569,0.64362,0.53125,0.7655172413793103,0.5,0.78723,0.29196
RandomForestClassifier,15,0,0.63866,0.63194,0.5714285714285714,0.7515527950310559,0.41176,0.85211,0.29194
DecisionTree,15,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,15,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,15,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,15,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,15,0,0.49591,0.52071,0.4,0.6864864864864865,0.14706,0.89437,0.05986
Xgboost,15,0,0.62122,0.61879,0.5,0.75,0.45588,0.78169,0.24371
RandomForestClassifier,15,1,0.57877,0.57848,0.43283582089552236,0.7253521126760564,0.42647,0.7305,0.15758
DecisionTree,15,1,0.60625,0.60226,0.5208333333333334,0.7329192546583851,0.36765,0.83688,0.22781
KNN,15,1,0.6032,0.60122,0.5833333333333334,0.7283236994219653,0.30882,0.89362,0.25118
OneClassSVM,15,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,15,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,15,1,0.4824,0.48644,0.3018867924528302,0.6666666666666666,0.23529,0.73759,-0.0292
Xgboost,15,1,0.63644,0.6322,0.5344827586206896,0.7549668874172185,0.45588,0.80851,0.27664
RandomForestClassifier,16,0,0.63866,0.63194,0.5714285714285714,0.7515527950310559,0.41176,0.85211,0.29194
DecisionTree,16,0,0.63945,0.63701,0.5238095238095238,0.7619047619047619,0.48529,0.78873,0.27981
KNN,16,0,0.61887,0.61371,0.5416666666666666,0.7407407407407407,0.38235,0.84507,0.25343
OneClassSVM,16,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,16,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,16,0,0.49501,0.50435,0.3333333333333333,0.6785714285714286,0.20588,0.80282,0.01018
Xgboost,16,0,0.62917,0.62583,0.5166666666666667,0.7533333333333333,0.45588,0.79577,0.26067
RandomForestClassifier,16,1,0.66218,0.6578,0.5666666666666667,0.7718120805369127,0.5,0.8156,0.32684
DecisionTree,16,1,0.55379,0.57077,0.65,0.708994708994709,0.19118,0.95035,0.22541
KNN,16,1,0.61753,0.61264,0.5714285714285714,0.7365269461077845,0.35294,0.87234,0.26339
OneClassSVM,16,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,16,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,16,1,0.48369,0.48973,0.30612244897959184,0.66875,0.22059,0.75887,-0.02272
Xgboost,16,1,0.61404,0.60936,0.5434782608695652,0.7361963190184049,0.36765,0.85106,0.24732
RandomForestClassifier,17,0,0.65083,0.66891,0.4945054945054945,0.8067226890756303,0.66176,0.67606,0.319
DecisionTree,17,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,17,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,17,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,17,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,17,0,0.50787,0.51843,0.3684210526315789,0.686046511627907,0.20588,0.83099,0.04481
Xgboost,17,0,0.64757,0.64406,0.5409836065573771,0.7651006711409396,0.48529,0.80282,0.29696
RandomForestClassifier,17,1,0.62138,0.62234,0.4857142857142857,0.7553956834532374,0.5,0.74468,0.24289
DecisionTree,17,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367
KNN,17,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249
OneClassSVM,17,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
LocalOutlierFactor,17,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096
IsolationForest,17,1,0.49423,0.51022,0.35294117647058826,0.68,0.17647,0.84397,0.02595
Xgboost,17,1,0.60979,0.60685,0.4915254237288136,0.74,0.42647,0.78723,0.22244
RandomForestClassifier,18,0,0.63866,0.63194,0.5714285714285714,0.7515527950310559,0.41176,0.85211,0.29194
DecisionTree,18,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152
KNN,18,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766
OneClassSVM,18,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253
LocalOutlierFactor,18,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964
IsolationForest,18,0,0.5203,0.53894,0.46153846153846156,0.6956521739130435,0.17647,0.90141,0.11064
Xgboost,18,0,0.65165,0.64758,0.55,0.7666666666666667,0.48529,0.80986,0.30572
RandomForestClassifier,18,1,0.59813,0.59491,0.5106382978723404,0.7283950617283951,0.35294,0.83688,0.21301
DecisionTree,18,1,0.60625,0.60226,0.5208333333333334,0.7329192546583851,0.36765,0.83688,0.22781
KNN,18,1,0.5904,0.59032,0.5555555555555556,0.7225433526011561,0.29412,0.88652,0.22413
OneClassSVM,18,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764
