model_name,iteration,fold,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC
RandomForestClassifier,7,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,7,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,7,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,7,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,7,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,7,0,0.52133,0.52073,0.2,0.8448275862068966,0.18182,0.85965,0.04311
Xgboost,7,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,7,1,0.53103,0.52951,0.2222222222222222,0.847457627118644,0.18182,0.87719,0.06412
DecisionTree,7,1,0.56099,0.57656,0.25,0.8653846153846154,0.36364,0.78947,0.13292
KNN,7,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,7,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,7,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,7,1,0.69963,0.73923,0.4375,0.9230769230769231,0.63636,0.84211,0.41536
Xgboost,7,1,0.575,0.56459,0.4,0.8571428571428571,0.18182,0.94737,0.18226
RandomForestClassifier,8,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,8,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,8,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,8,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,8,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,8,0,0.50417,0.51037,0.2,0.8412698412698413,0.09091,0.92982,0.02925
Xgboost,8,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,8,1,0.57764,0.57496,0.3,0.8620689655172413,0.27273,0.87719,0.15588
DecisionTree,8,1,0.53103,0.52951,0.2222222222222222,0.847457627118644,0.18182,0.87719,0.06412
KNN,8,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,8,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,8,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,8,1,0.78309,0.78309,0.6363636363636364,0.9298245614035088,0.63636,0.92982,0.56619
Xgboost,8,1,0.61582,0.60128,0.42857142857142855,0.8688524590163934,0.27273,0.92982,0.24545
RandomForestClassifier,9,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,9,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,9,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,9,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,9,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,9,0,0.47241,0.47528,0.1111111111111111,0.8305084745762712,0.09091,0.85965,-0.05373
Xgboost,9,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,9,1,0.54116,0.53828,0.25,0.85,0.18182,0.89474,0.0875
DecisionTree,9,1,0.56099,0.57656,0.25,0.8653846153846154,0.36364,0.78947,0.13292
KNN,9,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,9,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,9,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,9,1,0.76552,0.74641,0.6666666666666666,0.9152542372881356,0.54545,0.94737,0.53552
Xgboost,9,1,0.56303,0.55582,0.3333333333333333,0.8548387096774194,0.18182,0.92982,0.14494
RandomForestClassifier,10,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,10,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,10,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,10,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,10,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,10,0,0.48776,0.49282,0.14285714285714285,0.8360655737704918,0.09091,0.89474,-0.01739
Xgboost,10,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,10,1,0.53441,0.53987,0.21428571428571427,0.8518518518518519,0.27273,0.80702,0.07262
DecisionTree,10,1,0.4958,0.50159,0.16666666666666666,0.8387096774193549,0.09091,0.91228,0.00414
KNN,10,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,10,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,10,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,10,1,0.8029,0.79187,0.7,0.9310344827586207,0.63636,0.94737,0.60692
Xgboost,10,1,0.4958,0.50159,0.16666666666666666,0.8387096774193549,0.09091,0.91228,0.00414
RandomForestClassifier,11,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,11,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,11,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,11,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,11,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,11,0,0.47241,0.47528,0.1111111111111111,0.8305084745762712,0.09091,0.85965,-0.05373
Xgboost,11,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,11,1,0.56303,0.55582,0.3333333333333333,0.8548387096774194,0.18182,0.92982,0.14494
DecisionTree,11,1,0.67298,0.77751,0.375,0.9545454545454546,0.81818,0.73684,0.42767
KNN,11,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,11,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,11,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,11,1,0.76552,0.74641,0.6666666666666666,0.9152542372881356,0.54545,0.94737,0.53552
Xgboost,11,1,0.575,0.56459,0.4,0.8571428571428571,0.18182,0.94737,0.18226
RandomForestClassifier,12,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,12,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,12,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,12,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,12,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,12,0,0.46501,0.46651,0.1,0.8275862068965517,0.09091,0.84211,-0.06965
Xgboost,12,0,0.52225,0.52791,0.3333333333333333,0.8461538461538461,0.09091,0.96491,0.1001
RandomForestClassifier,12,1,0.49405,0.49442,0.15384615384615385,0.8363636363636363,0.18182,0.80702,-0.01045
DecisionTree,12,1,0.56099,0.57656,0.25,0.8653846153846154,0.36364,0.78947,0.13292
KNN,12,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,12,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,12,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,12,1,0.72887,0.72887,0.5454545454545454,0.9122807017543859,0.54545,0.91228,0.45774
Xgboost,12,1,0.61582,0.60128,0.42857142857142855,0.8688524590163934,0.27273,0.92982,0.24545
RandomForestClassifier,13,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,13,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,13,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,13,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,13,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,13,0,0.51196,0.51196,0.18181818181818182,0.8421052631578947,0.18182,0.84211,0.02392
Xgboost,13,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,13,1,0.55179,0.54705,0.2857142857142857,0.8524590163934426,0.18182,0.91228,0.11403
DecisionTree,13,1,0.53103,0.52951,0.2222222222222222,0.847457627118644,0.18182,0.87719,0.06412
KNN,13,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,13,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,13,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,13,1,0.78309,0.78309,0.6363636363636364,0.9298245614035088,0.63636,0.92982,0.56619
Xgboost,13,1,0.54116,0.53828,0.25,0.85,0.18182,0.89474,0.0875
RandomForestClassifier,14,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,14,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,14,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,14,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,14,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,14,0,0.44715,0.48246,0.0,0.8333333333333334,0.0,0.96491,-0.07647
Xgboost,14,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,14,1,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
DecisionTree,14,1,0.67298,0.77751,0.375,0.9545454545454546,0.81818,0.73684,0.42767
KNN,14,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,14,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,14,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,14,1,0.8029,0.79187,0.7,0.9310344827586207,0.63636,0.94737,0.60692
Xgboost,14,1,0.58788,0.57337,0.5,0.859375,0.18182,0.96491,0.22963
RandomForestClassifier,15,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,15,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,15,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,15,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,15,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,15,0,0.46501,0.46651,0.1,0.8275862068965517,0.09091,0.84211,-0.06965
Xgboost,15,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,15,1,0.56303,0.55582,0.3333333333333333,0.8548387096774194,0.18182,0.92982,0.14494
DecisionTree,15,1,0.50417,0.51037,0.2,0.8412698412698413,0.09091,0.92982,0.02925
KNN,15,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,15,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,15,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,15,1,0.78309,0.78309,0.6363636363636364,0.9298245614035088,0.63636,0.92982,0.56619
Xgboost,15,1,0.56303,0.55582,0.3333333333333333,0.8548387096774194,0.18182,0.92982,0.14494
RandomForestClassifier,16,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,16,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,16,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,16,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,16,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,16,0,0.47241,0.47528,0.1111111111111111,0.8305084745762712,0.09091,0.85965,-0.05373
Xgboost,16,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,16,1,0.49405,0.49442,0.15384615384615385,0.8363636363636363,0.18182,0.80702,-0.01045
DecisionTree,16,1,0.4958,0.50159,0.16666666666666666,0.8387096774193549,0.09091,0.91228,0.00414
KNN,16,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,16,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,16,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,16,1,0.73045,0.75678,0.5,0.9259259259259259,0.63636,0.87719,0.46769
Xgboost,16,1,0.48776,0.49282,0.14285714285714285,0.8360655737704918,0.09091,0.89474,-0.01739
RandomForestClassifier,17,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,17,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,17,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,17,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,17,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,17,0,0.46501,0.46651,0.1,0.8275862068965517,0.09091,0.84211,-0.06965
Xgboost,17,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,17,1,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
DecisionTree,17,1,0.67298,0.77751,0.375,0.9545454545454546,0.81818,0.73684,0.42767
KNN,17,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,17,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,17,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,17,1,0.42321,0.5933,0.2,0.9130434782608695,0.81818,0.36842,0.14524
Xgboost,17,1,0.4958,0.50159,0.16666666666666666,0.8387096774193549,0.09091,0.91228,0.00414
RandomForestClassifier,18,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,18,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,18,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,18,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,18,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,18,0,0.47241,0.47528,0.1111111111111111,0.8305084745762712,0.09091,0.85965,-0.05373
Xgboost,18,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
RandomForestClassifier,18,1,0.56099,0.57656,0.25,0.8653846153846154,0.36364,0.78947,0.13292
DecisionTree,18,1,0.50417,0.51037,0.2,0.8412698412698413,0.09091,0.92982,0.02925
KNN,18,1,0.58342,0.5941,0.2857142857142857,0.8703703703703703,0.36364,0.82456,0.17139
OneClassSVM,18,1,0.47361,0.60048,0.21052631578947367,0.9,0.72727,0.47368,0.14903
LocalOutlierFactor,18,1,0.56324,0.69856,0.2727272727272727,0.9428571428571428,0.81818,0.57895,0.2926
IsolationForest,18,1,0.42321,0.5933,0.2,0.9130434782608695,0.81818,0.36842,0.14524
Xgboost,18,1,0.61582,0.60128,0.42857142857142855,0.8688524590163934,0.27273,0.92982,0.24545
RandomForestClassifier,19,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
DecisionTree,19,0,0.53221,0.53668,0.5,0.8484848484848485,0.09091,0.98246,0.1599
KNN,19,0,0.51295,0.51914,0.25,0.84375,0.09091,0.94737,0.0599
OneClassSVM,19,0,0.39526,0.42743,0.12121212121212122,0.8,0.36364,0.49123,-0.10693
LocalOutlierFactor,19,0,0.47998,0.48405,0.125,0.8333333333333334,0.09091,0.87719,-0.03646
IsolationForest,19,0,0.47241,0.47528,0.1111111111111111,0.8305084745762712,0.09091,0.85965,-0.05373
