model_name,iteration,fold,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC
LocalOutlierFactor,18,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,18,1,0.58683,0.65152,0.30434782608695654,0.8888888888888888,0.63636,0.66667,0.24198
Xgboost,18,1,0.75698,0.7661,0.5833333333333334,0.9148936170212766,0.63636,0.89583,0.51493
RandomForestClassifier,19,0,0.56618,0.55966,0.4,0.8333333333333334,0.18182,0.9375,0.16686
DecisionTree,19,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,19,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,19,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,19,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,19,0,0.44129,0.44129,0.09090909090909091,0.7916666666666666,0.09091,0.79167,-0.11742
Xgboost,19,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,19,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,19,1,0.55602,0.56723,0.26666666666666666,0.8409090909090909,0.36364,0.77083,0.12027
KNN,19,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,19,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,19,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,19,1,0.79725,0.78693,0.7,0.9183673469387755,0.63636,0.9375,0.5957
Xgboost,19,1,0.79078,0.81155,0.6153846153846154,0.9347826086956522,0.72727,0.89583,0.5855
RandomForestClassifier,20,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
DecisionTree,20,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,20,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,20,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,20,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,20,0,0.48696,0.48674,0.16666666666666666,0.8085106382978723,0.18182,0.79167,-0.02565
Xgboost,20,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,20,1,0.61411,0.69697,0.3333333333333333,0.9142857142857143,0.72727,0.66667,0.31232
DecisionTree,20,1,0.66947,0.76326,0.391304347826087,0.9444444444444444,0.81818,0.70833,0.42045
KNN,20,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,20,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,20,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,20,1,0.73932,0.73106,0.6,0.8979591836734694,0.54545,0.91667,0.47971
Xgboost,20,1,0.52951,0.52841,0.25,0.8235294117647058,0.18182,0.875,0.06464
RandomForestClassifier,21,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
DecisionTree,21,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,21,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,21,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,21,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,21,0,0.44968,0.4517,0.1,0.7959183673469388,0.09091,0.8125,-0.10027
Xgboost,21,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,21,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,21,1,0.66947,0.76326,0.391304347826087,0.9444444444444444,0.81818,0.70833,0.42045
KNN,21,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,21,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,21,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,21,1,0.62815,0.70739,0.34782608695652173,0.9166666666666666,0.72727,0.6875,0.33122
Xgboost,21,1,0.55329,0.54924,0.3333333333333333,0.8301886792452831,0.18182,0.91667,0.1269
RandomForestClassifier,22,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
DecisionTree,22,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,22,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,22,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,22,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,22,0,0.47556,0.48295,0.14285714285714285,0.8076923076923077,0.09091,0.875,-0.04106
Xgboost,22,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,22,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,22,1,0.66947,0.76326,0.391304347826087,0.9444444444444444,0.81818,0.70833,0.42045
KNN,22,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,22,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,22,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,22,1,0.62815,0.70739,0.34782608695652173,0.9166666666666666,0.72727,0.6875,0.33122
Xgboost,22,1,0.55329,0.54924,0.3333333333333333,0.8301886792452831,0.18182,0.91667,0.1269
RandomForestClassifier,23,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
DecisionTree,23,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,23,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,23,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,23,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,23,0,0.45816,0.46212,0.1111111111111111,0.8,0.09091,0.83333,-0.08206
Xgboost,23,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,23,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,23,1,0.66947,0.76326,0.391304347826087,0.9444444444444444,0.81818,0.70833,0.42045
KNN,23,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,23,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,23,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,23,1,0.62815,0.70739,0.34782608695652173,0.9166666666666666,0.72727,0.6875,0.33122
Xgboost,23,1,0.57857,0.57386,0.3333333333333333,0.84,0.27273,0.875,0.16002
RandomForestClassifier,24,0,0.56618,0.55966,0.4,0.8333333333333334,0.18182,0.9375,0.16686
DecisionTree,24,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,24,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,24,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,24,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,24,0,0.48696,0.48674,0.16666666666666666,0.8085106382978723,0.18182,0.79167,-0.02565
Xgboost,24,0,0.57994,0.57008,0.5,0.8363636363636363,0.18182,0.95833,0.21712
RandomForestClassifier,24,1,0.61184,0.72159,0.3333333333333333,0.9375,0.81818,0.625,0.34645
DecisionTree,24,1,0.66947,0.76326,0.391304347826087,0.9444444444444444,0.81818,0.70833,0.42045
KNN,24,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,24,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,24,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,24,1,0.65698,0.72822,0.38095238095238093,0.9210526315789473,0.72727,0.72917,0.37128
Xgboost,24,1,0.56618,0.55966,0.4,0.8333333333333334,0.18182,0.9375,0.16686
RandomForestClassifier,25,0,0.57994,0.57008,0.5,0.8363636363636363,0.18182,0.95833,0.21712
DecisionTree,25,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,25,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,25,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,25,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,25,0,0.3587,0.41477,0.14285714285714285,0.75,0.45455,0.375,-0.13514
Xgboost,25,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,25,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,25,1,0.55602,0.56723,0.26666666666666666,0.8409090909090909,0.36364,0.77083,0.12027
KNN,25,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,25,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,25,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,25,1,0.58659,0.67614,0.3076923076923077,0.9090909090909091,0.72727,0.625,0.27635
Xgboost,25,1,0.55329,0.54924,0.3333333333333333,0.8301886792452831,0.18182,0.91667,0.1269
RandomForestClassifier,26,0,0.56618,0.55966,0.4,0.8333333333333334,0.18182,0.9375,0.16686
DecisionTree,26,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,26,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,26,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,26,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,26,0,0.50761,0.50758,0.2,0.8163265306122449,0.18182,0.83333,0.01573
Xgboost,26,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,26,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,26,1,0.55602,0.56723,0.26666666666666666,0.8409090909090909,0.36364,0.77083,0.12027
KNN,26,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,26,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,26,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,26,1,0.62811,0.68277,0.35,0.8974358974358975,0.63636,0.72917,0.30074
Xgboost,26,1,0.55303,0.55303,0.2727272727272727,0.8333333333333334,0.27273,0.83333,0.10606
RandomForestClassifier,27,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
DecisionTree,27,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,27,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,27,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,27,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,27,0,0.43269,0.46875,0.0,0.8035714285714286,0.0,0.9375,-0.1108
Xgboost,27,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,27,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,27,1,0.54096,0.54261,0.25,0.8297872340425532,0.27273,0.8125,0.08246
KNN,27,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,27,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,27,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,27,1,0.57016,0.69034,0.3,0.9310344827586207,0.81818,0.5625,0.29656
Xgboost,27,1,0.75698,0.7661,0.5833333333333334,0.9148936170212766,0.63636,0.89583,0.51493
RandomForestClassifier,28,0,0.56618,0.55966,0.4,0.8333333333333334,0.18182,0.9375,0.16686
DecisionTree,28,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,28,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,28,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,28,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,28,0,0.40404,0.41667,0.0,0.7843137254901961,0.0,0.83333,-0.1896
Xgboost,28,0,0.57994,0.57008,0.5,0.8363636363636363,0.18182,0.95833,0.21712
RandomForestClassifier,28,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,28,1,0.66947,0.76326,0.391304347826087,0.9444444444444444,0.81818,0.70833,0.42045
KNN,28,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,28,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,28,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,28,1,0.60036,0.66193,0.3181818181818182,0.8918918918918919,0.63636,0.6875,0.26084
Xgboost,28,1,0.55329,0.54924,0.3333333333333333,0.8301886792452831,0.18182,0.91667,0.1269
RandomForestClassifier,29,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
DecisionTree,29,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,29,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,29,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,29,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,29,0,0.44129,0.44129,0.09090909090909091,0.7916666666666666,0.09091,0.79167,-0.11742
Xgboost,29,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,29,1,0.61184,0.72159,0.3333333333333333,0.9375,0.81818,0.625,0.34645
DecisionTree,29,1,0.66947,0.76326,0.391304347826087,0.9444444444444444,0.81818,0.70833,0.42045
KNN,29,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,29,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,29,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,29,1,0.40404,0.60038,0.22727272727272727,0.9333333333333333,0.90909,0.29167,0.17956
Xgboost,29,1,0.56618,0.55966,0.4,0.8333333333333334,0.18182,0.9375,0.16686
RandomForestClassifier,30,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
DecisionTree,30,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,30,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,30,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,30,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,30,0,0.44968,0.4517,0.1,0.7959183673469388,0.09091,0.8125,-0.10027
Xgboost,30,0,0.57994,0.57008,0.5,0.8363636363636363,0.18182,0.95833,0.21712
RandomForestClassifier,30,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,30,1,0.66947,0.76326,0.391304347826087,0.9444444444444444,0.81818,0.70833,0.42045
KNN,30,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,30,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,30,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,30,1,0.52887,0.65909,0.2727272727272727,0.9230769230769231,0.81818,0.5,0.2496
Xgboost,30,1,0.56618,0.55966,0.4,0.8333333333333334,0.18182,0.9375,0.16686
RandomForestClassifier,31,0,0.56618,0.55966,0.4,0.8333333333333334,0.18182,0.9375,0.16686
DecisionTree,31,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,31,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,31,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,31,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,31,0,0.47695,0.47633,0.15384615384615385,0.8043478260869565,0.18182,0.77083,-0.04449
Xgboost,31,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,31,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,31,1,0.55602,0.56723,0.26666666666666666,0.8409090909090909,0.36364,0.77083,0.12027
KNN,31,1,0.56554,0.56345,0.3,0.8367346938775511,0.27273,0.85417,0.13172
OneClassSVM,31,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,31,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,31,1,0.64242,0.7178,0.36363636363636365,0.918918918918919,0.72727,0.70833,0.35083
Xgboost,31,1,0.54096,0.54261,0.25,0.8297872340425532,0.27273,0.8125,0.08246
RandomForestClassifier,32,0,0.57994,0.57008,0.5,0.8363636363636363,0.18182,0.95833,0.21712
DecisionTree,32,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,32,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,32,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,32,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,32,0,0.45736,0.45549,0.13333333333333333,0.7954545454545454,0.18182,0.72917,-0.07962
Xgboost,32,0,0.57994,0.57008,0.5,0.8363636363636363,0.18182,0.95833,0.21712
RandomForestClassifier,32,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,32,1,0.48457,0.49337,0.16666666666666666,0.8113207547169812,0.09091,0.89583,-0.01708
KNN,32,1,0.56554,0.56345,0.3,0.8367346938775511,0.27273,0.85417,0.13172
OneClassSVM,32,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,32,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,32,1,0.65711,0.7036,0.3888888888888889,0.9024390243902439,0.63636,0.77083,0.34442
Xgboost,32,1,0.52951,0.52841,0.25,0.8235294117647058,0.18182,0.875,0.06464
RandomForestClassifier,33,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
DecisionTree,33,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,33,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,33,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,33,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,33,0,0.41,0.42708,0.0,0.7884615384615384,0.0,0.85417,-0.17564
Xgboost,33,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,33,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,33,1,0.55602,0.56723,0.26666666666666666,0.8409090909090909,0.36364,0.77083,0.12027
KNN,33,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,33,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,33,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,33,1,0.54615,0.64489,0.27586206896551724,0.9,0.72727,0.5625,0.22574
Xgboost,33,1,0.56554,0.56345,0.3,0.8367346938775511,0.27273,0.85417,0.13172
RandomForestClassifier,34,0,0.56618,0.55966,0.4,0.8333333333333334,0.18182,0.9375,0.16686
DecisionTree,34,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,34,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,34,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,34,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,34,0,0.46677,0.47254,0.125,0.803921568627451,0.09091,0.85417,-0.06248
Xgboost,34,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,34,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,34,1,0.66947,0.76326,0.391304347826087,0.9444444444444444,0.81818,0.70833,0.42045
KNN,34,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,34,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,34,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,34,1,0.75918,0.74148,0.6666666666666666,0.9,0.54545,0.9375,0.52314
Xgboost,34,1,0.54096,0.54261,0.25,0.8297872340425532,0.27273,0.8125,0.08246
RandomForestClassifier,35,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
DecisionTree,35,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,35,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,35,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,35,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,35,0,0.44968,0.4517,0.1,0.7959183673469388,0.09091,0.8125,-0.10027
Xgboost,35,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,35,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,35,1,0.54096,0.54261,0.25,0.8297872340425532,0.27273,0.8125,0.08246
KNN,35,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,35,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,35,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,35,1,0.51507,0.64867,0.2647058823529412,0.92,0.81818,0.47917,0.23435
Xgboost,35,1,0.59224,0.58428,0.375,0.8431372549019608,0.27273,0.89583,0.19175
RandomForestClassifier,36,0,0.4434,0.48958,0.0,0.8103448275862069,0.0,0.97917,-0.06286
DecisionTree,36,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,36,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,36,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,36,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,36,0,0.47556,0.48295,0.14285714285714285,0.8076923076923077,0.09091,0.875,-0.04106
Xgboost,36,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,36,1,0.59786,0.71117,0.32142857142857145,0.9354838709677419,0.81818,0.60417,0.3294
DecisionTree,36,1,0.66947,0.76326,0.391304347826087,0.9444444444444444,0.81818,0.70833,0.42045
KNN,36,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,36,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,36,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
IsolationForest,36,1,0.75698,0.7661,0.5833333333333334,0.9148936170212766,0.63636,0.89583,0.51493
Xgboost,36,1,0.55329,0.54924,0.3333333333333333,0.8301886792452831,0.18182,0.91667,0.1269
RandomForestClassifier,37,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
DecisionTree,37,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
KNN,37,0,0.51374,0.52462,0.3333333333333333,0.8214285714285714,0.09091,0.95833,0.0873
OneClassSVM,37,0,0.61935,0.63352,0.35714285714285715,0.8666666666666667,0.45455,0.8125,0.24447
LocalOutlierFactor,37,0,0.46847,0.50852,0.19230769230769232,0.8181818181818182,0.45455,0.5625,0.01337
IsolationForest,37,0,0.45816,0.46212,0.1111111111111111,0.8,0.09091,0.83333,-0.08206
Xgboost,37,0,0.52454,0.53504,0.5,0.8245614035087719,0.09091,0.97917,0.15081
RandomForestClassifier,37,1,0.61411,0.69697,0.3333333333333333,0.9142857142857143,0.72727,0.66667,0.31232
DecisionTree,37,1,0.55602,0.56723,0.26666666666666666,0.8409090909090909,0.36364,0.77083,0.12027
KNN,37,1,0.51837,0.51799,0.2222222222222222,0.82,0.18182,0.85417,0.03898
OneClassSVM,37,1,0.4381,0.65625,0.25,1.0,1.0,0.3125,0.27951
LocalOutlierFactor,37,1,0.49263,0.60322,0.24242424242424243,0.8846153846153846,0.72727,0.47917,0.16194
