model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
Stacking,0,0.73333,0.75,1.0,0.6666666666666666,0.5,1.0,0.57735,[0.         0.16666667 0.5        0.5        0.83333333 1.        ],[0.  0.  0.  0.5 0.5 1. ],0.7083333333333334
Stacking,1,0.91608,0.91667,0.8571428571428571,1.0,1.0,0.83333,0.84515,"[0.         0.16666667 0.66666667 0.83333333 1.         1.
 1.        ]","[0.         0.         0.         0.16666667 0.16666667 0.33333333
 1.        ]",0.9583333333333334
Stacking,2,0.58042,0.58333,0.6,0.5714285714285714,0.5,0.66667,0.16903,"[0.         0.16666667 0.16666667 0.5        0.83333333 0.83333333
 1.        ]","[0.         0.         0.33333333 0.33333333 0.66666667 1.
 1.        ]",0.5555555555555556
Stacking,3,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0.         0.5        0.66666667 1.         1.        ],[0.         0.16666667 0.33333333 0.33333333 1.        ],0.8055555555555556
Stacking,4,0.74825,0.75,0.7142857142857143,0.8,0.83333,0.66667,0.50709,[0.         0.83333333 1.         1.         1.        ],[0.         0.33333333 0.33333333 0.83333333 1.        ],0.8055555555555555
Stacking,5,0.74825,0.75,0.7142857142857143,0.8,0.83333,0.66667,0.50709,[0.         0.83333333 1.         1.        ],[0.         0.33333333 0.83333333 1.        ],0.763888888888889
Stacking,6,0.91608,0.91667,0.8571428571428571,1.0,1.0,0.83333,0.84515,"[0.         0.         0.33333333 0.66666667 1.         1.
 1.        ]","[0.         0.16666667 0.16666667 0.16666667 0.16666667 0.33333333
 1.        ]",0.8333333333333334
Stacking,7,0.83333,0.83333,0.8333333333333334,0.8333333333333334,0.83333,0.83333,0.66667,[0.         0.5        0.83333333 0.83333333 1.        ],[0.         0.16666667 0.16666667 0.33333333 1.        ],0.7916666666666669
Stacking,8,0.37778,0.41667,0.4444444444444444,0.3333333333333333,0.66667,0.16667,-0.19245,[0.         0.33333333 0.66666667 0.66666667 1.         1.        ],[0.         0.33333333 0.5        0.83333333 0.83333333 1.        ],0.5277777777777778
Stacking,9,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.16666667 0.66666667 0.66666667 0.83333333 1.        ],[0.         0.         0.16666667 0.5        0.83333333 1.        ],0.6944444444444445
Stacking,10,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.16666667 0.33333333 0.66666667 1.        ],[0.         0.16666667 0.16666667 0.33333333 1.        ],0.6527777777777778
Stacking,11,0.73333,0.75,0.6666666666666666,1.0,1.0,0.5,0.57735,[0. 1. 1. 1.],[0.         0.5        0.83333333 1.        ],0.75
Stacking,12,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.16666667 0.66666667 0.66666667 1.        ],[0.         0.         0.16666667 0.66666667 1.        ],0.6805555555555556
Stacking,13,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,"[0.         0.16666667 0.66666667 0.83333333 1.         1.
 1.        ]","[0.         0.         0.         0.5        0.5        0.83333333
 1.        ]",0.875
Stacking,14,0.74825,0.75,0.7142857142857143,0.8,0.83333,0.66667,0.50709,[0.         0.16666667 0.83333333 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],0.8333333333333334
Stacking,15,0.24476,0.25,0.2,0.2857142857142857,0.16667,0.33333,-0.50709,[0.         0.         0.16666667 0.5        1.         1.        ],[0.         0.16666667 0.66666667 0.83333333 0.83333333 1.        ],0.26388888888888884
Stacking,16,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,"[0.         0.16666667 0.16666667 0.5        0.66666667 1.
 1.         1.        ]","[0.         0.         0.16666667 0.16666667 0.33333333 0.33333333
 0.5        1.        ]",0.7916666666666667
Stacking,17,0.74825,0.75,0.7142857142857143,0.8,0.83333,0.66667,0.50709,"[0.         0.         0.33333333 0.66666667 0.83333333 1.
 1.        ]","[0.         0.16666667 0.33333333 0.33333333 0.33333333 0.83333333
 1.        ]",0.6527777777777778
Stacking,18,0.65714,0.66667,0.75,0.625,0.5,0.83333,0.35355,[0.         0.16666667 0.5        0.66666667 0.83333333 1.        ],[0.         0.16666667 0.16666667 0.16666667 0.5        1.        ],0.7222222222222223
Stacking,19,0.65714,0.66667,0.625,0.75,0.83333,0.5,0.35355,"[0.         0.16666667 0.66666667 0.83333333 0.83333333 1.
 1.        ]","[0.         0.         0.33333333 0.33333333 0.5        0.83333333
 1.        ]",0.7500000000000001
Stacking,20,0.58042,0.58333,0.6,0.5714285714285714,0.5,0.66667,0.16903,[0.         0.5        0.66666667 0.66666667 1.         1.        ],[0.         0.33333333 0.33333333 0.66666667 0.83333333 1.        ],0.6111111111111112
Stacking,21,0.74825,0.75,0.7142857142857143,0.8,0.83333,0.66667,0.50709,[0.         0.33333333 0.5        0.83333333 1.         1.        ],[0.         0.         0.16666667 0.33333333 0.5        1.        ],0.8333333333333334
Stacking,22,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,"[0.         0.16666667 0.66666667 1.         1.         1.
 1.        ]","[0.         0.         0.16666667 0.16666667 0.33333333 0.83333333
 1.        ]",0.9027777777777778
Stacking,23,0.58042,0.58333,0.5714285714285714,0.6,0.66667,0.5,0.16903,[0.         0.16666667 0.5        0.66666667 0.83333333 1.        ],[0.         0.16666667 0.5        0.5        0.83333333 1.        ],0.5277777777777778
Stacking,24,0.55556,0.58333,0.6666666666666666,0.5555555555555556,0.33333,0.83333,0.19245,[0.         0.         0.66666667 0.66666667 1.        ],[0.         0.16666667 0.16666667 1.         1.        ],0.5555555555555556
Stacking,25,0.91608,0.91667,0.8571428571428571,1.0,1.0,0.83333,0.84515,"[0.         0.16666667 0.5        0.83333333 0.83333333 1.
 1.         1.        ]","[0.         0.         0.         0.         0.16666667 0.16666667
 0.66666667 1.        ]",0.9722222222222222
Stacking,26,0.83333,0.83333,0.8333333333333334,0.8333333333333334,0.83333,0.83333,0.66667,[0.         0.66666667 0.83333333 0.83333333 1.         1.        ],[0.         0.         0.         0.33333333 0.83333333 1.        ],0.9027777777777778
Stacking,27,0.91608,0.91667,1.0,0.8571428571428571,0.83333,1.0,0.84515,[0.         0.16666667 0.83333333 0.83333333 1.         1.        ],[0.         0.         0.         0.33333333 0.83333333 1.        ],0.9027777777777778
Stacking,28,0.74825,0.75,0.8,0.7142857142857143,0.66667,0.83333,0.50709,[0.         0.16666667 0.33333333 0.66666667 0.83333333 1.        ],[0.         0.16666667 0.16666667 0.16666667 1.         1.        ],0.6388888888888888
Stacking,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[0. 1. 1. 1.],[0.         0.         0.16666667 1.        ],1.0
Stacking,30,0.74825,0.75,0.8,0.7142857142857143,0.66667,0.83333,0.50709,[0.         0.5        0.66666667 0.66666667 1.        ],[0.         0.16666667 0.16666667 0.5        1.        ],0.6805555555555556
Stacking,31,0.625,0.66667,0.6,1.0,1.0,0.33333,0.44721,"[0.         0.5        0.5        0.66666667 0.66666667 1.
 1.        ]","[0.         0.         0.16666667 0.16666667 0.66666667 0.66666667
 1.        ]",0.75
Stacking,32,0.73333,0.75,0.6666666666666666,1.0,1.0,0.5,0.57735,[0.         0.5        0.66666667 1.         1.         1.        ],[0.         0.33333333 0.33333333 0.5        0.83333333 1.        ],0.7222222222222222
Stacking,33,0.83333,0.83333,0.8333333333333334,0.8333333333333334,0.83333,0.83333,0.66667,"[0.         0.33333333 0.66666667 0.83333333 0.83333333 1.
 1.        ]","[0.         0.16666667 0.16666667 0.16666667 0.5        0.66666667
 1.        ]",0.7916666666666667
Stacking,34,0.73333,0.75,1.0,0.6666666666666666,0.5,1.0,0.57735,[0.  0.5 1.  1. ],[0.  0.  0.5 1. ],0.875
Stacking,35,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.16666667 0.66666667 0.66666667 0.83333333 1.        ],[0.         0.         0.33333333 0.5        1.         1.        ],0.625
Stacking,36,0.41259,0.41667,0.42857142857142855,0.4,0.5,0.33333,-0.16903,"[0.         0.16666667 0.16666667 0.33333333 0.5        0.66666667
 1.        ]","[0.         0.16666667 0.33333333 0.33333333 0.66666667 0.83333333
 1.        ]",0.41666666666666663
Stacking,37,0.74825,0.75,0.7142857142857143,0.8,0.83333,0.66667,0.50709,[0.         0.16666667 0.83333333 0.83333333 1.        ],[0.         0.         0.16666667 0.5        1.        ],0.8194444444444445
Stacking,38,0.74825,0.75,0.8,0.7142857142857143,0.66667,0.83333,0.50709,"[0.         0.16666667 0.66666667 0.66666667 0.83333333 1.
 1.        ]","[0.         0.         0.         0.16666667 0.16666667 0.33333333
 1.        ]",0.9305555555555556
Stacking,39,0.83333,0.83333,0.8333333333333334,0.8333333333333334,0.83333,0.83333,0.66667,[0.         0.66666667 0.83333333 0.83333333 1.        ],[0.         0.16666667 0.16666667 0.5        1.        ],0.7916666666666667
Stacking,40,0.55556,0.58333,0.5555555555555556,0.6666666666666666,0.83333,0.33333,0.19245,[0.         0.5        0.66666667 1.         1.        ],[0.         0.16666667 0.5        0.83333333 1.        ],0.6805555555555555
Stacking,41,0.74825,0.75,0.7142857142857143,0.8,0.83333,0.66667,0.50709,"[0.         0.         0.16666667 0.66666667 0.83333333 0.83333333
 1.         1.        ]","[0.         0.16666667 0.33333333 0.33333333 0.33333333 0.83333333
 0.83333333 1.        ]",0.5972222222222222
Stacking,42,0.91608,0.91667,0.8571428571428571,1.0,1.0,0.83333,0.84515,[0.  0.5 1.  1.  1. ],[0.         0.         0.16666667 0.83333333 1.        ],0.9583333333333334
Stacking,43,0.74825,0.75,0.7142857142857143,0.8,0.83333,0.66667,0.50709,[0.         0.         0.5        0.83333333 0.83333333 1.        ],[0.         0.16666667 0.33333333 0.33333333 0.66666667 1.        ],0.6250000000000001
Stacking,44,0.58042,0.58333,0.6,0.5714285714285714,0.5,0.66667,0.16903,[0.         0.5        0.5        0.66666667 1.        ],[0.         0.33333333 0.5        0.5        1.        ],0.5833333333333333
Stacking,45,0.58042,0.58333,0.6,0.5714285714285714,0.5,0.66667,0.16903,"[0.         0.16666667 0.16666667 0.5        0.5        0.66666667
 1.        ]","[0.         0.16666667 0.33333333 0.33333333 0.5        0.5
 1.        ]",0.5416666666666666
Stacking,46,0.65714,0.66667,0.75,0.625,0.5,0.83333,0.35355,[0.         0.33333333 0.5        0.83333333 1.        ],[0.         0.         0.16666667 1.         1.        ],0.6250000000000001
Stacking,47,0.83333,0.83333,0.8333333333333334,0.8333333333333334,0.83333,0.83333,0.66667,[0.         0.16666667 0.33333333 0.5        0.83333333 1.        ],[0.         0.         0.         0.16666667 0.16666667 1.        ],0.8333333333333334
Stacking,48,0.58042,0.58333,0.6,0.5714285714285714,0.5,0.66667,0.16903,[0.         0.5        0.5        0.66666667 1.        ],[0.         0.         0.33333333 0.33333333 1.        ],0.7222222222222222
