model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
Stacking,0,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 1.        ],0.7777777777777778
Stacking,1,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[0.         0.         0.66666667 1.        ],[0.         0.66666667 1.         1.        ],0.11111111111111112
Stacking,2,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 1.        ],[0. 0. 1.],0.6666666666666666
Stacking,3,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0.         0.33333333 0.33333333 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],0.7777777777777779
Stacking,4,0.48571,0.5,0.5,0.5,0.66667,0.33333,0.0,[0.         0.33333333 0.66666667 1.         1.        ],[0.         0.33333333 0.66666667 0.66666667 1.        ],0.5555555555555556
Stacking,5,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],0.7777777777777779
Stacking,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[0.         0.33333333 1.         1.        ],[0. 0. 0. 1.],1.0
Stacking,7,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0. 1. 1.],[0.         0.33333333 1.        ],0.8333333333333334
Stacking,8,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.66666667 1.         1.        ],[0.         0.         0.         0.33333333 1.        ],0.9444444444444444
Stacking,9,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.         0.66666667 0.66666667 1.        ],[0.         0.33333333 0.33333333 0.66666667 1.        ],0.5
Stacking,10,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 0.66666667 1.        ],[0.         0.33333333 0.33333333 1.        ],0.6111111111111112
Stacking,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[0.         0.33333333 1.         1.        ],[0. 0. 0. 1.],1.0
Stacking,12,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.66666667 1.        ],[0.         0.33333333 1.        ],0.6666666666666667
Stacking,13,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 0.66666667 0.66666667 1.         1.        ],[0.         0.         0.         0.33333333 0.33333333 1.        ],0.888888888888889
Stacking,14,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 0.66666667 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],0.888888888888889
Stacking,15,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.         0.66666667 0.66666667 1.         1.        ],[0.         0.33333333 0.33333333 0.66666667 0.66666667 1.        ],0.5555555555555556
Stacking,16,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0.         0.33333333 0.66666667 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],0.8333333333333334
Stacking,17,0.48571,0.5,0.5,0.5,0.66667,0.33333,0.0,[0.         0.         0.33333333 1.         1.        ],[0.         0.33333333 0.66666667 0.66666667 1.        ],0.38888888888888895
Stacking,18,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.66666667 1.         1.        ],[0.         0.33333333 0.33333333 1.        ],0.7777777777777779
Stacking,19,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.33333333 0.66666667 1.        ],[0.         0.66666667 0.66666667 1.        ],0.3888888888888889
Stacking,20,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 0.33333333 0.66666667 1.        ],[0.         0.33333333 0.66666667 0.66666667 1.        ],0.4444444444444444
Stacking,21,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.         0.33333333 1.        ],0.9444444444444444
Stacking,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[0. 1. 1.],[0. 0. 1.],1.0
Stacking,23,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0.         0.33333333 0.33333333 1.         1.        ],0.5
Stacking,24,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.66666667 1.         1.        ],[0. 0. 0. 1.],1.0
Stacking,25,0.48571,0.5,0.5,0.5,0.66667,0.33333,0.0,[0.         0.66666667 0.66666667 1.         1.        ],[0.         0.         0.66666667 0.66666667 1.        ],0.7777777777777778
Stacking,26,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.         0.66666667 1.         1.        ],[0.         0.33333333 0.33333333 0.66666667 1.        ],0.6111111111111112
Stacking,27,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.66666667 1.        ],[0.         0.33333333 1.        ],0.6666666666666667
Stacking,28,0.48571,0.5,0.5,0.5,0.66667,0.33333,0.0,[0.         0.         0.66666667 1.        ],[0.         0.66666667 0.66666667 1.        ],0.2777777777777778
Stacking,29,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0. 1. 1.],[0. 0. 1.],1.0
Stacking,30,0.33333,0.5,0.5,,1.0,0.0,0.0,[0.         0.66666667 1.        ],[0.         0.33333333 1.        ],0.6666666666666667
Stacking,31,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 1.        ],0.7777777777777778
Stacking,32,0.625,0.66667,0.6,1.0,1.0,0.33333,0.44721,[0.         0.33333333 1.         1.        ],[0.         0.         0.33333333 1.        ],0.888888888888889
Stacking,33,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.         0.66666667 1.         1.        ],[0.         0.33333333 0.33333333 0.66666667 1.        ],0.6111111111111112
Stacking,34,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.66666667 1.        ],[0.         0.         0.33333333 1.        ],0.7222222222222222
Stacking,35,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.         0.         0.33333333 1.        ],[0.         0.33333333 0.66666667 0.66666667 1.        ],0.22222222222222224
Stacking,36,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0. 0. 0. 1. 1.],0.6666666666666666
Stacking,37,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.33333333 0.33333333 1.        ],0.7777777777777779
Stacking,38,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.33333333 0.66666667 1.        ],0.6666666666666666
Stacking,39,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0.         0.66666667 1.         1.        ],[0.         0.33333333 0.33333333 1.        ],0.7777777777777779
Stacking,40,0.48571,0.5,0.5,0.5,0.66667,0.33333,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],0.5
