model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC,ATT
RandomForest,27,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 1. ],[0. 0. 1.],0.55,1
DecisionTree,27,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.3 1. ],[0.  0.  0.1 1. ],0.6050000000000001,1
KNN,27,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.1 0.4 0.4 0.5 0.5 0.6 0.6 1. ],[0.  0.  0.2 0.2 0.3 0.3 0.6 0.6 0.7 1. ],0.51,1
OneClassSVM,27,0.45055,0.5,0.5,0.5,0.8,0.2,0.0,[0.  0.  0.1 0.1 0.2 0.2 0.6 0.6 0.9 0.9 1.  1. ],[0.  0.1 0.1 0.2 0.2 0.3 0.3 0.4 0.4 0.6 0.6 1. ],0.67,1
LocalOutlierFactor,27,0.52,0.55,0.6,0.5333333333333333,0.3,0.8,0.11547,[0.  0.1 0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.6 0.6 0.8 0.8 1. ],[0.  0.  0.1 0.1 0.4 0.4 0.6 0.6 0.7 0.7 0.8 0.8 1.  1. ],0.42,1
IsolationForest,27,0.41333,0.45,0.4,0.4666666666666667,0.2,0.7,-0.11547,[0.  0.1 0.1 0.3 0.3 0.4 0.4 0.4 0.4 0.8 0.8 1.  1. ],[0.  0.  0.1 0.1 0.2 0.2 0.3 0.5 0.7 0.7 0.8 0.8 1. ],0.52,1
Xgboost,27,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.2 0.2 0.4 0.4 0.7 0.7 0.9 1. ],[0.  0.  0.1 0.3 0.3 0.4 0.4 0.6 0.7 1. ],0.6,1
RandomForest,27,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.  0.  0.2 0.4 0.4 0.7 0.9 0.9 1. ],[0.  0.1 0.2 0.2 0.2 0.3 0.4 0.7 1.  1. ],0.605,2
DecisionTree,27,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.  0.3 0.4 1. ],[0.  0.1 0.3 0.4 1. ],0.485,2
KNN,27,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0. 0. 1.],[0.  0.1 1. ],0.45,2
OneClassSVM,27,0.43734,0.45,0.46153846153846156,0.42857142857142855,0.6,0.3,-0.10483,[0.  0.  0.  0.1 0.1 0.4 0.4 0.5 0.5 0.6 0.6 0.8 0.8 1. ],[0.  0.1 0.2 0.2 0.3 0.3 0.4 0.4 0.6 0.6 0.7 0.7 1.  1. ],0.45,2
LocalOutlierFactor,27,0.58333,0.6,0.5714285714285714,0.6666666666666666,0.8,0.4,0.21822,[0.  0.  0.  0.2 0.2 0.3 0.3 0.5 0.5 0.6 0.6 0.9 0.9 1. ],[0.  0.1 0.2 0.2 0.5 0.5 0.6 0.6 0.8 0.8 0.9 0.9 1.  1. ],0.33999999999999997,2
IsolationForest,27,0.53964,0.55,0.5714285714285714,0.5384615384615384,0.4,0.7,0.10483,[0.  0.  0.  0.3 0.3 0.4 0.4 0.5 0.5 0.6 0.6 0.8 0.8 1. ],[0.  0.1 0.2 0.2 0.4 0.4 0.6 0.6 0.7 0.7 0.8 0.8 1.  1. ],0.41,2
Xgboost,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.  0.1 0.3 0.3 0.4 0.4 0.5 0.5 0.8 1. ],[0.  0.1 0.5 0.5 0.5 0.6 0.7 0.8 0.8 0.9 1.  1. ],0.21999999999999997,2
RandomForest,27,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.1 0.2 0.2 0.4 0.4 0.6 0.6 0.7 0.7 0.8 1. ],[0.  0.  0.  0.2 0.4 0.5 0.5 0.7 0.7 0.9 1.  1. ],0.475,3
DecisionTree,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.9 1. ],[0.  0.9 1. ],0.5,3
KNN,27,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.1 0.2 0.2 0.3 0.3 1. ],[0.  0.  0.  0.1 0.1 0.2 1. ],0.5700000000000001,3
OneClassSVM,27,0.58333,0.6,0.6666666666666666,0.5714285714285714,0.4,0.8,0.21822,[0.  0.  0.  0.3 0.3 0.4 0.4 0.5 0.5 0.7 0.7 0.8 0.8 1. ],[0.  0.1 0.3 0.3 0.4 0.4 0.5 0.5 0.8 0.8 0.9 0.9 1.  1. ],0.37,3
LocalOutlierFactor,27,0.52,0.55,0.6,0.5333333333333333,0.3,0.8,0.11547,[0.  0.1 0.2 0.2 0.5 0.5 0.6 0.6 0.7 0.7 0.9 0.9 1.  1. ],[0.  0.  0.  0.3 0.3 0.5 0.5 0.6 0.6 0.8 0.8 0.9 0.9 1. ],0.5499999999999999,3
IsolationForest,27,0.54887,0.55,0.5555555555555556,0.5454545454545454,0.5,0.6,0.1005,[0.  0.  0.1 0.1 0.2 0.2 0.5 0.5 0.6 0.6 0.8 0.8 1. ],[0.  0.1 0.1 0.2 0.2 0.5 0.5 0.6 0.6 0.9 0.9 1.  1. ],0.38,3
Xgboost,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.1 0.4 0.5 0.7 0.8 0.9 0.9 0.9 1. ],[0.  0.  0.2 0.2 0.3 0.4 0.5 0.5 0.8 1.  1. ],0.65,3
RandomForest,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.6 0.9 1. ],[0.  0.1 0.7 1. ],0.765,4
DecisionTree,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.6 0.9 1. ],[0.  0.1 0.7 1. ],0.765,4
KNN,27,0.56044,0.6,0.5625,0.75,0.9,0.3,0.25,[0.  0.9 1. ],[0.  0.7 1. ],0.6000000000000001,4
OneClassSVM,27,0.34066,0.4,0.25,0.4375,0.1,0.7,-0.25,[0.  0.6 0.9 1. ],[0.  0.1 0.7 1. ],0.765,4
LocalOutlierFactor,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
IsolationForest,27,0.74425,0.75,0.8571428571428571,0.6923076923076923,0.6,0.9,0.52414,[0.  0.3 0.4 1. ],[0.  0.6 0.9 1. ],0.265,4
Xgboost,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.6 0.9 1. ],[0.  0.1 0.7 1. ],0.765,4
RandomForest,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.3 0.4 0.6 0.7 0.8 0.9 0.9 1. ],[0.  0.3 0.3 0.3 0.3 0.5 0.5 0.7 1. ],0.66,5
DecisionTree,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.3 0.3 0.8 0.9 0.9 1. ],[0.  0.3 0.4 0.6 0.6 0.8 1. ],0.555,5
KNN,27,0.47917,0.5,0.5,0.5,0.3,0.7,0.0,[0.  0.3 0.3 1. ],[0.  0.3 0.4 1. ],0.465,5
OneClassSVM,27,0.43574,0.55,0.5263157894736842,1.0,1.0,0.1,0.22942,[0.  0.  0.2 0.2 0.7 0.7 1.  1. ],[0.  0.1 0.1 0.4 0.4 0.6 0.9 1. ],0.5549999999999999,5
LocalOutlierFactor,27,0.41333,0.45,0.4,0.4666666666666667,0.2,0.7,-0.11547,[0.  0.  0.3 0.3 0.4 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.1 0.1 0.2 0.2 0.5 0.6 0.6 0.7 0.7 0.9 0.9 1. ],0.625,5
IsolationForest,27,0.54887,0.55,0.5555555555555556,0.5454545454545454,0.5,0.6,0.1005,[0.  0.3 0.3 0.5 0.5 0.6 0.6 0.7 0.7 0.8 0.8 0.9 0.9 1. ],[0.  0.3 0.5 0.5 0.6 0.6 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],0.45499999999999996,5
Xgboost,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.3 0.4 0.4 0.8 0.8 0.9 0.9 1. ],[0.  0.3 0.3 0.4 0.4 0.5 0.5 0.7 1. ],0.6299999999999999,5
RandomForest,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.1 0.3 0.5 1. ],[0.  0.  0.3 0.3 0.3 1. ],0.5549999999999999,6
DecisionTree,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.2 0.4 0.6 0.8 1. ],[0.  0.  0.1 0.3 0.3 0.4 1. ],0.685,6
KNN,27,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0. 0. 1.],[0.  0.1 1. ],0.45,6
OneClassSVM,27,0.54887,0.55,0.5555555555555556,0.5454545454545454,0.5,0.6,0.1005,[0.  0.  0.1 0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.8 0.8 0.9 0.9 1. ],[0.  0.1 0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.6 0.6 0.7 0.7 1.  1. ],0.49000000000000005,6
LocalOutlierFactor,27,0.52,0.55,0.6,0.5333333333333333,0.3,0.8,0.11547,[0.  0.1 0.1 0.2 0.2 0.7 0.8 0.8 1. ],[0.  0.  0.3 0.3 0.4 0.8 0.8 1.  1. ],0.38999999999999996,6
IsolationForest,27,0.39394,0.4,0.375,0.4166666666666667,0.3,0.5,-0.20412,[0.  0.  0.2 0.2 0.4 0.4 0.7 0.7 0.8 0.8 0.9 0.9 1. ],[0.  0.1 0.1 0.3 0.3 0.4 0.4 0.5 0.5 0.8 0.8 1.  1. ],0.57,6
Xgboost,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.2 0.3 0.3 0.6 0.6 0.8 1. ],[0.  0.1 0.1 0.2 0.3 0.3 0.5 0.6 1. ],0.605,6
RandomForest,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.1 0.5 0.6 0.8 0.9 1. ],[0.  0.2 0.3 0.5 0.5 0.7 1.  1. ],0.47500000000000003,0
DecisionTree,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.2 0.3 0.5 0.6 0.8 0.9 1. ],[0.  0.1 0.2 0.4 0.5 0.5 0.7 1.  1. ],0.495,0
KNN,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
OneClassSVM,28,0.44862,0.45,0.4444444444444444,0.45454545454545453,0.4,0.5,-0.1005,[0.  0.  0.2 0.3 0.5 0.6 0.8 0.9 1. ],[0.  0.1 0.2 0.2 0.3 0.5 0.7 0.7 1. ],0.5850000000000001,0
LocalOutlierFactor,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
IsolationForest,28,0.44862,0.45,0.4444444444444444,0.45454545454545453,0.4,0.5,-0.1005,[0.  0.2 0.3 0.4 0.6 0.7 0.8 1.  1. ],[0.  0.2 0.2 0.4 0.5 0.8 0.8 0.9 1. ],0.5249999999999999,0
Xgboost,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.2 0.3 0.6 0.8 1. ],[0.  0.2 0.4 0.5 0.7 1. ],0.525,0
RandomForest,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.8 0.8 0.9 1. ],[0.  0.4 0.5 1.  1. ],0.665,1
DecisionTree,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.  0.4 0.5 1. ],[0.  0.1 0.2 0.2 0.5 1. ],0.51,1
KNN,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.4 1. ],[0.  0.1 0.2 1. ],0.58,1
OneClassSVM,28,0.33333,0.5,0.5,,1.0,0.0,0.0,[0. 1.],[0. 1.],0.5,1
LocalOutlierFactor,28,0.79798,0.8,0.75,0.875,0.9,0.7,0.61237,[0.  0.  0.1 0.1 0.3 0.3 0.4 0.4 0.8 0.8 1. ],[0.  0.1 0.1 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],0.21,1
IsolationForest,28,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.  0.  0.1 0.1 0.2 0.2 0.4 0.5 0.5 0.6 0.6 0.7 0.7 0.8 0.8 1. ],[0.  0.1 0.3 0.3 0.4 0.4 0.6 0.6 0.6 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],0.31,1
Xgboost,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.3 0.4 0.4 0.5 0.6 0.6 0.8 0.9 0.9 1. ],[0.  0.1 0.1 0.1 0.1 0.2 0.2 0.3 0.6 0.6 0.8 0.9 1. ],0.63,1
RandomForest,28,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0. 0. 1.],[0.  0.1 1. ],0.45,2
DecisionTree,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.1 0.2 1. ],[0.  0.2 0.4 0.8 0.8 1. ],0.16999999999999998,2
KNN,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.3 1. ],[0.  0.2 0.8 1. ],0.21999999999999997,2
OneClassSVM,28,0.43734,0.45,0.46153846153846156,0.42857142857142855,0.6,0.3,-0.10483,[0.  0.1 0.2 0.2 0.3 0.3 0.4 0.4 0.9 0.9 1.  1. ],[0.  0.  0.  0.1 0.1 0.3 0.3 0.7 0.7 0.9 0.9 1. ],0.52,2
LocalOutlierFactor,28,0.58333,0.6,0.6666666666666666,0.5714285714285714,0.4,0.8,0.21822,[0.  0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.6 0.6 0.7 0.7 1. ],[0.  0.  0.  0.2 0.2 0.3 0.3 0.6 0.6 0.9 0.9 1.  1. ],0.47,2
IsolationForest,28,0.48718,0.55,0.6666666666666666,0.5294117647058824,0.2,0.9,0.14003,[0.  0.1 0.2 0.2 0.5 0.5 0.6 0.6 0.8 0.8 1. ],[0.  0.  0.  0.1 0.1 0.3 0.3 0.6 0.6 1.  1. ],0.6200000000000001,2
Xgboost,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.  0.1 0.1 0.3 0.4 0.4 0.5 0.6 0.8 0.8 0.9 1. ],[0.  0.1 0.3 0.4 0.6 0.6 0.6 0.7 0.7 0.8 0.8 0.9 0.9 1. ],0.29500000000000004,2
RandomForest,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.1 0.2 0.2 0.4 0.5 0.6 0.6 0.8 0.9 1.  1. ],[0.  0.1 0.2 0.3 0.3 0.5 0.5 0.6 0.6 0.7 0.8 0.8 0.9 1. ],0.425,3
DecisionTree,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.5 0.7 1. ],[0.  0.3 0.7 1. ],0.57,3
KNN,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 1. ],[0. 0. 1.],0.55,3
OneClassSVM,28,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[0.  0.1 0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.7 0.7 0.8 0.8 1. ],[0.  0.  0.2 0.2 0.5 0.5 0.6 0.6 0.7 0.7 0.9 0.9 1.  1. ],0.39,3
LocalOutlierFactor,28,0.5,0.5,0.5,0.5,0.5,0.5,0.0,[0.  0.1 0.1 0.3 0.3 0.5 0.5 0.6 0.6 1.  1. ],[0.  0.  0.1 0.1 0.3 0.3 0.7 0.7 0.8 0.8 1. ],0.53,3
IsolationForest,28,0.40476,0.5,0.5,0.5,0.1,0.9,0.0,[0.  0.  0.2 0.5 0.5 0.6 0.6 0.7 0.7 0.8 0.8 0.9 0.9 1. ],[0.  0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.7 0.7 0.8 0.9 1.  1. ],0.565,3
Xgboost,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.  0.1 0.2 0.3 0.4 0.6 0.8 0.8 0.8 1.  1. ],[0.  0.1 0.2 0.2 0.3 0.3 0.4 0.6 0.6 0.7 0.9 0.9 1. ],0.49,3
RandomForest,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 0.9 1. ],[0.  0.5 0.8 1. ],0.485,4
DecisionTree,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 0.9 1. ],[0.  0.5 0.8 1. ],0.485,4
KNN,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
OneClassSVM,28,0.37322,0.45,0.3333333333333333,0.47058823529411764,0.1,0.8,-0.14003,[0.  0.4 0.9 1. ],[0.  0.5 0.8 1. ],0.485,4
LocalOutlierFactor,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
IsolationForest,28,0.44862,0.45,0.4444444444444444,0.45454545454545453,0.4,0.5,-0.1005,[0.  0.5 0.6 1. ],[0.  0.3 0.5 1. ],0.585,4
Xgboost,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 0.9 1. ],[0.  0.5 0.8 1. ],0.485,4
RandomForest,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.7 0.8 0.8 0.9 1. ],[0.  0.4 0.4 0.5 0.5 1. ],0.695,5
DecisionTree,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.6 1. ],[0.  0.2 0.4 1. ],0.54,5
KNN,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 0. 1.],[0.  0.1 1. ],0.45,5
OneClassSVM,28,0.37322,0.45,0.47058823529411764,0.3333333333333333,0.8,0.1,-0.14003,[0.  0.  0.2 0.2 0.3 0.3 0.9 0.9 1. ],[0.  0.1 0.1 0.3 0.3 0.7 0.9 1.  1. ],0.37,5
LocalOutlierFactor,28,0.33504,0.35,0.2857142857142857,0.38461538461538464,0.2,0.5,-0.31449,[0.  0.1 0.2 0.2 0.8 0.8 0.9 0.9 1. ],[0.  0.  0.  0.2 0.4 0.8 0.8 1.  1. ],0.64,5
IsolationForest,28,0.33504,0.35,0.2857142857142857,0.38461538461538464,0.2,0.5,-0.31449,[0.  0.  0.  0.6 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.1 0.2 0.4 0.4 0.6 0.6 0.8 0.8 1. ],0.6000000000000001,5
Xgboost,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.6 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.2 0.2 0.4 0.4 0.5 0.5 0.7 0.8 1. ],0.7549999999999999,5
RandomForest,28,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.  0.1 0.1 1. ],[0.  0.1 0.1 0.2 1. ],0.45000000000000007,6
DecisionTree,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.  0.2 1. ],[0.  0.1 0.3 0.3 1. ],0.42,6
KNN,28,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0. 0. 1.],[0.  0.1 1. ],0.45,6
OneClassSVM,28,0.33504,0.35,0.2857142857142857,0.38461538461538464,0.2,0.5,-0.31449,[0.  0.1 0.1 0.2 0.2 0.3 0.4 0.4 0.8 0.8 1.  1. ],[0.  0.  0.1 0.1 0.2 0.2 0.3 0.4 0.4 0.6 0.6 1. ],0.665,6
LocalOutlierFactor,28,0.39394,0.4,0.375,0.4166666666666667,0.3,0.5,-0.20412,[0.  0.1 0.7 0.7 0.8 0.8 1. ],[0.  0.  0.5 0.6 0.6 1.  1. ],0.5900000000000001,6
IsolationForest,28,0.29293,0.3,0.25,0.3333333333333333,0.2,0.4,-0.40825,[0.  0.1 0.5 0.5 0.6 0.6 0.8 0.8 1.  1. ],[0.  0.1 0.1 0.3 0.3 0.4 0.4 0.5 0.5 1. ],0.745,6
Xgboost,28,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.1 0.2 0.2 0.3 0.4 0.5 0.6 0.6 0.7 1.  1.  1. ],[0.  0.1 0.1 0.2 0.2 0.3 0.4 0.4 0.5 0.5 0.6 0.7 0.7 0.8 1. ],0.525,6
RandomForest,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.3 0.7 0.8 0.8 0.9 1. ],[0.  0.1 0.2 0.3 0.8 0.8 1. ],0.73,0
DecisionTree,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.3 0.7 0.8 0.8 0.9 1. ],[0.  0.1 0.2 0.3 0.8 0.8 1. ],0.73,0
KNN,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
OneClassSVM,29,0.24812,0.25,0.2222222222222222,0.2727272727272727,0.2,0.3,-0.50252,[0.  0.3 0.4 0.8 0.8 0.9 1. ],[0.  0.1 0.2 0.3 0.8 0.8 1. ],0.7,0
LocalOutlierFactor,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
IsolationForest,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.4 0.5 0.6 0.9 1. ],[0.  0.5 0.6 0.7 0.7 0.8 1. ],0.33,0
Xgboost,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.3 0.8 0.8 1. ],[0.  0.1 0.3 0.8 1. ],0.705,0
RandomForest,29,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.1 0.3 1. ],[0.  0.  0.1 0.1 1. ],0.5950000000000001,1
DecisionTree,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.4 0.4 0.4 0.6 0.8 0.8 1. ],[0.  0.1 0.4 0.6 0.7 0.7 0.7 0.8 1. ],0.44,1
KNN,29,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.1 0.4 0.4 0.5 0.5 0.8 0.8 0.9 0.9 1. ],[0.  0.  0.1 0.1 0.3 0.3 0.4 0.4 0.5 0.5 0.6 1. ],0.69,1
OneClassSVM,29,0.33333,0.5,0.5,,1.0,0.0,0.0,[0. 1.],[0. 1.],0.5,1
LocalOutlierFactor,29,0.4,0.4,0.4,0.4,0.4,0.4,-0.2,[0.  0.  0.2 0.2 0.4 0.4 0.5 0.5 0.6 0.6 0.7 0.7 0.8 0.8 1. ],[0.  0.1 0.1 0.2 0.2 0.3 0.3 0.4 0.4 0.6 0.6 0.7 0.7 1.  1. ],0.54,1
IsolationForest,29,0.37322,0.45,0.3333333333333333,0.47058823529411764,0.1,0.8,-0.14003,[0.  0.1 0.1 0.3 0.3 0.4 0.4 0.6 0.6 0.9 0.9 1.  1. ],[0.  0.  0.1 0.1 0.3 0.3 0.6 0.6 0.7 0.7 0.8 0.8 1. ],0.54,1
Xgboost,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.1 0.2 0.3 0.3 0.5 0.6 0.6 0.8 0.8 0.9 1. ],[0.  0.  0.1 0.2 0.2 0.4 0.4 0.5 0.6 0.6 0.7 0.8 1. ],0.5549999999999999,1
RandomForest,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.2 0.2 0.4 0.7 0.7 0.9 1. ],[0.  0.  0.1 0.2 0.4 0.6 0.8 0.9 1. ],0.5199999999999999,2
DecisionTree,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.5 0.5 1. ],[0.  0.  0.4 0.6 1. ],0.52,2
KNN,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,2
OneClassSVM,29,0.5,0.5,0.5,0.5,0.5,0.5,0.0,[0.  0.  0.1 0.1 0.2 0.2 0.5 0.5 0.6 0.6 0.9 0.9 1. ],[0.  0.1 0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.6 0.6 1.  1. ],0.52,2
LocalOutlierFactor,29,0.4,0.4,0.4,0.4,0.4,0.4,-0.2,[0.  0.  0.3 0.3 0.4 0.4 0.6 0.6 0.7 0.7 0.8 0.8 1.  1. ],[0.  0.1 0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.8 0.8 0.9 0.9 1. ],0.58,2
IsolationForest,29,0.4,0.4,0.4,0.4,0.4,0.4,-0.2,[0.  0.1 0.3 0.3 0.4 0.4 0.7 0.7 0.8 0.8 1.  1. ],[0.  0.  0.  0.2 0.2 0.4 0.4 0.6 0.6 0.9 0.9 1. ],0.62,2
Xgboost,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.4 0.5 0.5 0.6 0.8 0.8 1. ],[0.  0.  0.2 0.3 0.4 0.5 0.6 0.8 1. ],0.61,2
RandomForest,29,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.2 0.2 0.4 1. ],[0.  0.  0.  0.1 0.2 1. ],0.61,3
DecisionTree,29,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 1. ],[0.  0.  0.5 1. ],0.5,3
KNN,29,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.2 0.2 0.3 0.3 0.5 0.5 1. ],[0.  0.  0.  0.3 0.3 0.4 0.4 0.7 1. ],0.465,3
OneClassSVM,29,0.58333,0.6,0.5714285714285714,0.6666666666666666,0.8,0.4,0.21822,[0.  0.1 0.2 0.2 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.  0.  0.6 0.6 0.8 0.8 0.9 0.9 1. ],0.47000000000000003,3
LocalOutlierFactor,29,0.59596,0.6,0.5833333333333334,0.625,0.7,0.5,0.20412,[0.  0.  0.  0.2 0.2 0.4 0.4 0.6 0.6 0.8 0.8 1.  1. ],[0.  0.1 0.3 0.3 0.5 0.5 0.6 0.6 0.8 0.8 0.9 0.9 1. ],0.38,3
IsolationForest,29,0.29293,0.3,0.25,0.3333333333333333,0.2,0.4,-0.40825,[0.  0.1 0.1 0.2 0.2 0.8 0.8 1. ],[0.  0.  0.3 0.3 0.4 0.4 1.  1. ],0.53,3
Xgboost,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.2 0.2 0.4 0.6 0.6 0.7 0.7 0.9 1. ],[0.  0.2 0.4 0.4 0.4 0.6 0.7 0.8 0.8 1. ],0.5049999999999999,3
RandomForest,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 0.8 0.9 1. ],[0.  0.1 0.7 0.9 1. ],0.6450000000000001,4
DecisionTree,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 0.8 0.9 1. ],[0.  0.1 0.7 0.9 1. ],0.6450000000000001,4
KNN,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
OneClassSVM,29,0.41333,0.45,0.4,0.4666666666666667,0.2,0.7,-0.11547,[0.  0.4 0.8 0.9 1. ],[0.  0.1 0.7 0.9 1. ],0.6450000000000001,4
LocalOutlierFactor,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
IsolationForest,29,0.64194,0.65,0.7142857142857143,0.6153846153846154,0.5,0.8,0.31449,[0.  0.4 0.5 0.9 1. ],[0.  0.6 0.8 0.9 1. ],0.375,4
Xgboost,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 0.8 1. ],[0.  0.1 0.7 1. ],0.6500000000000001,4
RandomForest,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.3 0.5 0.5 0.6 0.8 0.9 0.9 1. ],[0.  0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.8 1. ],0.665,5
