model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC,ATT
RandomForest,7,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.2 0.4 0.6 0.6 0.8 1. ],[0.  0.2 0.2 0.4 0.4 0.5 0.6 1. ],0.56,6
DecisionTree,7,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.1 0.2 0.3 0.3 1. ],[0.  0.  0.1 0.2 0.2 0.3 1. ],0.51,6
KNN,7,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,6
OneClassSVM,7,0.43574,0.55,0.5263157894736842,1.0,1.0,0.1,0.22942,[0.  0.  0.1 0.1 0.3 0.3 0.4 0.4 0.5 0.5 0.6 0.6 0.7 0.7 1. ],[0.  0.1 0.1 0.3 0.3 0.4 0.4 0.5 0.5 0.7 0.7 0.8 0.8 1.  1. ],0.39,6
LocalOutlierFactor,7,0.52,0.55,0.6,0.5333333333333333,0.3,0.8,0.11547,[0.  0.1 0.1 0.7 0.8 0.8 0.9 1. ],[0.  0.  0.4 0.8 0.8 0.9 0.9 1. ],0.375,6
IsolationForest,7,0.375,0.4,0.3333333333333333,0.42857142857142855,0.2,0.6,-0.21822,[0.  0.  0.  0.6 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.1 0.4 0.4 0.4 0.6 0.6 0.7 0.7 1. ],0.55,6
Xgboost,7,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.2 0.2 0.3 0.5 0.5 0.6 0.6 0.8 0.9 0.9 1.  1. ],[0.  0.  0.  0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.7 0.8 0.9 1. ],0.66,6
RandomForest,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.1 0.4 0.4 0.5 0.8 1. ],[0.  0.1 0.2 0.3 0.4 0.7 0.8 1. ],0.45999999999999996,0
DecisionTree,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.4 0.4 0.5 0.6 0.9 1. ],[0.  0.1 0.2 0.3 0.4 0.7 0.8 0.9 1. ],0.43,0
KNN,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
OneClassSVM,8,0.59596,0.6,0.625,0.5833333333333334,0.5,0.7,0.20412,[0.  0.  0.1 0.2 0.2 0.8 1. ],[0.  0.1 0.2 0.5 0.6 0.8 1. ],0.35,0
LocalOutlierFactor,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
IsolationForest,8,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.3 0.6 0.6 0.7 0.8 1.  1. ],[0.  0.1 0.2 0.3 0.4 0.7 0.9 1. ],0.69,0
Xgboost,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.4 0.4 0.5 1. ],[0.  0.2 0.3 0.4 0.7 1. ],0.43500000000000005,0
RandomForest,8,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.1 0.3 0.4 1. ],[0.  0.  0.1 0.1 0.4 1. ],0.535,1
DecisionTree,8,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.2 0.4 1. ],[0. 0. 0. 0. 1.],0.7,1
KNN,8,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.7 1. ],[0.  0.  0.1 0.1 0.2 0.2 0.6 0.6 0.7 0.7 1. ],0.495,1
OneClassSVM,8,0.33333,0.5,0.5,,1.0,0.0,0.0,[0. 1.],[0. 1.],0.5,1
LocalOutlierFactor,8,0.49495,0.5,0.5,0.5,0.6,0.4,0.0,[0.  0.  0.2 0.2 0.3 0.3 0.5 0.5 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.1 0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.6 0.6 0.7 0.7 0.8 0.8 1. ],0.5700000000000001,1
IsolationForest,8,0.30667,0.35,0.2,0.4,0.1,0.6,-0.34641,[0.  0.1 0.1 0.3 0.3 0.5 0.6 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.  0.1 0.1 0.3 0.3 0.4 0.4 0.5 0.5 0.6 0.6 0.7 0.7 1. ],0.665,1
Xgboost,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.2 0.4 0.5 0.6 0.6 0.7 0.8 0.8 1.  1. ],[0.  0.  0.  0.  0.1 0.1 0.2 0.6 0.6 0.8 0.8 1. ],0.725,1
RandomForest,8,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.  0.  0.2 0.3 0.4 1. ],[0.  0.1 0.3 0.4 0.4 0.5 1. ],0.39499999999999996,2
DecisionTree,8,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.  0.3 0.4 0.7 1. ],[0.  0.1 0.7 0.7 0.7 1. ],0.345,2
KNN,8,0.28571,0.4,0.0,0.4444444444444444,0.0,0.8,-0.33333,[0.  0.  0.1 1. ],[0.  0.2 0.2 1. ],0.44000000000000006,2
OneClassSVM,8,0.47917,0.5,0.5,0.5,0.7,0.3,0.0,[0.  0.1 0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.6 0.6 1. ],[0.  0.  0.1 0.1 0.3 0.3 0.4 0.4 0.5 0.5 1.  1. ],0.43,2
LocalOutlierFactor,8,0.49495,0.5,0.5,0.5,0.4,0.6,0.0,[0.  0.  0.  0.1 0.1 0.2 0.2 0.5 0.5 0.9 0.9 1. ],[0.  0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.6 0.6 1.  1. ],0.45,2
IsolationForest,8,0.47917,0.5,0.5,0.5,0.3,0.7,0.0,[0.  0.  0.3 0.3 0.4 0.4 0.7 0.7 0.8 0.8 1. ],[0.  0.1 0.1 0.6 0.6 0.7 0.7 0.9 0.9 1.  1. ],0.41000000000000003,2
Xgboost,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.  0.1 0.1 0.2 0.2 0.3 0.4 0.6 0.7 1.  1. ],[0.  0.1 0.2 0.2 0.4 0.4 0.6 0.6 0.8 0.9 0.9 0.9 1. ],0.27999999999999997,2
RandomForest,8,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 1. ],[0. 0. 1.],0.55,3
DecisionTree,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.1 0.2 0.4 0.4 0.5 1. ],[0.  0.1 0.1 0.2 0.2 0.3 0.4 0.4 1. ],0.53,3
KNN,8,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.1 1. ],[0.  0.  0.1 1. ],0.505,3
OneClassSVM,8,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.  0.1 0.1 0.2 0.2 0.3 0.3 0.4 0.4 0.5 0.5 1. ],[0.  0.1 0.1 0.2 0.2 0.5 0.5 0.7 0.7 0.8 0.8 1.  1. ],0.27,3
LocalOutlierFactor,8,0.58333,0.6,0.5714285714285714,0.6666666666666666,0.8,0.4,0.21822,[0.  0.1 0.1 0.2 0.2 0.3 0.3 0.4 0.4 0.7 0.7 0.9 0.9 1.  1. ],[0.  0.  0.3 0.3 0.4 0.4 0.5 0.5 0.6 0.6 0.7 0.7 0.9 0.9 1. ],0.47,3
IsolationForest,8,0.375,0.4,0.3333333333333333,0.42857142857142855,0.2,0.6,-0.21822,[0.  0.1 0.4 0.4 0.5 0.5 0.6 0.6 0.7 0.7 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.  0.  0.1 0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.7 0.8 0.9 0.9 1. ],0.725,3
Xgboost,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.  0.1 0.1 0.2 0.2 0.3 0.3 0.8 0.8 1. ],[0.  0.1 0.2 0.2 0.4 0.5 0.6 0.7 0.8 0.8 1.  1. ],0.27,3
RandomForest,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 0.7 0.9 1. ],[0.  0.2 0.9 1.  1. ],0.505,4
DecisionTree,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 0.7 0.9 1. ],[0.  0.2 0.9 1.  1. ],0.505,4
KNN,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
OneClassSVM,8,0.56044,0.6,0.75,0.5625,0.3,0.9,0.25,[0.  0.4 0.7 0.9 1. ],[0.  0.2 0.9 1.  1. ],0.505,4
LocalOutlierFactor,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
IsolationForest,8,0.64194,0.65,0.7142857142857143,0.6153846153846154,0.5,0.8,0.31449,[0.  0.3 0.5 0.9 1. ],[0.  0.7 0.8 1.  1. ],0.285,4
Xgboost,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 0.7 1. ],[0.  0.2 0.9 1. ],0.51,4
RandomForest,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 0.4 0.5 0.6 0.8 0.8 1. ],[0.  0.3 0.4 0.6 0.9 0.9 1.  1. ],0.43500000000000005,5
DecisionTree,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.8 1. ],[0.  0.9 1. ],0.45,5
KNN,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.2 1. ],[0.  0.4 1. ],0.4,5
OneClassSVM,8,0.59596,0.6,0.5833333333333334,0.625,0.7,0.5,0.20412,[0.  0.  0.  0.1 0.1 0.4 0.4 0.5 0.5 0.9 1. ],[0.  0.1 0.3 0.3 0.5 0.5 0.6 0.6 0.8 1.  1. ],0.3,5
LocalOutlierFactor,8,0.37322,0.45,0.3333333333333333,0.47058823529411764,0.1,0.8,-0.14003,[0.  0.  0.1 0.1 0.4 0.4 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.1 0.1 0.4 0.4 0.5 0.7 0.8 0.8 0.9 0.9 1. ],0.46,5
IsolationForest,8,0.33504,0.35,0.2857142857142857,0.38461538461538464,0.2,0.5,-0.31449,[0.  0.4 0.5 0.5 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.2 0.2 0.3 0.3 0.7 0.7 0.9 0.9 1. ],0.6900000000000001,5
Xgboost,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.1 0.5 0.6 0.6 0.7 0.8 0.8 1. ],[0.  0.  0.1 0.4 0.4 0.5 0.7 0.7 0.9 1. ],0.5399999999999999,5
RandomForest,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.2 0.2 0.2 0.4 1. ],[0.  0.  0.  0.2 0.4 0.4 1. ],0.5,6
DecisionTree,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.3 0.5 0.6 1. ],[0.  0.2 0.3 0.4 0.4 0.5 1. ],0.48000000000000004,6
KNN,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.1 0.3 1. ],[0.  0.1 0.4 0.7 1. ],0.29000000000000004,6
OneClassSVM,8,0.29293,0.3,0.25,0.3333333333333333,0.2,0.4,-0.40825,[0.  0.1 0.3 0.3 0.6 0.6 0.6 1.  1. ],[0.  0.  0.  0.1 0.1 0.3 0.4 0.4 1. ],0.81,6
LocalOutlierFactor,8,0.54887,0.55,0.5454545454545454,0.5555555555555556,0.6,0.5,0.1005,[0.  0.  0.4 0.4 0.5 0.5 0.7 0.7 1. ],[0.  0.1 0.5 0.6 0.6 0.9 0.9 1.  1. ],0.34,6
IsolationForest,8,0.30667,0.35,0.2,0.4,0.1,0.6,-0.34641,[0.  0.  0.  0.2 0.2 0.7 0.7 0.9 0.9 1.  1. ],[0.  0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.7 0.7 1. ],0.59,6
Xgboost,8,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.2 0.3 0.5 0.6 0.9 0.9 1.  1. ],[0.  0.2 0.2 0.3 0.3 0.4 0.4 0.5 0.7 0.7 1. ],0.6100000000000001,6
RandomForest,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.4 0.6 0.6 0.7 0.8 0.8 1. ],[0.  0.1 0.1 0.5 0.5 0.7 0.7 0.9 1.  1. ],0.44999999999999996,0
DecisionTree,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.2 0.3 0.6 0.6 0.7 0.8 0.8 1. ],[0.  0.1 0.1 0.1 0.5 0.7 0.7 0.9 1.  1. ],0.53,0
KNN,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 0. 1.],[0.  0.1 1. ],0.45,0
OneClassSVM,9,0.47917,0.5,0.5,0.5,0.3,0.7,0.0,[0.  0.  0.1 0.3 0.4 0.4 0.7 0.8 1.  1. ],[0.  0.1 0.1 0.1 0.1 0.3 0.7 0.9 0.9 1. ],0.55,0
LocalOutlierFactor,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
IsolationForest,9,0.40476,0.5,0.5,0.5,0.1,0.9,0.0,[0.  0.1 0.4 0.4 0.6 0.7 0.9 0.9 1.  1. ],[0.  0.2 0.6 0.8 0.8 0.8 0.8 0.9 0.9 1. ],0.37999999999999995,0
Xgboost,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.3 0.6 0.6 0.7 0.8 1. ],[0.  0.1 0.5 0.7 0.7 0.9 1. ],0.5549999999999999,0
RandomForest,9,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0. 0. 1.],[0.  0.1 1. ],0.45,1
DecisionTree,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 1. ],[0.  0.1 0.1 1. ],0.49500000000000005,1
KNN,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.  0.4 0.4 0.5 0.5 1. ],[0.  0.1 0.3 0.3 0.6 0.6 0.7 1. ],0.395,1
OneClassSVM,9,0.33333,0.5,0.5,,1.0,0.0,0.0,[0. 1.],[0. 1.],0.5,1
LocalOutlierFactor,9,0.74425,0.75,0.8571428571428571,0.6923076923076923,0.6,0.9,0.52414,[0.  0.  0.  0.3 0.3 0.4 0.4 0.7 0.7 1. ],[0.  0.1 0.6 0.6 0.8 0.8 0.9 0.9 1.  1. ],0.16999999999999998,1
IsolationForest,9,0.56044,0.6,0.75,0.5625,0.3,0.9,0.25,[0.  0.1 0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.7 0.7 1. ],[0.  0.  0.2 0.2 0.3 0.3 0.7 0.7 0.9 0.9 1.  1. ],0.32999999999999996,1
Xgboost,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.1 0.3 0.3 0.4 0.5 0.7 0.7 0.8 0.9 1. ],[0.  0.1 0.1 0.3 0.3 0.4 0.5 0.5 0.5 0.7 0.7 0.9 1. ],0.49,1
RandomForest,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 0. 1.],[0.  0.1 1. ],0.45,2
DecisionTree,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,2
KNN,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,2
OneClassSVM,9,0.33504,0.35,0.2857142857142857,0.38461538461538464,0.2,0.5,-0.31449,[0.  0.  0.1 0.1 0.3 0.3 0.5 0.5 0.8 0.8 1.  1. ],[0.  0.1 0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.6 0.6 1. ],0.6,2
LocalOutlierFactor,9,0.41333,0.45,0.4,0.4666666666666667,0.2,0.7,-0.11547,[0.  0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.6 0.6 0.8 0.8 0.9 0.9 1. ],[0.  0.  0.  0.1 0.1 0.3 0.3 0.5 0.5 0.6 0.6 0.8 0.8 1.  1. ],0.58,2
IsolationForest,9,0.23274,0.25,0.14285714285714285,0.3076923076923077,0.1,0.4,-0.52414,[0.  0.1 0.2 0.2 0.6 0.6 0.7 0.7 0.9 0.9 1.  1. ],[0.  0.  0.  0.2 0.2 0.3 0.3 0.4 0.4 0.8 0.8 1. ],0.73,2
Xgboost,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.7 0.7 0.7 0.8 1. ],[0.  0.  0.1 0.1 0.2 0.3 0.4 0.5 0.6 0.6 0.9 1.  1.  1. ],0.45499999999999996,2
RandomForest,9,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.  0.1 0.3 1. ],[0.  0.1 0.1 0.3 1. ],0.49499999999999994,3
DecisionTree,9,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.  0.1 1. ],[0.  0.1 0.2 1. ],0.44500000000000006,3
KNN,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 1. ],[0.  0.1 0.1 1. ],0.49500000000000005,3
OneClassSVM,9,0.59596,0.6,0.5833333333333334,0.625,0.7,0.5,0.20412,[0.  0.  0.1 0.1 0.2 0.2 0.5 0.5 0.9 0.9 1.  1. ],[0.  0.1 0.1 0.2 0.2 0.5 0.5 0.6 0.6 0.7 0.7 1. ],0.51,3
LocalOutlierFactor,9,0.33504,0.35,0.2857142857142857,0.38461538461538464,0.2,0.5,-0.31449,[0.  0.1 0.2 0.2 0.4 0.4 0.5 0.5 0.6 0.6 0.9 0.9 1.  1. ],[0.  0.  0.  0.2 0.2 0.3 0.3 0.4 0.4 0.5 0.5 0.9 0.9 1. ],0.65,3
IsolationForest,9,0.34837,0.35,0.3333333333333333,0.36363636363636365,0.3,0.4,-0.30151,[0.  0.  0.1 0.1 0.2 0.2 0.7 0.7 0.8 0.8 0.9 0.9 1. ],[0.  0.1 0.1 0.3 0.3 0.4 0.4 0.5 0.5 0.8 0.8 0.9 1. ],0.5349999999999999,3
Xgboost,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.  0.1 0.1 0.2 0.6 0.6 0.6 0.7 1. ],[0.  0.1 0.2 0.2 0.4 0.5 0.5 0.6 0.8 1.  1. ],0.345,3
RandomForest,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 1.  1. ],[0.  0.4 0.9 1. ],0.53,4
DecisionTree,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 1.  1. ],[0.  0.4 0.9 1. ],0.53,4
KNN,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
OneClassSVM,9,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.4 1.  1. ],[0.  0.4 0.9 1. ],0.53,4
LocalOutlierFactor,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
IsolationForest,9,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.6 1.  1. ],[0.  0.5 0.9 1. ],0.5700000000000001,4
Xgboost,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 1.  1. ],[0.  0.4 0.9 1. ],0.53,4
RandomForest,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.3 0.4 0.6 0.6 0.8 1. ],[0.  0.5 0.5 0.5 0.6 0.7 1. ],0.47500000000000003,5
DecisionTree,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.3 0.6 0.8 0.8 1. ],[0.  0.5 0.5 0.5 0.8 1. ],0.495,5
KNN,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.4 1. ],[0.  0.3 1. ],0.5499999999999999,5
OneClassSVM,9,0.3,0.3,0.3,0.3,0.3,0.3,-0.4,[0.  0.1 0.3 0.3 0.7 0.7 0.8 0.8 1.  1. ],[0.  0.  0.  0.3 0.3 0.5 0.5 0.6 0.9 1. ],0.68,5
LocalOutlierFactor,9,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[0.  0.  0.1 0.1 0.3 0.4 0.4 0.9 0.9 1.  1. ],[0.  0.1 0.1 0.2 0.5 0.5 0.7 0.7 0.8 0.8 1. ],0.44000000000000006,5
IsolationForest,9,0.53964,0.55,0.5714285714285714,0.5384615384615384,0.4,0.7,0.10483,[0.  0.2 0.2 0.3 0.3 0.5 0.5 0.6 0.6 0.9 0.9 1.  1. ],[0.  0.3 0.4 0.4 0.5 0.5 0.6 0.6 0.7 0.7 0.9 0.9 1. ],0.47,5
Xgboost,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.3 0.5 0.6 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.5 0.5 0.5 0.5 0.6 0.6 0.7 0.8 1. ],0.54,5
RandomForest,9,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.  0.2 0.2 1. ],[0.  0.1 0.1 0.3 1. ],0.45999999999999996,6
DecisionTree,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.2 0.2 0.4 0.4 0.6 1. ],[0.  0.1 0.1 0.2 0.3 0.3 0.4 0.4 1. ],0.555,6
KNN,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.3 0.5 1. ],[0.  0.1 0.2 0.6 1. ],0.47500000000000003,6
OneClassSVM,9,0.23274,0.25,0.14285714285714285,0.3076923076923077,0.1,0.4,-0.52414,[0.  0.1 0.3 0.3 0.7 0.9 0.9 1.  1. ],[0.  0.  0.  0.3 0.3 0.3 0.4 0.5 1. ],0.775,6
LocalOutlierFactor,9,0.23077,0.3,0.0,0.375,0.0,0.6,-0.5,[0. 0. 0. 1. 1.],[0.  0.1 0.2 0.6 1. ],0.6,6
IsolationForest,9,0.37322,0.45,0.3333333333333333,0.47058823529411764,0.1,0.8,-0.14003,[0.  0.2 0.2 0.4 0.4 0.5 0.5 0.6 0.7 0.7 0.9 0.9 1.  1. ],[0.  0.  0.1 0.1 0.2 0.2 0.3 0.3 0.4 0.7 0.7 0.9 0.9 1. ],0.665,6
Xgboost,9,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.2 0.5 0.6 0.8 0.8 0.9 0.9 1.  1.  1. ],[0.  0.1 0.1 0.1 0.2 0.2 0.3 0.3 0.5 0.5 0.8 1. ],0.815,6
RandomForest,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.2 0.5 0.6 0.8 0.9 0.9 1. ],[0.  0.2 0.2 0.3 0.4 0.5 0.6 0.6 0.7 1. ],0.55,0
DecisionTree,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.3 0.6 0.8 0.8 0.9 1. ],[0.  0.2 0.2 0.4 0.5 0.6 0.7 0.7 1. ],0.52,0
KNN,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
OneClassSVM,10,0.44862,0.45,0.4444444444444444,0.45454545454545453,0.4,0.5,-0.1005,[0.  0.  0.1 0.2 0.5 0.6 0.8 0.9 1.  1. ],[0.  0.2 0.2 0.3 0.4 0.5 0.6 0.9 0.9 1. ],0.53,0
LocalOutlierFactor,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
IsolationForest,10,0.43734,0.45,0.42857142857142855,0.46153846153846156,0.3,0.6,-0.10483,[0.  0.2 0.3 0.4 0.7 0.8 0.9 1.  1.  1. ],[0.  0.1 0.2 0.5 0.6 0.6 0.7 0.7 0.8 1. ],0.5800000000000001,0
Xgboost,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.1 0.3 0.6 0.8 0.9 1. ],[0.  0.2 0.2 0.4 0.5 0.6 0.7 1. ],0.525,0
RandomForest,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 0. 1.],[0.  0.1 1. ],0.45,1
DecisionTree,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,1
KNN,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.1 0.1 0.2 0.2 0.3 0.3 1. ],[0.  0.  0.1 0.1 0.2 0.2 0.3 1. ],0.5149999999999999,1
OneClassSVM,10,0.33333,0.5,0.5,,1.0,0.0,0.0,[0. 1.],[0. 1.],0.5,1
LocalOutlierFactor,10,0.54887,0.55,0.5555555555555556,0.5454545454545454,0.5,0.6,0.1005,[0.  0.  0.  0.1 0.1 0.2 0.2 0.8 0.8 1.  1. ],[0.  0.1 0.4 0.4 0.5 0.5 0.6 0.6 0.9 0.9 1. ],0.37000000000000005,1
IsolationForest,10,0.40476,0.5,0.5,0.5,0.1,0.9,0.0,[0.  0.  0.2 0.2 0.4 0.4 0.5 0.5 0.6 0.6 0.8 0.8 0.9 0.9 1.  1. ],[0.  0.1 0.1 0.4 0.4 0.5 0.5 0.6 0.6 0.7 0.7 0.8 0.8 0.9 0.9 1. ],0.48,1
Xgboost,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.2 0.2 0.3 0.4 0.5 0.5 0.6 0.6 0.8 0.9 1.  1. ],[0.  0.1 0.1 0.2 0.2 0.3 0.3 0.4 0.4 0.6 0.7 0.8 0.8 1. ],0.58,1
RandomForest,10,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.  0.  0.1 0.2 1. ],[0.  0.1 0.3 0.4 0.4 1. ],0.365,2
DecisionTree,10,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0.  0.  0.1 0.2 0.4 0.4 1. ],[0.  0.1 0.3 0.3 0.3 0.4 1. ],0.47,2
KNN,10,0.31034,0.45,0.0,0.47368421052631576,0.0,0.9,-0.22942,[0. 0. 1.],[0.  0.1 1. ],0.45,2
OneClassSVM,10,0.49495,0.5,0.5,0.5,0.4,0.6,0.0,[0.  0.1 0.2 0.2 0.3 0.3 0.7 0.7 1.  1. ],[0.  0.  0.  0.2 0.2 0.6 0.6 0.7 0.7 1. ],0.53,2
LocalOutlierFactor,10,0.44862,0.45,0.45454545454545453,0.4444444444444444,0.5,0.4,-0.1005,[0.  0.1 0.1 0.2 0.2 0.6 0.6 0.9 0.9 1.  1. ],[0.  0.  0.3 0.3 0.4 0.4 0.6 0.6 0.8 0.8 1. ],0.55,2
IsolationForest,10,0.375,0.4,0.3333333333333333,0.42857142857142855,0.2,0.6,-0.21822,[0.  0.1 0.3 0.3 0.4 0.4 0.7 0.7 0.8 0.8 1.  1. ],[0.  0.  0.  0.3 0.3 0.5 0.5 0.6 0.6 0.9 0.9 1. ],0.5800000000000001,2
Xgboost,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.  0.1 0.5 0.5 0.6 0.7 0.7 0.9 0.9 1. ],[0.  0.1 0.2 0.3 0.3 0.4 0.6 0.6 0.8 0.8 1.  1. ],0.485,2
RandomForest,10,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.1 1. ],[0.  0.  0.1 1. ],0.505,3
DecisionTree,10,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.8 1. ],[0.  0.7 1. ],0.55,3
KNN,10,0.43574,0.55,1.0,0.5263157894736842,0.1,1.0,0.22942,[0.  0.1 0.1 0.3 0.3 0.4 0.4 0.5 0.5 0.6 1. ],[0.  0.  0.1 0.1 0.5 0.5 0.6 0.6 0.9 0.9 1. ],0.4,3
