MN,ACC_1,ACC_2,F1,AUC
RandomForest,0.5113168724279835,0.5006817902599636,0.3457694571428572,0.5011428571428571
DecisionTree,0.3115079365079365,0.4988079881075237,0.33587574285714294,0.49771428571428566
KNN,0.6123783049805288,0.5057493857191999,0.3533587714285714,0.5054285714285713
OneClassSVM,0.4525363867663184,0.46144750250050265,0.4236916571428571,0.46528571428571436
LocalOutlierFactor,0.4561892773892774,0.48107064131013716,0.4203826571428572,0.47785714285714287
IsolationForest,0.4729518318303365,0.48444644256917585,0.42373548571428565,0.48142857142857143
Xgboost,0.8571428571428571,0.5003759398496241,0.33501991428571437,0.5007142857142857
