model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC,ATT
IsolationForest,16,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,[0.         0.28571429 0.57142857 0.85714286 1.        ],[0.         0.42857143 0.71428571 0.85714286 1.        ],0.41836734693877553,4
Xgboost,16,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.28571429 0.57142857 1.        ],[0.         0.28571429 0.71428571 1.        ],0.44897959183673464,4
RandomForest,16,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.42857143 0.42857143 1.        ],[0.         0.14285714 0.28571429 1.        ],0.6020408163265306,5
DecisionTree,16,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.42857143 0.57142857 0.57142857 0.71428571 1.        ],[0.         0.14285714 0.14285714 0.28571429 0.42857143 1.        ],0.6938775510204082,5
KNN,16,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 1.        ],[0.         0.14285714 1.        ],0.5,5
OneClassSVM,16,0.70833,0.71429,0.6666666666666666,0.8,0.85714,0.57143,0.44721,"[0.         0.         0.         0.14285714 0.14285714 0.28571429
 0.28571429 0.42857143 0.85714286 1.        ]","[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.85714286 0.85714286 1.         1.        ]",0.19387755102040818,5
LocalOutlierFactor,16,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,"[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.71428571
 1.         1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.57142857 0.71428571
 0.71428571 1.        ]",0.4693877551020408,5
IsolationForest,16,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.         0.42857143 0.42857143 0.57142857 0.57142857
 0.71428571 0.71428571 0.85714286 1.        ]","[0.         0.14285714 0.28571429 0.42857143 0.42857143 0.71428571
 0.71428571 0.85714286 1.         1.        ]",0.46938775510204084,5
Xgboost,16,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.42857143 0.57142857 0.57142857 0.85714286 0.85714286
 1.        ]","[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.71428571
 1.        ]",0.7040816326530612,5
RandomForest,16,0.5625,0.57143,0.6,0.5555555555555556,0.42857,0.71429,0.14907,[0.         0.14285714 0.28571429 0.42857143 0.42857143 1.        ],[0.         0.14285714 0.28571429 0.28571429 0.42857143 1.        ],0.5102040816326531,6
DecisionTree,16,0.5625,0.57143,0.6,0.5555555555555556,0.42857,0.71429,0.14907,[0.         0.42857143 0.42857143 1.        ],[0.         0.28571429 0.42857143 1.        ],0.5306122448979592,6
KNN,16,0.49744,0.5,0.5,0.5,0.42857,0.57143,0.0,[0.         0.42857143 1.        ],[0.         0.42857143 1.        ],0.5,6
OneClassSVM,16,0.35385,0.35714,0.375,0.3333333333333333,0.42857,0.28571,-0.28868,"[0.         0.14285714 0.28571429 0.28571429 0.71428571 0.71428571
 0.85714286 0.85714286 1.        ]","[0.         0.         0.         0.28571429 0.28571429 0.57142857
 0.57142857 1.         1.        ]",0.6530612244897959,6
LocalOutlierFactor,16,0.49744,0.5,0.5,0.5,0.42857,0.57143,0.0,"[0.         0.         0.14285714 0.14285714 0.57142857 0.57142857
 1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 1.
 1.        ]",0.4285714285714286,6
IsolationForest,16,0.14286,0.14286,0.14285714285714285,0.14285714285714285,0.14286,0.14286,-0.71429,"[0.         0.14285714 0.28571429 0.28571429 0.85714286 0.85714286
 1.        ]","[0.         0.         0.         0.14285714 0.14285714 1.
 1.        ]",0.7755102040816327,6
Xgboost,16,0.62567,0.64286,0.75,0.6,0.42857,0.85714,0.31623,"[0.         0.14285714 0.42857143 0.42857143 0.71428571 0.71428571
 0.85714286 1.         1.        ]","[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.57142857
 0.71428571 0.71428571 1.        ]",0.6326530612244898,6
RandomForest,17,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,"[0.         0.         0.14285714 0.42857143 0.71428571 0.71428571
 0.85714286 1.        ]","[0.         0.14285714 0.14285714 0.14285714 0.28571429 0.57142857
 1.         1.        ]",0.6224489795918368,0
DecisionTree,17,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.14285714 0.42857143 0.71428571 0.85714286 1.
 1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.42857143 0.85714286
 1.        ]",0.7448979591836735,0
KNN,17,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,[0. 0. 1.],[0.         0.28571429 1.        ],0.35714285714285715,0
OneClassSVM,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.85714286 0.85714286 1.         1.        ],[0.         0.71428571 0.85714286 0.85714286 1.        ],0.5714285714285714,0
LocalOutlierFactor,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
IsolationForest,17,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,"[0.         0.28571429 0.42857143 0.71428571 0.71428571 1.
 1.        ]","[0.         0.         0.42857143 0.57142857 0.71428571 0.71428571
 1.        ]",0.6224489795918368,0
Xgboost,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 0.42857143 0.71428571 0.71428571 1.        ],[0.         0.14285714 0.14285714 0.28571429 0.42857143 1.        ],0.6836734693877551,0
RandomForest,17,0.53333,0.57143,0.6666666666666666,0.5454545454545454,0.28571,0.85714,0.17408,[0.         0.28571429 1.        ],[0.         0.14285714 1.        ],0.5714285714285714,1
DecisionTree,17,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,[0.         0.14285714 0.28571429 0.42857143 1.        ],[0.         0.         0.         0.28571429 1.        ],0.6122448979591837,1
KNN,17,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,[0.         0.14285714 0.57142857 1.        ],[0.         0.         0.57142857 1.        ],0.5408163265306123,1
OneClassSVM,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,1
LocalOutlierFactor,17,0.49744,0.5,0.5,0.5,0.42857,0.57143,0.0,"[0.         0.         0.14285714 0.14285714 0.57142857 0.57142857
 0.71428571 0.71428571 0.85714286 0.85714286 1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.71428571
 0.71428571 0.85714286 0.85714286 1.         1.        ]",0.4897959183673469,1
IsolationForest,17,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,"[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.85714286 0.85714286 1.        ]","[0.         0.         0.         0.28571429 0.28571429 0.42857143
 0.42857143 1.         1.        ]",0.6938775510204082,1
Xgboost,17,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.71428571 0.71428571 0.85714286 1.        ]","[0.         0.         0.         0.14285714 0.14285714 0.42857143
 0.71428571 0.85714286 1.         1.        ]",0.6224489795918368,1
RandomForest,17,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,"[0.         0.14285714 0.14285714 0.57142857 0.57142857 1.
 1.        ]","[0.         0.         0.42857143 0.42857143 0.71428571 0.71428571
 1.        ]",0.5102040816326531,2
DecisionTree,17,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,"[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.85714286
 1.        ]","[0.         0.28571429 0.28571429 0.71428571 0.71428571 0.71428571
 1.        ]",0.46938775510204084,2
KNN,17,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,"[0.         0.14285714 0.14285714 0.42857143 0.85714286 1.
 1.        ]","[0.         0.         0.28571429 0.28571429 0.71428571 0.71428571
 1.        ]",0.6020408163265305,2
OneClassSVM,17,0.57143,0.57143,0.5714285714285714,0.5714285714285714,0.57143,0.57143,0.14286,"[0.         0.         0.         0.42857143 0.42857143 1.
 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.57142857 0.57142857
 1.        ]",0.5510204081632654,2
LocalOutlierFactor,17,0.47594,0.5,0.5,0.5,0.28571,0.71429,0.0,"[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.57142857
 0.57142857 1.         1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.28571429
 0.71428571 0.71428571 1.        ]",0.6122448979591836,2
IsolationForest,17,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,"[0.         0.         0.28571429 0.28571429 0.42857143 0.42857143
 1.         1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.42857143
 0.42857143 1.        ]",0.673469387755102,2
Xgboost,17,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,"[0.         0.14285714 0.14285714 0.28571429 0.42857143 0.57142857
 0.57142857 0.85714286 0.85714286 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.42857143
 0.57142857 0.57142857 1.         1.        ]",0.5306122448979591,2
RandomForest,17,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,[0.         0.14285714 1.        ],[0.         0.28571429 1.        ],0.4285714285714286,3
DecisionTree,17,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,[0.         0.         0.28571429 1.        ],[0.         0.28571429 0.28571429 1.        ],0.4591836734693877,3
KNN,17,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,[0.         0.14285714 1.        ],[0.         0.28571429 1.        ],0.4285714285714286,3
OneClassSVM,17,0.49744,0.5,0.5,0.5,0.57143,0.42857,0.0,"[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.42857143
 0.57142857 0.57142857 0.85714286 0.85714286 1.         1.        ]","[0.         0.         0.         0.28571429 0.28571429 0.42857143
 0.42857143 0.57142857 0.57142857 0.71428571 0.71428571 1.        ]",0.6326530612244898,3
LocalOutlierFactor,17,0.42857,0.42857,0.42857142857142855,0.42857142857142855,0.42857,0.42857,-0.14286,[0.         0.         0.57142857 0.57142857 1.         1.        ],[0.         0.14285714 0.14285714 0.85714286 0.85714286 1.        ],0.5510204081632653,3
IsolationForest,17,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.         0.         0.42857143 0.42857143 0.57142857
 0.57142857 0.71428571 0.71428571 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.42857143
 0.71428571 0.71428571 1.         1.        ]",0.4285714285714286,3
Xgboost,17,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,"[0.         0.         0.         0.28571429 0.28571429 0.28571429
 0.57142857 0.57142857 0.71428571 0.71428571 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.71428571
 0.71428571 0.85714286 0.85714286 1.         1.        ]",0.30612244897959184,3
RandomForest,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.28571429 0.85714286 1.         1.        ],[0.         0.         0.71428571 0.85714286 1.        ],0.6836734693877551,4
DecisionTree,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.28571429 0.85714286 1.        ],[0.         0.         0.71428571 1.        ],0.6734693877551021,4
KNN,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 1.        ],[0.         0.14285714 1.        ],0.5,4
OneClassSVM,17,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,[0.         0.28571429 0.85714286 1.         1.        ],[0.         0.         0.71428571 0.85714286 1.        ],0.6836734693877551,4
LocalOutlierFactor,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
IsolationForest,17,0.37778,0.42857,0.3333333333333333,0.45454545454545453,0.14286,0.71429,-0.17408,[0.         0.57142857 0.85714286 1.         1.        ],[0.         0.71428571 0.71428571 0.85714286 1.        ],0.47959183673469385,4
Xgboost,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.28571429 0.85714286 1.         1.        ],[0.         0.         0.71428571 0.85714286 1.        ],0.6836734693877551,4
RandomForest,17,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,[0.         0.         0.42857143 1.        ],[0.         0.14285714 0.28571429 1.        ],0.5408163265306123,5
DecisionTree,17,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,[0.         0.14285714 1.         1.        ],[0.         0.         0.28571429 1.        ],0.8775510204081632,5
KNN,17,0.5625,0.57143,0.6,0.5555555555555556,0.42857,0.71429,0.14907,[0.         0.42857143 1.        ],[0.         0.28571429 1.        ],0.5714285714285714,5
OneClassSVM,17,0.41667,0.42857,0.4444444444444444,0.4,0.57143,0.28571,-0.14907,"[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.57142857
 1.         1.        ]","[0.         0.         0.28571429 0.28571429 0.71428571 0.71428571
 0.85714286 1.        ]",0.47959183673469385,5
LocalOutlierFactor,17,0.35385,0.35714,0.375,0.3333333333333333,0.42857,0.28571,-0.28868,"[0.         0.         0.42857143 0.85714286 0.85714286 1.
 1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.57142857 0.57142857
 1.        ]",0.7040816326530612,5
IsolationForest,17,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,"[0.         0.42857143 0.71428571 0.71428571 0.85714286 0.85714286
 1.         1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.85714286
 0.85714286 1.        ]",0.7653061224489796,5
Xgboost,17,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.14285714 0.57142857 0.85714286 1.         1.
 1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.57142857
 1.        ]",0.8979591836734694,5
RandomForest,17,0.64103,0.64286,0.6666666666666666,0.625,0.57143,0.71429,0.28868,"[0.         0.14285714 0.14285714 0.42857143 0.42857143 1.
 1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.28571429
 1.        ]",0.7959183673469388,6
DecisionTree,17,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,"[0.         0.14285714 0.57142857 0.71428571 1.         1.
 1.        ]","[0.         0.14285714 0.14285714 0.14285714 0.28571429 0.71428571
 1.        ]",0.8469387755102041,6
KNN,17,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,"[0.         0.         0.14285714 0.57142857 0.85714286 1.
 1.        ]","[0.         0.14285714 0.14285714 0.14285714 0.28571429 0.71428571
 1.        ]",0.7857142857142857,6
OneClassSVM,17,0.28571,0.28571,0.2857142857142857,0.2857142857142857,0.28571,0.28571,-0.42857,"[0.         0.14285714 0.14285714 0.71428571 0.71428571 0.85714286
 0.85714286 1.         1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.28571429
 0.42857143 0.42857143 1.        ]",0.8163265306122449,6
LocalOutlierFactor,17,0.3262,0.35714,0.25,0.4,0.14286,0.57143,-0.31623,"[0.         0.         0.57142857 0.57142857 0.85714286 0.85714286
 1.         1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.57142857
 0.57142857 1.        ]",0.7551020408163265,6
IsolationForest,17,0.17647,0.21429,0.0,0.3,0.0,0.42857,-0.63246,"[0.         0.14285714 0.57142857 0.71428571 0.71428571 1.
 1.        ]","[0.         0.         0.         0.14285714 0.42857143 0.42857143
 1.        ]",0.8673469387755102,6
Xgboost,17,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,"[0.         0.14285714 0.28571429 0.42857143 1.         1.
 1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.42857143
 1.        ]",0.7755102040816326,6
RandomForest,18,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.14285714 0.14285714 0.42857143 0.57142857 0.57142857
 0.57142857 0.85714286 1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.42857143
 0.71428571 1.         1.        ]",0.5408163265306122,0
DecisionTree,18,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.57142857 0.71428571 1.        ]","[0.         0.         0.         0.14285714 0.28571429 0.42857143
 0.71428571 0.71428571 1.        ]",0.6224489795918366,0
KNN,18,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,[0.         0.14285714 0.14285714 1.        ],[0.         0.         0.28571429 1.        ],0.4489795918367347,0
OneClassSVM,18,0.33333,0.5,0.5,,1.0,0.0,0.0,[0.         0.71428571 1.         1.        ],[0.         0.57142857 0.85714286 1.        ],0.5918367346938775,0
LocalOutlierFactor,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,0
IsolationForest,18,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.         0.28571429 0.42857143 0.42857143 0.57142857
 0.85714286 1.         1.        ]","[0.         0.28571429 0.28571429 0.42857143 0.57142857 0.57142857
 0.85714286 0.85714286 1.        ]",0.4591836734693877,0
Xgboost,18,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.57142857 0.71428571 1.        ]","[0.         0.         0.         0.14285714 0.28571429 0.42857143
 0.71428571 0.71428571 1.        ]",0.6224489795918366,0
RandomForest,18,0.47594,0.5,0.5,0.5,0.28571,0.71429,0.0,"[0.         0.28571429 0.28571429 0.57142857 0.57142857 0.71428571
 1.        ]","[0.         0.         0.28571429 0.28571429 0.42857143 0.57142857
 1.        ]",0.6224489795918368,1
DecisionTree,18,0.59064,0.64286,1.0,0.5833333333333334,0.28571,1.0,0.40825,[0.         0.28571429 0.42857143 1.        ],[0.         0.         0.42857143 1.        ],0.5612244897959183,1
KNN,18,0.47594,0.5,0.5,0.5,0.28571,0.71429,0.0,[0.         0.28571429 1.        ],[0.         0.28571429 1.        ],0.49999999999999994,1
OneClassSVM,18,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,[0.         0.85714286 0.85714286 1.        ],[0.         0.85714286 1.         1.        ],0.4897959183673469,1
LocalOutlierFactor,18,0.4269,0.5,0.5,0.5,0.14286,0.85714,0.0,"[0.         0.14285714 0.28571429 0.42857143 0.42857143 0.57142857
 0.57142857 0.71428571 0.71428571 0.85714286 0.85714286 1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.28571429
 0.42857143 0.42857143 0.71428571 0.71428571 1.         1.        ]",0.6224489795918368,1
IsolationForest,18,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.         0.         0.14285714 0.14285714 0.28571429
 0.28571429 0.42857143 0.71428571 1.        ]","[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.85714286 1.         1.         1.        ]",0.15306122448979592,1
Xgboost,18,0.47594,0.5,0.5,0.5,0.28571,0.71429,0.0,[0.         0.28571429 0.28571429 0.57142857 0.85714286 1.        ],[0.         0.         0.42857143 0.42857143 0.71428571 1.        ],0.5918367346938775,1
RandomForest,18,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,[0.         0.14285714 0.28571429 0.57142857 1.        ],[0.         0.         0.28571429 0.42857143 1.        ],0.5714285714285714,2
DecisionTree,18,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,[0.         0.         0.28571429 0.28571429 1.        ],[0.         0.14285714 0.14285714 0.28571429 1.        ],0.49999999999999994,2
KNN,18,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.         0.28571429 0.28571429 0.42857143 0.42857143
 0.57142857 0.57142857 0.85714286 1.        ]","[0.         0.14285714 0.14285714 0.42857143 0.42857143 0.57142857
 0.57142857 0.71428571 0.71428571 1.        ]",0.489795918367347,2
OneClassSVM,18,0.41667,0.42857,0.4,0.4444444444444444,0.28571,0.57143,-0.14907,"[0.         0.         0.28571429 0.28571429 0.42857143 0.42857143
 0.71428571 0.71428571 1.         1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.42857143
 0.42857143 0.57142857 0.57142857 1.        ]",0.6326530612244898,2
LocalOutlierFactor,18,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.14285714 0.57142857 0.57142857 0.71428571 0.71428571
 0.85714286 0.85714286 1.        ]","[0.         0.         0.         0.42857143 0.42857143 0.71428571
 0.71428571 1.         1.        ]",0.6938775510204082,2
IsolationForest,18,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.         0.71428571 0.71428571 0.85714286 0.85714286
 1.         1.        ]","[0.         0.14285714 0.14285714 0.57142857 0.57142857 0.71428571
 0.71428571 1.        ]",0.7142857142857143,2
Xgboost,18,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.14285714 0.14285714 0.28571429 0.42857143 0.85714286
 0.85714286 1.         1.        ]","[0.         0.         0.28571429 0.28571429 0.57142857 0.57142857
 0.85714286 0.85714286 1.        ]",0.5306122448979591,2
RandomForest,18,0.53333,0.57143,0.6666666666666666,0.5454545454545454,0.28571,0.85714,0.17408,"[0.         0.14285714 0.14285714 0.28571429 0.42857143 0.42857143
 1.         1.         1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.42857143
 0.42857143 0.71428571 1.        ]",0.7040816326530611,3
DecisionTree,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.85714286 1.        ],[0.         0.85714286 1.        ],0.5,3
KNN,18,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.14285714 0.28571429 0.28571429 0.42857143 0.42857143
 1.         1.        ]","[0.         0.         0.         0.14285714 0.14285714 0.28571429
 0.28571429 1.        ]",0.8163265306122449,3
OneClassSVM,18,0.5625,0.57143,0.6,0.5555555555555556,0.42857,0.71429,0.14907,"[0.         0.         0.14285714 0.14285714 0.42857143 0.42857143
 0.57142857 0.57142857 0.71428571 0.71428571 0.85714286 0.85714286
 1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.57142857
 0.57142857 0.71428571 0.71428571 0.85714286 0.85714286 1.
 1.        ]",0.4489795918367347,3
LocalOutlierFactor,18,0.3262,0.35714,0.4,0.25,0.57143,0.14286,-0.31623,"[0.         0.14285714 0.42857143 0.42857143 0.57142857 0.57142857
 0.85714286 0.85714286 1.         1.        ]","[0.         0.         0.         0.14285714 0.14285714 0.42857143
 0.42857143 0.57142857 0.57142857 1.        ]",0.7755102040816326,3
IsolationForest,18,0.3,0.42857,0.0,0.46153846153846156,0.0,0.85714,-0.27735,"[0.         0.         0.14285714 0.71428571 0.71428571 0.85714286
 0.85714286 1.         1.        ]","[0.         0.14285714 0.28571429 0.28571429 0.57142857 0.71428571
 0.85714286 0.85714286 1.        ]",0.5918367346938775,3
Xgboost,18,0.53333,0.57143,0.6666666666666666,0.5454545454545454,0.28571,0.85714,0.17408,"[0.         0.         0.28571429 0.28571429 0.42857143 0.71428571
 0.85714286 0.85714286 1.         1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.57142857
 0.57142857 0.85714286 0.85714286 1.        ]",0.5918367346938775,3
RandomForest,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 0.14285714 1.        ],[0.         0.28571429 0.71428571 1.        ],0.24489795918367346,4
DecisionTree,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 0.14285714 1.        ],[0.         0.28571429 0.71428571 1.        ],0.24489795918367346,4
KNN,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
OneClassSVM,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 1.         1.        ],[0.         0.28571429 0.57142857 1.        ],0.6122448979591837,4
LocalOutlierFactor,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1.],[0. 1.],0.5,4
IsolationForest,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.85714286 1.         1.        ],[0.         0.28571429 0.57142857 1.        ],0.8163265306122449,4
Xgboost,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.14285714 1.        ],[0.         0.28571429 1.        ],0.4285714285714286,4
RandomForest,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.71428571 0.85714286 1.        ],[0.         0.         0.14285714 1.        ],0.9081632653061226,5
DecisionTree,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.71428571 0.71428571 0.71428571 0.85714286 1.        ],[0.         0.         0.14285714 0.42857143 0.42857143 1.        ],0.8367346938775511,5
KNN,18,0.85417,0.85714,1.0,0.7777777777777778,0.71429,1.0,0.74536,[0.         0.71428571 0.71428571 1.        ],[0.         0.         0.14285714 1.        ],0.8367346938775512,5
OneClassSVM,18,0.68889,0.71429,0.6363636363636364,1.0,1.0,0.42857,0.52223,[0.         0.         0.         0.14285714 0.85714286 1.        ],[0.         0.14285714 1.         1.         1.         1.        ],0.0,5
LocalOutlierFactor,18,0.27083,0.28571,0.2,0.3333333333333333,0.14286,0.42857,-0.44721,"[0.         0.         0.14285714 0.14285714 0.85714286 0.85714286
 1.         1.        ]","[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.57142857
 0.57142857 1.        ]",0.6938775510204082,5
IsolationForest,18,0.33333,0.5,,0.5,0.0,1.0,0.0,"[0.         0.71428571 0.71428571 0.85714286 0.85714286 1.
 1.        ]","[0.         0.         0.42857143 0.42857143 0.71428571 0.71428571
 1.        ]",0.8367346938775511,5
Xgboost,18,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.71428571 0.71428571 0.85714286 1.         1.        ],[0.         0.         0.57142857 0.71428571 0.71428571 1.        ],0.8061224489795918,5
RandomForest,18,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,"[0.         0.14285714 0.28571429 0.42857143 0.42857143 0.57142857
 0.57142857 0.85714286 0.85714286 1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.28571429
 0.42857143 0.42857143 0.71428571 1.        ]",0.6836734693877551,6
DecisionTree,18,0.53333,0.57143,0.6666666666666666,0.5454545454545454,0.28571,0.85714,0.17408,"[0.         0.28571429 0.42857143 0.57142857 0.85714286 0.85714286
 1.         1.        ]","[0.         0.14285714 0.28571429 0.57142857 0.57142857 0.85714286
 0.85714286 1.        ]",0.6020408163265306,6
KNN,18,0.475,0.57143,1.0,0.5384615384615384,0.14286,1.0,0.27735,[0.         0.14285714 0.28571429 0.28571429 1.        ],[0.         0.         0.14285714 0.42857143 1.        ],0.47959183673469385,6
OneClassSVM,18,0.26316,0.35714,0.0,0.4166666666666667,0.0,0.71429,-0.40825,"[0.         0.14285714 0.14285714 0.28571429 0.42857143 0.42857143
 0.57142857 0.57142857 0.85714286 0.85714286 1.         1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.42857143
 0.42857143 0.57142857 0.57142857 0.71428571 0.71428571 1.        ]",0.6224489795918366,6
LocalOutlierFactor,18,0.3262,0.35714,0.25,0.4,0.14286,0.57143,-0.31623,"[0.         0.14285714 0.14285714 0.28571429 0.28571429 0.42857143
 0.57142857 0.85714286 0.85714286 1.         1.        ]","[0.         0.         0.14285714 0.14285714 0.28571429 0.28571429
 0.57142857 0.57142857 0.71428571 0.71428571 1.        ]",0.6122448979591837,6
