MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,1.0,0.64,0.6480940000000001,0.7,0.461728
DecisionTree,0.9333333333333332,0.7333333333333333,0.79619,0.7999980000000001,0.6323540000000001
KNN,0.875,0.56,0.5388080000000001,0.6000019999999999,0.26832599999999995
