MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.9111111111111111,0.65,0.6716898,0.7033334000000002,0.4570066
DecisionTree,0.95,0.75,0.8091419999999999,0.8133307999999999,0.6622564
KNN,0.8863636363636364,0.5680000000000001,0.5621416,0.6133355999999999,0.3041028
Xgboost,0.6166666666666666,0.5796666666666667,0.5789524,0.5866682,0.183251
