MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.8446825396825397,0.5755027499578987,0.5788873999999999,0.6221422,0.3189432
DecisionTree,0.8201067821067822,0.6006489496041119,0.6163572,0.6450007999999999,0.3453321999999999
KNN,0.7534790764790764,0.6026922343446774,0.625037,0.6428558000000001,0.317892
OneClassSVM,0.4285714285714285,0.2857142857142857,0.3523800000000001,0.39285999999999993,-0.24744
LocalOutlierFactor,0.526063779357897,0.5155720115125149,0.49670680000000006,0.5192834000000001,0.0402542
IsolationForest,0.6050634920634921,0.5145909839715331,0.45285800000000004,0.5242852,0.0746166
Xgboost,0.7371904761904762,0.5537685864859778,0.5410313999999999,0.5871422,0.2247482
