MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.8958333333333334,0.638,0.6674039999999999,0.6933336000000001,0.4444992
DecisionTree,0.9516666666666665,0.7616666666666666,0.8158086,0.8199973999999999,0.6755898
KNN,0.8586956521739131,0.5660000000000001,0.565451,0.6100021999999999,0.2951586
Xgboost,0.6399999999999999,0.59,0.5922146,0.6000015999999999,0.213004
