MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.9108695652173913,0.639,0.6662374,0.7,0.4518088
DecisionTree,0.9666666666666666,0.7416666666666666,0.81238,0.816664,0.6697319999999999
KNN,0.8777777777777778,0.5680000000000001,0.5651892000000001,0.6133355999999999,0.3041028
OneClassSVM,1.0,0.634,0.5499982000000001,0.6500007999999999,0.3273304
LocalOutlierFactor,0.5546666666666666,0.38666666666666666,0.4916685999999999,0.5266672,0.005503200000000019
IsolationForest,0.775,0.6857142857142858,0.5483078,0.6366672,0.31933120000000004
Xgboost,0.6433333333333333,0.5953333333333333,0.5921196000000001,0.6033354,0.2203302
