MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.8478260869565217,0.629,0.6473084,0.6766664,0.396032
DecisionTree,0.98,0.745,0.8188560000000001,0.8233303999999998,0.6846832
KNN,0.85,0.556,0.5332364,0.5933352,0.2504376
OneClassSVM,1.0,0.634,0.5499982000000001,0.6500007999999999,0.3273304
LocalOutlierFactor,0.5546666666666666,0.38666666666666666,0.4916685999999999,0.5266672,0.005503200000000019
IsolationForest,0.6333333333333333,0.6261904761904761,0.42397380000000007,0.553334,0.1333372
Xgboost,0.6499999999999999,0.589,0.5903574,0.6000017999999999,0.2167502
