MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.8687943262411346,0.6426666666666666,0.6666658,0.6933330000000001,0.4324518
DecisionTree,0.955,0.745,0.8091419999999999,0.8133307999999999,0.6622564
KNN,0.875,0.56,0.5388080000000001,0.6000019999999999,0.268326
OneClassSVM,1.0,0.634,0.5499982000000001,0.6500007999999999,0.3273304
LocalOutlierFactor,0.5546666666666666,0.38666666666666666,0.4916685999999999,0.5266672,0.005503200000000019
IsolationForest,0.7163265306122449,0.7140000000000001,0.5236886000000001,0.6233337999999999,0.2780414
Xgboost,0.6333333333333333,0.5963333333333334,0.5953336,0.6033352,0.216584
