MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.8865248226950354,0.6863333333333332,0.6986183999999999,0.7233335999999998,0.4923024000000001
DecisionTree,0.8766666666666666,0.7866666666666666,0.7918083999999999,0.7966641999999999,0.6273054
KNN,0.9533333333333335,0.6293333333333334,0.6635469999999999,0.6933347999999998,0.4715316
OneClassSVM,0.9,0.9880952380952381,0.8761897999999999,0.9033332000000001,0.8082844
LocalOutlierFactor,0.425,0.4918367346938775,0.45509279999999996,0.4833332,-0.0546404
IsolationForest,0.8043478260869565,0.6044117647058824,0.521189,0.6100011999999999,0.2764276
Xgboost,0.6054421768707483,0.5233333333333333,0.5175692000000001,0.5366674,0.09610859999999999
