model_name,iteration,fold,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR
OneClassSVM,5,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253,0.7352941176470589,0.4014084507042254
LocalOutlierFactor,5,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964,0.39705882352941174,0.5140845070422535
IsolationForest,5,0,0.49117,0.51046,0.3548387096774194,0.6815642458100558,0.16176,0.85915,0.0276,0.16176470588235295,0.14084507042253525
Xgboost,5,0,0.62917,0.62583,0.5166666666666667,0.7533333333333333,0.45588,0.79577,0.26067,0.45588235294117646,0.204225352112676
RandomForestClassifier,5,1,0.59484,0.59215,0.47368421052631576,0.7302631578947368,0.39706,0.78723,0.19387,0.39705882352941174,0.21276595744680848
DecisionTree,5,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367,0.38235294117647056,0.17730496453900713
KNN,5,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249,0.3235294117647059,0.15602836879432624
OneClassSVM,5,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764,0.6470588235294118,0.4042553191489362
LocalOutlierFactor,5,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096,0.36764705882352944,0.3262411347517731
IsolationForest,5,1,0.53653,0.54015,0.4090909090909091,0.696969696969697,0.26471,0.8156,0.09229,0.2647058823529412,0.18439716312056742
Xgboost,5,1,0.63157,0.62891,0.5161290322580645,0.7551020408163265,0.47059,0.78723,0.26444,0.47058823529411764,0.21276595744680848
RandomForestClassifier,6,0,0.64237,0.63577,0.5686274509803921,0.7547169811320755,0.42647,0.84507,0.29631,0.4264705882352941,0.15492957746478875
DecisionTree,6,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152,0.6764705882352942,0.45070422535211263
KNN,6,0,0.61039,0.60605,0.5454545454545454,0.7349397590361446,0.35294,0.85915,0.24387,0.35294117647058826,0.14084507042253525
OneClassSVM,6,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253,0.7352941176470589,0.4014084507042254
LocalOutlierFactor,6,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964,0.39705882352941174,0.5140845070422535
IsolationForest,6,0,0.44066,0.47722,0.24,0.6648648648648648,0.08824,0.8662,-0.06584,0.08823529411764706,0.1338028169014085
Xgboost,6,0,0.60705,0.60377,0.49122807017543857,0.738562091503268,0.41176,0.79577,0.21838,0.4117647058823529,0.204225352112676
RandomForestClassifier,6,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367,0.38235294117647056,0.17730496453900713
DecisionTree,6,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367,0.38235294117647056,0.17730496453900713
KNN,6,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249,0.3235294117647059,0.15602836879432624
OneClassSVM,6,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764,0.6470588235294118,0.4042553191489362
LocalOutlierFactor,6,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096,0.36764705882352944,0.3262411347517731
IsolationForest,6,1,0.48182,0.49275,0.30952380952380953,0.6706586826347305,0.19118,0.79433,-0.01695,0.19117647058823528,0.2056737588652482
Xgboost,6,1,0.63966,0.636,0.5333333333333333,0.7583892617449665,0.47059,0.80142,0.28169,0.47058823529411764,0.1985815602836879
RandomForestClassifier,7,0,0.63866,0.63194,0.5714285714285714,0.7515527950310559,0.41176,0.85211,0.29194,0.4117647058823529,0.147887323943662
DecisionTree,7,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152,0.6764705882352942,0.45070422535211263
KNN,7,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766,0.39705882352941174,0.147887323943662
OneClassSVM,7,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253,0.7352941176470589,0.4014084507042254
LocalOutlierFactor,7,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964,0.39705882352941174,0.5140845070422535
IsolationForest,7,0,0.50439,0.52133,0.3870967741935484,0.6871508379888268,0.17647,0.8662,0.05628,0.17647058823529413,0.1338028169014085
Xgboost,7,0,0.65165,0.64758,0.55,0.7666666666666667,0.48529,0.80986,0.30572,0.4852941176470588,0.1901408450704225
RandomForestClassifier,7,1,0.59813,0.59491,0.5106382978723404,0.7283950617283951,0.35294,0.83688,0.21301,0.35294117647058826,0.16312056737588654
DecisionTree,7,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367,0.38235294117647056,0.17730496453900713
KNN,7,1,0.6032,0.60122,0.5833333333333334,0.7283236994219653,0.30882,0.89362,0.25118,0.3088235294117647,0.1063829787234043
OneClassSVM,7,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764,0.6470588235294118,0.4042553191489362
LocalOutlierFactor,7,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096,0.36764705882352944,0.3262411347517731
IsolationForest,7,1,0.52015,0.5353,0.43333333333333335,0.6927374301675978,0.19118,0.87943,0.09435,0.19117647058823528,0.12056737588652477
Xgboost,7,1,0.62908,0.62484,0.5263157894736842,0.75,0.44118,0.80851,0.26266,0.4411764705882353,0.19148936170212771
RandomForestClassifier,8,0,0.64237,0.63577,0.5686274509803921,0.7547169811320755,0.42647,0.84507,0.29631,0.4264705882352941,0.15492957746478875
DecisionTree,8,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152,0.6764705882352942,0.45070422535211263
KNN,8,0,0.61863,0.6134,0.5555555555555556,0.7393939393939394,0.36765,0.85915,0.25864,0.36764705882352944,0.14084507042253525
OneClassSVM,8,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253,0.7352941176470589,0.4014084507042254
LocalOutlierFactor,8,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964,0.39705882352941174,0.5140845070422535
IsolationForest,8,0,0.50787,0.51843,0.3684210526315789,0.686046511627907,0.20588,0.83099,0.04481,0.20588235294117646,0.16901408450704225
Xgboost,8,0,0.62917,0.62583,0.5166666666666667,0.7533333333333333,0.45588,0.79577,0.26067,0.45588235294117646,0.204225352112676
RandomForestClassifier,8,1,0.59484,0.59215,0.47368421052631576,0.7302631578947368,0.39706,0.78723,0.19387,0.39705882352941174,0.21276595744680848
DecisionTree,8,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367,0.38235294117647056,0.17730496453900713
KNN,8,1,0.6032,0.60122,0.5833333333333334,0.7283236994219653,0.30882,0.89362,0.25118,0.3088235294117647,0.1063829787234043
OneClassSVM,8,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764,0.6470588235294118,0.4042553191489362
LocalOutlierFactor,8,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096,0.36764705882352944,0.3262411347517731
IsolationForest,8,1,0.46973,0.49525,0.3103448275862069,0.6722222222222223,0.13235,0.85816,-0.01286,0.1323529411764706,0.14184397163120566
Xgboost,8,1,0.61372,0.6104,0.5,0.7417218543046358,0.42647,0.79433,0.23102,0.4264705882352941,0.2056737588652482
RandomForestClassifier,9,0,0.61496,0.61019,0.5306122448979592,0.7391304347826086,0.38235,0.83803,0.24382,0.38235294117647056,0.1619718309859155
DecisionTree,9,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152,0.6764705882352942,0.45070422535211263
KNN,9,0,0.61887,0.61371,0.5416666666666666,0.7407407407407407,0.38235,0.84507,0.25343,0.38235294117647056,0.15492957746478875
OneClassSVM,9,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253,0.7352941176470589,0.4014084507042254
LocalOutlierFactor,9,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964,0.39705882352941174,0.5140845070422535
IsolationForest,9,0,0.50787,0.51843,0.3684210526315789,0.686046511627907,0.20588,0.83099,0.04481,0.20588235294117646,0.16901408450704225
Xgboost,9,0,0.62917,0.62583,0.5166666666666667,0.7533333333333333,0.45588,0.79577,0.26067,0.45588235294117646,0.204225352112676
RandomForestClassifier,9,1,0.56579,0.56576,0.45652173913043476,0.7116564417177914,0.30882,0.8227,0.14872,0.3088235294117647,0.17730496453900713
DecisionTree,9,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367,0.38235294117647056,0.17730496453900713
KNN,9,1,0.6032,0.60122,0.5833333333333334,0.7283236994219653,0.30882,0.89362,0.25118,0.3088235294117647,0.1063829787234043
OneClassSVM,9,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764,0.6470588235294118,0.4042553191489362
LocalOutlierFactor,9,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096,0.36764705882352944,0.3262411347517731
IsolationForest,9,1,0.4803,0.48039,0.29850746268656714,0.6619718309859155,0.29412,0.66667,-0.03937,0.29411764705882354,0.33333333333333337
Xgboost,9,1,0.63157,0.62891,0.5161290322580645,0.7551020408163265,0.47059,0.78723,0.26444,0.47058823529411764,0.21276595744680848
RandomForestClassifier,10,0,0.63866,0.63194,0.5714285714285714,0.7515527950310559,0.41176,0.85211,0.29194,0.4117647058823529,0.147887323943662
DecisionTree,10,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152,0.6764705882352942,0.45070422535211263
KNN,10,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766,0.39705882352941174,0.147887323943662
OneClassSVM,10,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253,0.7352941176470589,0.4014084507042254
LocalOutlierFactor,10,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964,0.39705882352941174,0.5140845070422535
IsolationForest,10,0,0.52739,0.54277,0.4642857142857143,0.6978021978021978,0.19118,0.89437,0.11775,0.19117647058823528,0.10563380281690138
Xgboost,10,0,0.63432,0.62873,0.5471698113207547,0.7515923566878981,0.42647,0.83099,0.27734,0.4264705882352941,0.16901408450704225
RandomForestClassifier,10,1,0.61818,0.61316,0.5416666666666666,0.7391304347826086,0.38235,0.84397,0.25209,0.38235294117647056,0.15602836879432624
DecisionTree,10,1,0.60625,0.60226,0.5208333333333334,0.7329192546583851,0.36765,0.83688,0.22781,0.36764705882352944,0.16312056737588654
KNN,10,1,0.5904,0.59032,0.5555555555555556,0.7225433526011561,0.29412,0.88652,0.22413,0.29411764705882354,0.11347517730496459
OneClassSVM,10,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764,0.6470588235294118,0.4042553191489362
LocalOutlierFactor,10,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096,0.36764705882352944,0.3262411347517731
IsolationForest,10,1,0.47871,0.49249,0.3076923076923077,0.6705882352941176,0.17647,0.80851,-0.01806,0.17647058823529413,0.19148936170212771
Xgboost,10,1,0.62908,0.62484,0.5263157894736842,0.75,0.44118,0.80851,0.26266,0.4411764705882353,0.19148936170212771
RandomForestClassifier,11,0,0.64237,0.63577,0.5686274509803921,0.7547169811320755,0.42647,0.84507,0.29631,0.4264705882352941,0.15492957746478875
DecisionTree,11,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152,0.6764705882352942,0.45070422535211263
KNN,11,0,0.61863,0.6134,0.5555555555555556,0.7393939393939394,0.36765,0.85915,0.25864,0.36764705882352944,0.14084507042253525
OneClassSVM,11,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253,0.7352941176470589,0.4014084507042254
LocalOutlierFactor,11,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964,0.39705882352941174,0.5140845070422535
IsolationForest,11,0,0.53416,0.5466,0.4666666666666667,0.7,0.20588,0.88732,0.12464,0.20588235294117646,0.11267605633802813
Xgboost,11,0,0.63236,0.62966,0.5161290322580645,0.7567567567567568,0.47059,0.78873,0.26602,0.47058823529411764,0.21126760563380287
RandomForestClassifier,11,1,0.61767,0.61394,0.5087719298245614,0.743421052631579,0.42647,0.80142,0.23973,0.4264705882352941,0.1985815602836879
DecisionTree,11,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367,0.38235294117647056,0.17730496453900713
KNN,11,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249,0.3235294117647059,0.15602836879432624
OneClassSVM,11,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764,0.6470588235294118,0.4042553191489362
LocalOutlierFactor,11,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096,0.36764705882352944,0.3262411347517731
IsolationForest,11,1,0.44503,0.45348,0.24,0.6477987421383647,0.17647,0.7305,-0.10217,0.17647058823529413,0.2695035460992907
Xgboost,11,1,0.63867,0.63626,0.5238095238095238,0.7602739726027398,0.48529,0.78723,0.27825,0.4852941176470588,0.21276595744680848
RandomForestClassifier,12,0,0.63383,0.62904,0.5357142857142857,0.7532467532467533,0.44118,0.8169,0.27308,0.4411764705882353,0.18309859154929575
DecisionTree,12,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152,0.6764705882352942,0.45070422535211263
KNN,12,0,0.64642,0.63929,0.58,0.75625,0.42647,0.85211,0.30606,0.4264705882352941,0.147887323943662
OneClassSVM,12,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253,0.7352941176470589,0.4014084507042254
LocalOutlierFactor,12,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964,0.39705882352941174,0.5140845070422535
IsolationForest,12,0,0.53082,0.54308,0.45161290322580644,0.6983240223463687,0.20588,0.88028,0.11366,0.20588235294117646,0.11971830985915488
Xgboost,12,0,0.63236,0.62966,0.5161290322580645,0.7567567567567568,0.47059,0.78873,0.26602,0.47058823529411764,0.21126760563380287
RandomForestClassifier,12,1,0.59813,0.59491,0.5106382978723404,0.7283950617283951,0.35294,0.83688,0.21301,0.35294117647058826,0.16312056737588654
DecisionTree,12,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367,0.38235294117647056,0.17730496453900713
KNN,12,1,0.58532,0.58375,0.5,0.7212121212121212,0.32353,0.84397,0.19249,0.3235294117647059,0.15602836879432624
OneClassSVM,12,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764,0.6470588235294118,0.4042553191489362
LocalOutlierFactor,12,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096,0.36764705882352944,0.3262411347517731
IsolationForest,12,1,0.45066,0.46715,0.25,0.6568047337278107,0.14706,0.78723,-0.07825,0.14705882352941177,0.21276595744680848
Xgboost,12,1,0.64117,0.63548,0.5555555555555556,0.7548387096774194,0.44118,0.82979,0.29001,0.4411764705882353,0.17021276595744683
RandomForestClassifier,13,0,0.64122,0.63639,0.543859649122807,0.7581699346405228,0.45588,0.8169,0.28703,0.45588235294117646,0.18309859154929575
DecisionTree,13,0,0.58074,0.61288,0.41818181818181815,0.78,0.67647,0.5493,0.21152,0.6764705882352942,0.45070422535211263
KNN,13,0,0.63078,0.62459,0.5625,0.7469135802469136,0.39706,0.85211,0.27766,0.39705882352941174,0.147887323943662
OneClassSVM,13,0,0.63265,0.66694,0.4672897196261682,0.8252427184466019,0.73529,0.59859,0.31253,0.7352941176470589,0.4014084507042254
LocalOutlierFactor,13,0,0.43452,0.44149,0.27,0.6272727272727273,0.39706,0.48592,-0.10964,0.39705882352941174,0.5140845070422535
IsolationForest,13,0,0.4973,0.5175,0.3793103448275862,0.6850828729281768,0.16176,0.87324,0.04748,0.16176470588235295,0.12676056338028174
Xgboost,13,0,0.6067,0.60408,0.48333333333333334,0.74,0.42647,0.78169,0.21561,0.4264705882352941,0.21830985915492962
RandomForestClassifier,13,1,0.59431,0.59136,0.5,0.7267080745341615,0.35294,0.82979,0.20353,0.35294117647058826,0.17021276595744683
DecisionTree,13,1,0.60645,0.60252,0.5098039215686274,0.7341772151898734,0.38235,0.8227,0.22367,0.38235294117647056,0.17730496453900713
KNN,13,1,0.5904,0.59032,0.5555555555555556,0.7225433526011561,0.29412,0.88652,0.22413,0.29411764705882354,0.11347517730496459
OneClassSVM,13,1,0.5977,0.6214,0.43564356435643564,0.7777777777777778,0.64706,0.59574,0.22764,0.6470588235294118,0.4042553191489362
LocalOutlierFactor,13,1,0.52036,0.5207,0.352112676056338,0.6884057971014492,0.36765,0.67376,0.04096,0.36764705882352944,0.3262411347517731
IsolationForest,13,1,0.51588,0.51888,0.36,0.6855345911949685,0.26471,0.77305,0.04146,0.2647058823529412,0.22695035460992907
Xgboost,13,1,0.60979,0.60685,0.4915254237288136,0.74,0.42647,0.78723,0.22244,0.4264705882352941,0.21276595744680848
