MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.8741134751773049,0.6676666666666666,0.6798088,0.7066663999999999,0.460736
DecisionTree,0.883,0.715,0.7632846000000001,0.7699977999999998,0.568459
KNN,0.92,0.6350000000000001,0.6719273999999998,0.6966671999999999,0.4640224
OneClassSVM,0.9,0.9880952380952381,0.8761897999999999,0.9033332000000001,0.8082844
LocalOutlierFactor,0.425,0.4918367346938775,0.45509279999999996,0.4833332,-0.0546404
IsolationForest,0.82,0.6140625000000001,0.532213,0.6166683999999999,0.3018084
Xgboost,0.5933333333333333,0.5483333333333333,0.544403,0.5566675999999999,0.12552919999999998
