model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
RandomForest,0,0.66502,0.69118,0.9333333333333333,0.6226415094339622,0.41176,0.97059,0.46106,"[0.         0.02941176 0.23529412 0.23529412 0.5        0.5
 0.52941176 0.52941176 0.64705882 0.64705882 0.67647059 0.67647059
 0.76470588 0.76470588 0.79411765 0.79411765 0.85294118 0.85294118
 0.88235294 0.88235294 0.91176471 0.91176471 0.94117647 0.94117647
 0.97058824 0.97058824 1.         1.        ]","[0.         0.         0.         0.02941176 0.02941176 0.05882353
 0.05882353 0.11764706 0.11764706 0.14705882 0.14705882 0.20588235
 0.20588235 0.23529412 0.23529412 0.38235294 0.38235294 0.44117647
 0.44117647 0.55882353 0.55882353 0.82352941 0.82352941 0.85294118
 0.85294118 0.91176471 0.91176471 1.        ]",0.8192041522491349
DecisionTree,0,0.63922,0.66176,0.8235294117647058,0.6078431372549019,0.41176,0.91176,0.37358,[0.         0.41176471 0.82352941 0.85294118 1.        ],[0.         0.08823529 0.5        0.61764706 1.        ],0.7253460207612457
KNN,0,0.58144,0.61765,0.7857142857142857,0.5740740740740741,0.32353,0.91176,0.29096,"[0.         0.02941176 0.11764706 0.11764706 0.23529412 0.23529412
 0.32352941 0.32352941 0.41176471 0.41176471 0.47058824 0.47058824
 0.52941176 0.52941176 0.61764706 0.61764706 0.67647059 0.67647059
 0.70588235 0.70588235 0.82352941 0.82352941 0.85294118 0.85294118
 0.94117647 0.94117647 1.        ]","[0.         0.         0.         0.02941176 0.02941176 0.05882353
 0.05882353 0.11764706 0.11764706 0.26470588 0.26470588 0.38235294
 0.38235294 0.41176471 0.41176471 0.44117647 0.44117647 0.47058824
 0.47058824 0.52941176 0.52941176 0.61764706 0.61764706 0.64705882
 0.64705882 0.70588235 1.        ]",0.6790657439446366
OneClassSVM,0,0.35238,0.35294,0.3611111111111111,0.34375,0.38235,0.32353,-0.29463,"[0.         0.02941176 0.52941176 0.52941176 0.58823529 0.58823529
 0.61764706 0.61764706 0.70588235 0.70588235 0.76470588 0.76470588
 0.79411765 0.79411765 0.82352941 0.82352941 0.85294118 0.85294118
 0.88235294 0.88235294 0.94117647 0.94117647 0.97058824 0.97058824
 1.        ]","[0.         0.         0.         0.14705882 0.14705882 0.17647059
 0.17647059 0.32352941 0.32352941 0.41176471 0.41176471 0.52941176
 0.52941176 0.55882353 0.55882353 0.64705882 0.64705882 0.85294118
 0.85294118 0.88235294 0.88235294 0.94117647 0.94117647 1.
 1.        ]",0.7482698961937717
LocalOutlierFactor,0,0.53923,0.54412,0.5555555555555556,0.5365853658536586,0.44118,0.64706,0.09017,"[0.         0.         0.         0.05882353 0.05882353 0.11764706
 0.11764706 0.14705882 0.14705882 0.17647059 0.17647059 0.20588235
 0.20588235 0.29411765 0.29411765 0.32352941 0.32352941 0.35294118
 0.35294118 0.41176471 0.41176471 0.47058824 0.47058824 0.55882353
 0.55882353 0.61764706 0.61764706 0.67647059 0.67647059 0.85294118
 0.85294118 0.88235294 0.88235294 0.91176471 0.91176471 1.        ]","[0.         0.02941176 0.14705882 0.14705882 0.20588235 0.20588235
 0.26470588 0.26470588 0.29411765 0.29411765 0.32352941 0.32352941
 0.38235294 0.38235294 0.44117647 0.44117647 0.47058824 0.47058824
 0.5        0.5        0.55882353 0.55882353 0.58823529 0.58823529
 0.73529412 0.73529412 0.76470588 0.76470588 0.85294118 0.85294118
 0.88235294 0.88235294 0.94117647 0.94117647 1.         1.        ]",0.397923875432526
IsolationForest,0,0.57647,0.60294,0.7058823529411765,0.5686274509803921,0.35294,0.85294,0.23773,"[0.         0.02941176 0.02941176 0.05882353 0.05882353 0.08823529
 0.08823529 0.11764706 0.11764706 0.14705882 0.14705882 0.26470588
 0.26470588 0.32352941 0.32352941 0.35294118 0.35294118 0.38235294
 0.38235294 0.44117647 0.44117647 0.5        0.5        0.64705882
 0.64705882 0.73529412 0.73529412 0.76470588 0.76470588 1.        ]","[0.         0.         0.02941176 0.02941176 0.17647059 0.17647059
 0.23529412 0.23529412 0.44117647 0.44117647 0.47058824 0.47058824
 0.58823529 0.58823529 0.61764706 0.61764706 0.73529412 0.73529412
 0.76470588 0.76470588 0.79411765 0.79411765 0.82352941 0.82352941
 0.88235294 0.88235294 0.94117647 0.94117647 1.         1.        ]",0.2906574394463668
Xgboost,0,0.58884,0.61765,0.75,0.5769230769230769,0.35294,0.88235,0.27735,"[0.         0.02941176 0.02941176 0.11764706 0.11764706 0.35294118
 0.35294118 0.38235294 0.38235294 0.70588235 0.70588235 0.76470588
 0.76470588 0.82352941 0.82352941 0.85294118 0.85294118 0.88235294
 0.88235294 0.94117647 0.94117647 1.         1.        ]","[0.         0.         0.05882353 0.05882353 0.08823529 0.08823529
 0.11764706 0.11764706 0.14705882 0.14705882 0.32352941 0.32352941
 0.35294118 0.35294118 0.52941176 0.52941176 0.58823529 0.58823529
 0.67647059 0.67647059 0.91176471 0.91176471 1.        ]",0.7569204152249135
RandomForest,1,0.59524,0.61765,0.7222222222222222,0.58,0.38235,0.85294,0.26667,"[0.         0.02941176 0.14705882 0.35294118 0.38235294 0.5
 0.61764706 0.73529412 0.79411765 0.94117647 1.        ]","[0.         0.         0.02941176 0.08823529 0.14705882 0.14705882
 0.14705882 0.38235294 0.52941176 0.70588235 1.        ]",0.7491349480968857
DecisionTree,1,0.65573,0.66176,0.72,0.627906976744186,0.52941,0.79412,0.3355,"[0.         0.08823529 0.14705882 0.38235294 0.38235294 0.44117647
 0.52941176 0.55882353 0.55882353 0.55882353 0.61764706 0.61764706
 0.67647059 1.        ]","[0.         0.02941176 0.02941176 0.14705882 0.17647059 0.20588235
 0.20588235 0.20588235 0.26470588 0.29411765 0.29411765 0.35294118
 0.41176471 1.        ]",0.6725778546712803
KNN,1,0.60784,0.63235,0.7647058823529411,0.5882352941176471,0.38235,0.88235,0.30566,"[0.         0.11764706 0.17647059 0.17647059 0.20588235 0.20588235
 0.38235294 0.38235294 0.41176471 0.41176471 0.5        0.5
 0.52941176 0.52941176 0.55882353 0.55882353 0.73529412 0.73529412
 0.76470588 0.76470588 1.        ]","[0.         0.         0.         0.02941176 0.02941176 0.08823529
 0.08823529 0.11764706 0.11764706 0.20588235 0.20588235 0.32352941
 0.32352941 0.41176471 0.41176471 0.47058824 0.47058824 0.52941176
 0.52941176 0.64705882 1.        ]",0.6479238754325258
