MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.8368757707720555,0.5868603258897968,0.5999499999999999,0.6358816,0.33771680000000004
DecisionTree,0.74267665413362,0.5843740229351407,0.5957386,0.6211758000000001,0.27783399999999997
KNN,0.766172047766475,0.5817622859145476,0.5957908,0.6244118000000001,0.2939174
OneClassSVM,0.3634110654985834,0.29763892445179607,0.32906940000000007,0.34529419999999994,-0.3175782
LocalOutlierFactor,0.5810057751954304,0.5499521226711258,0.555641,0.5614738,0.1268772
IsolationForest,0.6928478638776941,0.5547999999819551,0.546578,0.5826476,0.2017652
Xgboost,0.7806296644531937,0.5808242971183106,0.5934316000000002,0.6250000000000001,0.3002998
