MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.8252189188520458,0.5992860888511272,0.6209258,0.6500009999999999,0.3556756
DecisionTree,0.7407572084665907,0.587318130158216,0.6011262,0.6251864,0.28550660000000005
KNN,0.7905664335664335,0.5878252382625021,0.6059890000000001,0.6340748,0.3180868
OneClassSVM,0.3476902176635868,0.17683605992781337,0.26782180000000005,0.30333499999999997,-0.4140908
LocalOutlierFactor,0.6704544739098516,0.608076325705358,0.6262764,0.6314822,0.2705988
IsolationForest,0.7302285378990662,0.5801203898428635,0.5919614,0.6162966,0.268146
Xgboost,0.8034799644799645,0.5695132564517035,0.5702518,0.612592,0.28934100000000007
