model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
RandomForest,0,0.64265,0.66667,0.8461538461538461,0.6097560975609756,0.40741,0.92593,0.38983,"[0.         0.03703704 0.07407407 0.22222222 0.2962963  0.40740741
 0.44444444 0.59259259 0.66666667 0.7037037  0.7037037  0.7037037
 0.7037037  0.77777778 0.85185185 0.85185185 1.         1.        ]","[0.         0.         0.         0.03703704 0.03703704 0.07407407
 0.07407407 0.14814815 0.14814815 0.18518519 0.25925926 0.2962963
 0.37037037 0.55555556 0.66666667 0.7037037  0.77777778 1.        ]",0.7626886145404664
DecisionTree,0,0.59428,0.61111,0.6875,0.5789473684210527,0.40741,0.81481,0.24333,"[0.         0.03703704 0.11111111 0.22222222 0.2962963  0.33333333
 0.40740741 0.44444444 0.48148148 0.55555556 0.55555556 0.66666667
 0.74074074 0.74074074 1.        ]","[0.         0.         0.         0.         0.18518519 0.18518519
 0.18518519 0.25925926 0.25925926 0.33333333 0.44444444 0.48148148
 0.48148148 0.66666667 1.        ]",0.6296296296296295
KNN,0,0.5786,0.61111,0.75,0.5714285714285714,0.33333,0.88889,0.26726,"[0.         0.03703704 0.11111111 0.11111111 0.25925926 0.25925926
 0.33333333 0.33333333 0.44444444 0.44444444 0.48148148 0.48148148
 0.59259259 0.59259259 0.62962963 0.62962963 0.66666667 0.66666667
 0.74074074 0.74074074 0.85185185 0.85185185 0.88888889 0.88888889
 0.96296296 0.96296296 1.        ]","[0.         0.         0.         0.03703704 0.03703704 0.07407407
 0.07407407 0.11111111 0.11111111 0.18518519 0.18518519 0.2962963
 0.2962963  0.33333333 0.33333333 0.37037037 0.37037037 0.44444444
 0.44444444 0.51851852 0.51851852 0.7037037  0.7037037  0.74074074
 0.74074074 0.77777778 1.        ]",0.7064471879286693
OneClassSVM,0,0.24264,0.25926,0.3142857142857143,0.15789473684210525,0.40741,0.11111,-0.50412,"[0.         0.03703704 0.40740741 0.40740741 0.44444444 0.44444444
 0.48148148 0.48148148 0.59259259 0.59259259 0.62962963 0.62962963
 0.66666667 0.66666667 0.74074074 0.74074074 0.81481481 0.81481481
 0.85185185 0.85185185 0.92592593 0.92592593 0.96296296 0.96296296
 1.        ]","[0.         0.         0.         0.03703704 0.03703704 0.07407407
 0.07407407 0.11111111 0.11111111 0.14814815 0.14814815 0.22222222
 0.22222222 0.25925926 0.25925926 0.55555556 0.55555556 0.81481481
 0.81481481 0.88888889 0.88888889 0.92592593 0.92592593 1.
 1.        ]",0.7421124828532235
LocalOutlierFactor,0,0.62132,0.62963,0.6842105263157895,0.6,0.48148,0.77778,0.27145,"[0.         0.03703704 0.03703704 0.07407407 0.07407407 0.11111111
 0.11111111 0.14814815 0.14814815 0.22222222 0.22222222 0.25925926
 0.25925926 0.2962963  0.2962963  0.33333333 0.33333333 0.37037037
 0.37037037 0.51851852 0.51851852 0.62962963 0.62962963 0.85185185
 0.85185185 0.88888889 0.88888889 0.92592593 0.92592593 1.        ]","[0.         0.         0.03703704 0.03703704 0.11111111 0.11111111
 0.18518519 0.18518519 0.22222222 0.22222222 0.33333333 0.33333333
 0.40740741 0.40740741 0.51851852 0.51851852 0.66666667 0.66666667
 0.74074074 0.74074074 0.81481481 0.81481481 0.85185185 0.85185185
 0.88888889 0.88888889 0.96296296 0.96296296 1.         1.        ]",0.3676268861454046
IsolationForest,0,0.61873,0.64815,0.8333333333333334,0.5952380952380952,0.37037,0.92593,0.35635,"[0.         0.03703704 0.03703704 0.07407407 0.07407407 0.11111111
 0.11111111 0.14814815 0.14814815 0.18518519 0.18518519 0.22222222
 0.22222222 0.25925926 0.25925926 0.33333333 0.33333333 0.40740741
 0.40740741 0.48148148 0.48148148 0.51851852 0.51851852 0.62962963
 0.62962963 0.66666667 0.66666667 1.        ]","[0.         0.         0.07407407 0.07407407 0.14814815 0.14814815
 0.18518519 0.18518519 0.22222222 0.22222222 0.25925926 0.25925926
 0.33333333 0.33333333 0.55555556 0.55555556 0.62962963 0.62962963
 0.7037037  0.7037037  0.81481481 0.81481481 0.92592593 0.92592593
 0.96296296 0.96296296 1.         1.        ]",0.31275720164609055
Xgboost,0,0.61873,0.64815,0.8333333333333334,0.5952380952380952,0.37037,0.92593,0.35635,"[0.         0.03703704 0.03703704 0.37037037 0.37037037 0.40740741
 0.40740741 0.51851852 0.51851852 0.66666667 0.66666667 0.7037037
 0.7037037  0.74074074 0.74074074 0.77777778 0.77777778 0.81481481
 0.81481481 0.88888889 0.88888889 0.92592593 0.92592593 0.96296296
 0.96296296 1.        ]","[0.         0.         0.07407407 0.07407407 0.11111111 0.11111111
 0.18518519 0.18518519 0.22222222 0.22222222 0.25925926 0.25925926
 0.48148148 0.48148148 0.51851852 0.51851852 0.55555556 0.55555556
 0.62962963 0.62962963 0.7037037  0.7037037  0.92592593 0.92592593
 1.         1.        ]",0.7064471879286693
RandomForest,1,0.5786,0.61111,0.75,0.5714285714285714,0.33333,0.88889,0.26726,"[0.         0.07407407 0.07407407 0.18518519 0.33333333 0.51851852
 0.62962963 0.74074074 0.77777778 0.81481481 0.88888889 0.92592593
 1.        ]","[0.         0.03703704 0.07407407 0.07407407 0.11111111 0.14814815
 0.2962963  0.40740741 0.40740741 0.48148148 0.66666667 0.88888889
 1.        ]",0.7160493827160495
DecisionTree,1,0.46711,0.55556,0.8,0.5306122448979592,0.14815,0.96296,0.19166,"[0.         0.14814815 0.14814815 0.37037037 0.48148148 0.74074074
 0.77777778 0.81481481 0.88888889 0.88888889 1.        ]","[0.         0.         0.03703704 0.03703704 0.22222222 0.25925926
 0.25925926 0.2962963  0.48148148 0.85185185 1.        ]",0.7633744855967078
KNN,1,0.59398,0.62963,0.8181818181818182,0.5813953488372093,0.33333,0.92593,0.32186,[0.         0.14814815 0.33333333 0.66666667 1.        ],[0.         0.         0.07407407 0.59259259 1.        ],0.6165980795610425
