MN,ACC_1,ACC_2,F1,AUC,MCC
RandomForest,0.8121171051171051,0.5972496105458199,0.6171998000000001,0.6457172,0.34415439999999997
DecisionTree,0.7467503199414963,0.6206225050041382,0.6406234,0.6576198,0.33949019999999996
KNN,0.7615752580752582,0.5915227794272729,0.6103676,0.6338121999999999,0.306747
OneClassSVM,0.52,0.5121951219512195,0.33536320000000003,0.5009524000000001,0.0062468
LocalOutlierFactor,0.7052620712620714,0.6033376955101093,0.625428,0.6361932000000001,0.28986439999999997
IsolationForest,0.8198324613982508,0.6283801533641512,0.6639524,0.6795269999999999,0.40047900000000003
Xgboost,0.79004329004329,0.5877203120251032,0.6053304,0.6342884,0.3183178
