model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR
RandomForestClassifier,3,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,3,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,3,0.62958,0.62121,0.4,0.8823529411764706,0.33333,0.90909,0.26163,0.3333333333333333,0.09090909090909094
OneClassSVM,3,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,3,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,3,0.65179,0.67424,0.375,0.9032258064516129,0.5,0.84848,0.31138,0.5,0.1515151515151515
Xgboost,3,0.76411,0.84091,0.5,0.9655172413793104,0.83333,0.84848,0.56338,0.8333333333333334,0.1515151515151515
RandomForestClassifier,4,0.76411,0.84091,0.5,0.9655172413793104,0.83333,0.84848,0.56338,0.8333333333333334,0.1515151515151515
DecisionTree,4,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,4,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,4,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,4,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,4,0.65179,0.67424,0.375,0.9032258064516129,0.5,0.84848,0.31138,0.5,0.1515151515151515
Xgboost,4,0.60606,0.60606,0.3333333333333333,0.8787878787878788,0.33333,0.87879,0.21212,0.3333333333333333,0.12121212121212122
RandomForestClassifier,5,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,5,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,5,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,5,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,5,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,5,0.73884,0.77273,0.5,0.9354838709677419,0.66667,0.87879,0.48738,0.6666666666666666,0.12121212121212122
Xgboost,5,0.76411,0.84091,0.5,0.9655172413793104,0.83333,0.84848,0.56338,0.8333333333333334,0.1515151515151515
RandomForestClassifier,6,0.62857,0.65909,0.3333333333333333,0.9,0.5,0.81818,0.27247,0.5,0.18181818181818177
DecisionTree,6,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,6,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,6,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,6,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,6,0.76923,0.78788,0.5714285714285714,0.9375,0.66667,0.90909,0.54131,0.6666666666666666,0.09090909090909094
Xgboost,6,0.58462,0.59091,0.2857142857142857,0.875,0.33333,0.84848,0.17094,0.3333333333333333,0.1515151515151515
RandomForestClassifier,7,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,7,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,7,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,7,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,7,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,7,0.73884,0.77273,0.5,0.9354838709677419,0.66667,0.87879,0.48738,0.6666666666666666,0.12121212121212122
Xgboost,7,0.58462,0.59091,0.2857142857142857,0.875,0.33333,0.84848,0.17094,0.3333333333333333,0.1515151515151515
RandomForestClassifier,8,0.62857,0.65909,0.3333333333333333,0.9,0.5,0.81818,0.27247,0.5,0.18181818181818177
DecisionTree,8,0.66379,0.7803,0.35714285714285715,0.96,0.83333,0.72727,0.42165,0.8333333333333334,0.2727272727272727
KNN,8,0.62958,0.62121,0.4,0.8823529411764706,0.33333,0.90909,0.26163,0.3333333333333333,0.09090909090909094
OneClassSVM,8,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,8,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,8,0.46187,0.57576,0.19047619047619047,0.8888888888888888,0.66667,0.48485,0.10966,0.6666666666666666,0.5151515151515151
Xgboost,8,0.73674,0.82576,0.45454545454545453,0.9642857142857143,0.83333,0.81818,0.52237,0.8333333333333334,0.18181818181818177
RandomForestClassifier,9,0.71111,0.75758,0.4444444444444444,0.9333333333333333,0.66667,0.84848,0.44115,0.6666666666666666,0.1515151515151515
DecisionTree,9,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,9,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,9,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,9,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,9,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
Xgboost,9,0.58462,0.59091,0.2857142857142857,0.875,0.33333,0.84848,0.17094,0.3333333333333333,0.1515151515151515
RandomForestClassifier,10,0.71111,0.75758,0.4444444444444444,0.9333333333333333,0.66667,0.84848,0.44115,0.6666666666666666,0.1515151515151515
DecisionTree,10,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,10,0.62958,0.62121,0.4,0.8823529411764706,0.33333,0.90909,0.26163,0.3333333333333333,0.09090909090909094
OneClassSVM,10,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,10,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,10,0.73884,0.77273,0.5,0.9354838709677419,0.66667,0.87879,0.48738,0.6666666666666666,0.12121212121212122
Xgboost,10,0.76411,0.84091,0.5,0.9655172413793104,0.83333,0.84848,0.56338,0.8333333333333334,0.1515151515151515
RandomForestClassifier,11,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,11,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,11,0.62958,0.62121,0.4,0.8823529411764706,0.33333,0.90909,0.26163,0.3333333333333333,0.09090909090909094
OneClassSVM,11,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,11,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,11,0.67692,0.68939,0.42857142857142855,0.90625,0.5,0.87879,0.35613,0.5,0.12121212121212122
Xgboost,11,0.76411,0.84091,0.5,0.9655172413793104,0.83333,0.84848,0.56338,0.8333333333333334,0.1515151515151515
RandomForestClassifier,12,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,12,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,12,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,12,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,12,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,12,0.65179,0.67424,0.375,0.9032258064516129,0.5,0.84848,0.31138,0.5,0.1515151515151515
Xgboost,12,0.60606,0.60606,0.3333333333333333,0.8787878787878788,0.33333,0.87879,0.21212,0.3333333333333333,0.12121212121212122
RandomForestClassifier,13,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,13,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,13,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,13,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,13,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,13,0.65179,0.67424,0.375,0.9032258064516129,0.5,0.84848,0.31138,0.5,0.1515151515151515
Xgboost,13,0.60606,0.60606,0.3333333333333333,0.8787878787878788,0.33333,0.87879,0.21212,0.3333333333333333,0.12121212121212122
RandomForestClassifier,14,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,14,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,14,0.62958,0.62121,0.4,0.8823529411764706,0.33333,0.90909,0.26163,0.3333333333333333,0.09090909090909094
OneClassSVM,14,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,14,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,14,0.67692,0.68939,0.42857142857142855,0.90625,0.5,0.87879,0.35613,0.5,0.12121212121212122
Xgboost,14,0.76411,0.84091,0.5,0.9655172413793104,0.83333,0.84848,0.56338,0.8333333333333334,0.1515151515151515
RandomForestClassifier,15,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,15,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,15,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,15,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,15,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,15,0.73884,0.77273,0.5,0.9354838709677419,0.66667,0.87879,0.48738,0.6666666666666666,0.12121212121212122
Xgboost,15,0.52374,0.52273,0.2,0.8529411764705882,0.16667,0.87879,0.04906,0.16666666666666666,0.12121212121212122
RandomForestClassifier,16,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,16,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,16,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,16,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,16,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,16,0.76923,0.78788,0.5714285714285714,0.9375,0.66667,0.90909,0.54131,0.6666666666666666,0.09090909090909094
Xgboost,16,0.76411,0.84091,0.5,0.9655172413793104,0.83333,0.84848,0.56338,0.8333333333333334,0.1515151515151515
RandomForestClassifier,17,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,17,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,17,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,17,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,17,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,17,0.71111,0.75758,0.4444444444444444,0.9333333333333333,0.66667,0.84848,0.44115,0.6666666666666666,0.1515151515151515
Xgboost,17,0.58462,0.59091,0.2857142857142857,0.875,0.33333,0.84848,0.17094,0.3333333333333333,0.1515151515151515
RandomForestClassifier,18,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,18,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,18,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,18,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,18,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,18,0.73884,0.77273,0.5,0.9354838709677419,0.66667,0.87879,0.48738,0.6666666666666666,0.12121212121212122
Xgboost,18,0.60606,0.60606,0.3333333333333333,0.8787878787878788,0.33333,0.87879,0.21212,0.3333333333333333,0.12121212121212122
RandomForestClassifier,19,0.71111,0.75758,0.4444444444444444,0.9333333333333333,0.66667,0.84848,0.44115,0.6666666666666666,0.1515151515151515
DecisionTree,19,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,19,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,19,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,19,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,19,0.67692,0.68939,0.42857142857142855,0.90625,0.5,0.87879,0.35613,0.5,0.12121212121212122
Xgboost,19,0.60606,0.60606,0.3333333333333333,0.8787878787878788,0.33333,0.87879,0.21212,0.3333333333333333,0.12121212121212122
RandomForestClassifier,20,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,20,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,20,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,20,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,20,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,20,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
Xgboost,20,0.58462,0.59091,0.2857142857142857,0.875,0.33333,0.84848,0.17094,0.3333333333333333,0.1515151515151515
RandomForestClassifier,21,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,21,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,21,0.62958,0.62121,0.4,0.8823529411764706,0.33333,0.90909,0.26163,0.3333333333333333,0.09090909090909094
OneClassSVM,21,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,21,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,21,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
Xgboost,21,0.60606,0.60606,0.3333333333333333,0.8787878787878788,0.33333,0.87879,0.21212,0.3333333333333333,0.12121212121212122
RandomForestClassifier,22,0.71111,0.75758,0.4444444444444444,0.9333333333333333,0.66667,0.84848,0.44115,0.6666666666666666,0.1515151515151515
DecisionTree,22,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,22,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,22,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,22,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,22,0.71111,0.75758,0.4444444444444444,0.9333333333333333,0.66667,0.84848,0.44115,0.6666666666666666,0.1515151515151515
Xgboost,22,0.58462,0.59091,0.2857142857142857,0.875,0.33333,0.84848,0.17094,0.3333333333333333,0.1515151515151515
RandomForestClassifier,23,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,23,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,23,0.62958,0.62121,0.4,0.8823529411764706,0.33333,0.90909,0.26163,0.3333333333333333,0.09090909090909094
OneClassSVM,23,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,23,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,23,0.76923,0.78788,0.5714285714285714,0.9375,0.66667,0.90909,0.54131,0.6666666666666666,0.09090909090909094
Xgboost,23,0.76411,0.84091,0.5,0.9655172413793104,0.83333,0.84848,0.56338,0.8333333333333334,0.1515151515151515
RandomForestClassifier,24,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,24,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,24,0.62958,0.62121,0.4,0.8823529411764706,0.33333,0.90909,0.26163,0.3333333333333333,0.09090909090909094
OneClassSVM,24,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,24,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,24,0.73884,0.77273,0.5,0.9354838709677419,0.66667,0.87879,0.48738,0.6666666666666666,0.12121212121212122
Xgboost,24,0.60606,0.60606,0.3333333333333333,0.8787878787878788,0.33333,0.87879,0.21212,0.3333333333333333,0.12121212121212122
RandomForestClassifier,25,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,25,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,25,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,25,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,25,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,25,0.73884,0.77273,0.5,0.9354838709677419,0.66667,0.87879,0.48738,0.6666666666666666,0.12121212121212122
Xgboost,25,0.76411,0.84091,0.5,0.9655172413793104,0.83333,0.84848,0.56338,0.8333333333333334,0.1515151515151515
RandomForestClassifier,26,0.71111,0.75758,0.4444444444444444,0.9333333333333333,0.66667,0.84848,0.44115,0.6666666666666666,0.1515151515151515
DecisionTree,26,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,26,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,26,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,26,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,26,0.67692,0.68939,0.42857142857142855,0.90625,0.5,0.87879,0.35613,0.5,0.12121212121212122
Xgboost,26,0.60606,0.60606,0.3333333333333333,0.8787878787878788,0.33333,0.87879,0.21212,0.3333333333333333,0.12121212121212122
RandomForestClassifier,27,0.62857,0.65909,0.3333333333333333,0.9,0.5,0.81818,0.27247,0.5,0.18181818181818177
DecisionTree,27,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,27,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,27,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,27,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,27,0.73884,0.77273,0.5,0.9354838709677419,0.66667,0.87879,0.48738,0.6666666666666666,0.12121212121212122
Xgboost,27,0.60606,0.60606,0.3333333333333333,0.8787878787878788,0.33333,0.87879,0.21212,0.3333333333333333,0.12121212121212122
RandomForestClassifier,28,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,28,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,28,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,28,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,28,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,28,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
Xgboost,28,0.76411,0.84091,0.5,0.9655172413793104,0.83333,0.84848,0.56338,0.8333333333333334,0.1515151515151515
RandomForestClassifier,29,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
DecisionTree,29,0.61731,0.69697,0.3076923076923077,0.9230769230769231,0.66667,0.72727,0.30151,0.6666666666666666,0.2727272727272727
KNN,29,0.68548,0.74242,0.4,0.9310344827586207,0.66667,0.81818,0.40063,0.6666666666666666,0.18181818181818177
OneClassSVM,29,0.55429,0.75758,0.2727272727272727,1.0,1.0,0.51515,0.37483,1.0,0.48484848484848486
LocalOutlierFactor,29,0.51109,0.5303,0.18181818181818182,0.8571428571428571,0.33333,0.72727,0.04859,0.3333333333333333,0.2727272727272727
IsolationForest,29,0.67692,0.68939,0.42857142857142855,0.90625,0.5,0.87879,0.35613,0.5,0.12121212121212122
