model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR
IsolationForest,5,0.53395,0.53195,0.25,0.8536585365853658,0.14286,0.92105,0.08139,0.14285714285714285,0.07894736842105265
Xgboost,5,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
RandomForestClassifier,6,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
DecisionTree,6,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,6,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,6,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,6,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,6,0.56,0.56391,0.25,0.8648648648648649,0.28571,0.84211,0.12117,0.2857142857142857,0.1578947368421053
Xgboost,6,0.61538,0.60338,0.4,0.875,0.28571,0.92105,0.23846,0.2857142857142857,0.07894736842105265
RandomForestClassifier,7,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,7,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,7,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,7,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,7,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,7,0.53395,0.53195,0.25,0.8536585365853658,0.14286,0.92105,0.08139,0.14285714285714285,0.07894736842105265
Xgboost,7,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
RandomForestClassifier,8,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,8,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,8,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,8,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,8,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,8,0.57707,0.57707,0.2857142857142857,0.868421052631579,0.28571,0.86842,0.15414,0.2857142857142857,0.13157894736842102
Xgboost,8,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
RandomForestClassifier,9,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,9,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,9,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,9,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,9,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,9,0.61538,0.60338,0.4,0.875,0.28571,0.92105,0.23846,0.2857142857142857,0.07894736842105265
Xgboost,9,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
RandomForestClassifier,10,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,10,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,10,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,10,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,10,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,10,0.51923,0.5188,0.2,0.85,0.14286,0.89474,0.04336,0.14285714285714285,0.10526315789473684
Xgboost,10,0.61538,0.60338,0.4,0.875,0.28571,0.92105,0.23846,0.2857142857142857,0.07894736842105265
RandomForestClassifier,11,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
DecisionTree,11,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,11,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,11,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,11,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,11,0.51923,0.5188,0.2,0.85,0.14286,0.89474,0.04336,0.14285714285714285,0.10526315789473684
Xgboost,11,0.61538,0.60338,0.4,0.875,0.28571,0.92105,0.23846,0.2857142857142857,0.07894736842105265
RandomForestClassifier,12,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,12,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,12,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,12,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,12,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,12,0.51923,0.5188,0.2,0.85,0.14286,0.89474,0.04336,0.14285714285714285,0.10526315789473684
Xgboost,12,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
RandomForestClassifier,13,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,13,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,13,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,13,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,13,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,13,0.49248,0.49248,0.14285714285714285,0.8421052631578947,0.14286,0.84211,-0.01504,0.14285714285714285,0.1578947368421053
Xgboost,13,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
RandomForestClassifier,14,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,14,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,14,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,14,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,14,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,14,0.53395,0.53195,0.25,0.8536585365853658,0.14286,0.92105,0.08139,0.14285714285714285,0.07894736842105265
Xgboost,14,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
RandomForestClassifier,15,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,15,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,15,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
OneClassSVM,15,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,15,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,15,0.53395,0.53195,0.25,0.8536585365853658,0.14286,0.92105,0.08139,0.14285714285714285,0.07894736842105265
Xgboost,15,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
RandomForestClassifier,16,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
DecisionTree,16,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,16,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,16,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,16,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,16,0.51923,0.5188,0.2,0.85,0.14286,0.89474,0.04336,0.14285714285714285,0.10526315789473684
Xgboost,16,0.53395,0.53195,0.25,0.8536585365853658,0.14286,0.92105,0.08139,0.14285714285714285,0.07894736842105265
RandomForestClassifier,17,0.53395,0.53195,0.25,0.8536585365853658,0.14286,0.92105,0.08139,0.14285714285714285,0.07894736842105265
DecisionTree,17,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,17,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,17,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,17,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,17,0.48,0.47932,0.125,0.8378378378378378,0.14286,0.81579,-0.0392,0.14285714285714285,0.1842105263157895
Xgboost,17,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
RandomForestClassifier,18,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
DecisionTree,18,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,18,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,18,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,18,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,18,0.51923,0.5188,0.2,0.85,0.14286,0.89474,0.04336,0.14285714285714285,0.10526315789473684
Xgboost,18,0.53395,0.53195,0.25,0.8536585365853658,0.14286,0.92105,0.08139,0.14285714285714285,0.07894736842105265
RandomForestClassifier,19,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
DecisionTree,19,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,19,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,19,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,19,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,19,0.57707,0.57707,0.2857142857142857,0.868421052631579,0.28571,0.86842,0.15414,0.2857142857142857,0.13157894736842102
Xgboost,19,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
RandomForestClassifier,20,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,20,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,20,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,20,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,20,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,20,0.5954,0.59023,0.3333333333333333,0.8717948717948718,0.28571,0.89474,0.19239,0.2857142857142857,0.10526315789473684
Xgboost,20,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
RandomForestClassifier,21,0.53395,0.53195,0.25,0.8536585365853658,0.14286,0.92105,0.08139,0.14285714285714285,0.07894736842105265
DecisionTree,21,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,21,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,21,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,21,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,21,0.51923,0.5188,0.2,0.85,0.14286,0.89474,0.04336,0.14285714285714285,0.10526315789473684
Xgboost,21,0.61538,0.60338,0.4,0.875,0.28571,0.92105,0.23846,0.2857142857142857,0.07894736842105265
RandomForestClassifier,22,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
DecisionTree,22,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,22,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
OneClassSVM,22,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,22,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,22,0.53395,0.53195,0.25,0.8536585365853658,0.14286,0.92105,0.08139,0.14285714285714285,0.07894736842105265
Xgboost,22,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
RandomForestClassifier,23,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,23,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,23,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
OneClassSVM,23,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,23,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,23,0.57707,0.57707,0.2857142857142857,0.868421052631579,0.28571,0.86842,0.15414,0.2857142857142857,0.13157894736842102
Xgboost,23,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
RandomForestClassifier,24,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,24,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,24,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
OneClassSVM,24,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,24,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,24,0.53395,0.53195,0.25,0.8536585365853658,0.14286,0.92105,0.08139,0.14285714285714285,0.07894736842105265
Xgboost,24,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
RandomForestClassifier,25,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,25,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,25,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,25,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,25,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,25,0.61538,0.60338,0.4,0.875,0.28571,0.92105,0.23846,0.2857142857142857,0.07894736842105265
Xgboost,25,0.61538,0.60338,0.4,0.875,0.28571,0.92105,0.23846,0.2857142857142857,0.07894736842105265
RandomForestClassifier,26,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
DecisionTree,26,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,26,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,26,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,26,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,26,0.49248,0.49248,0.14285714285714285,0.8421052631578947,0.14286,0.84211,-0.01504,0.14285714285714285,0.1578947368421053
Xgboost,26,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
RandomForestClassifier,27,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
DecisionTree,27,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,27,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,27,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,27,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,27,0.54392,0.55075,0.2222222222222222,0.8611111111111112,0.28571,0.81579,0.09197,0.2857142857142857,0.1842105263157895
Xgboost,27,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
RandomForestClassifier,28,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
DecisionTree,28,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,28,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
OneClassSVM,28,0.40191,0.49624,0.15384615384615385,0.8421052631578947,0.57143,0.42105,-0.00552,0.5714285714285714,0.5789473684210527
LocalOutlierFactor,28,0.41492,0.46429,0.13636363636363635,0.8260869565217391,0.42857,0.5,-0.05179,0.42857142857142855,0.5
IsolationForest,28,0.61538,0.60338,0.4,0.875,0.28571,0.92105,0.23846,0.2857142857142857,0.07894736842105265
Xgboost,28,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
RandomForestClassifier,29,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
DecisionTree,29,0.55,0.54511,0.3333333333333333,0.8571428571428571,0.14286,0.94737,0.13109,0.14285714285714285,0.052631578947368474
KNN,29,0.63751,0.61654,0.5,0.8780487804878049,0.28571,0.94737,0.29684,0.2857142857142857,0.052631578947368474
