model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,THRESH
KNN,4,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.5  1.   1.  ],[0.   0.25 0.5  0.75 1.  ],[1.57142857 0.57142857 0.42857143 0.28571429 0.        ]
OneClassSVM,4,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,4,0.61905,0.625,0.6,0.6666666666666666,0.75,0.5,0.2582,[],[],[]
IsolationForest,4,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,4,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.25 0.25 0.5  0.5  1.  ],"[1.840267   0.8402669  0.47475922 0.18583588 0.05584478 0.01905492
 0.00419956]"
RandomForest,5,0.73333,0.75,1.0,0.6666666666666666,0.5,1.0,0.57735,[0.  0.5 1. ],[0. 0. 1.],[2. 1. 0.]
DecisionTree,5,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[1.71428571 0.71428571 0.5        0.        ]
KNN,5,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.25 0.25 1.  ],[1.61461145 0.61461145 0.44170185 0.21066536 0.        ]
OneClassSVM,5,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,5,0.75,0.75,0.75,0.75,0.75,0.75,0.5,[],[],[]
IsolationForest,5,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,5,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.25 0.25 0.5  0.5  1.  ],"[1.8112268  0.8112269  0.7064376  0.18675706 0.09586945 0.03649114
 0.00379168]"
RandomForest,6,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.25 0.25 1.  ],[1.52051223 0.52051223 0.253754   0.1875341  0.00635046]
DecisionTree,6,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[1.71428571 0.71428571 0.27272727 0.        ]
KNN,6,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.75 0.75 1.  ],[1.6253412  0.6253412  0.35168446 0.13785168 0.        ]
OneClassSVM,6,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,6,0.27273,0.375,0.42857142857142855,0.0,0.75,0.0,-0.37796,[],[],[]
IsolationForest,6,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[],[],[]
Xgboost,6,0.27273,0.375,0.0,0.42857142857142855,0.0,0.75,-0.37796,[0.   0.   0.25 0.25 0.5  0.5  1.   1.  ],[0.   0.25 0.25 0.5  0.5  0.75 0.75 1.  ],"[1.5463096  0.5463096  0.49505582 0.27352577 0.25899038 0.14189388
 0.07705414 0.01601263]"
RandomForest,7,0.75,0.75,0.75,0.75,0.75,0.75,0.5,[0.   0.75 1.  ],[0.   0.25 1.  ],[2. 1. 0.]
DecisionTree,7,0.87302,0.875,0.8,1.0,1.0,0.75,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[2.         1.         0.66666667 0.        ]
KNN,7,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.25 0.25 1.  ],[1.61461145 0.61461145 0.44170185 0.21066536 0.        ]
OneClassSVM,7,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,7,0.61905,0.625,0.6,0.6666666666666666,0.75,0.5,0.2582,[],[],[]
IsolationForest,7,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[],[],[]
Xgboost,7,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.25 0.25 0.5  0.5  1.  ],"[1.8226385  0.82263845 0.7628603  0.13733536 0.11231611 0.04120948
 0.00281646]"
RandomForest,8,0.73333,0.75,1.0,0.6666666666666666,0.5,1.0,0.57735,[0.  0.5 1.  1. ],[0.   0.   0.25 1.  ],[1.66666667 0.66666667 0.33333333 0.        ]
DecisionTree,8,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[1.71428571 0.71428571 0.5        0.        ]
KNN,8,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.5  0.75 1.  ],[1.6 0.6 0.4 0.2 0. ]
OneClassSVM,8,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,8,0.61905,0.625,0.6,0.6666666666666666,0.75,0.5,0.2582,[],[],[]
IsolationForest,8,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[],[],[]
Xgboost,8,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.5  0.5  0.75 0.75 1.  ],"[1.7732868  0.77328676 0.2648773  0.08138897 0.06570927 0.04165677
 0.00635612]"
RandomForest,9,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.75 1.   1.  ],[0.   0.   0.   0.75 1.  ],[1.93333333 0.93333333 0.4254902  0.15110423 0.03666667]
DecisionTree,9,0.75,0.75,0.75,0.75,0.75,0.75,0.5,[0.   0.75 1.  ],[0.   0.25 1.  ],[2. 1. 0.]
KNN,9,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 1.  ],[0.   0.25 1.  ],[2. 1. 0.]
OneClassSVM,9,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,9,0.27273,0.375,0.42857142857142855,0.0,0.75,0.0,-0.37796,[],[],[]
IsolationForest,9,0.73333,0.75,1.0,0.6666666666666666,0.5,1.0,0.57735,[],[],[]
Xgboost,9,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.25 0.75 1.   1.  ],[0.  0.  0.5 0.5 0.5 1. ],[1.6974163  0.69741625 0.19658619 0.19432606 0.17442873 0.02562082]
RandomForest,10,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 0.5  1.  ],[0.  0.  0.5 0.5 1. ],[1.85714286 0.85714286 0.23214286 0.14285714 0.        ]
DecisionTree,10,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 1.  ],[0. 0. 1.],[2. 1. 0.]
KNN,10,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.25 0.25 1.  ],[1.61461145 0.61461145 0.44170185 0.21066536 0.        ]
OneClassSVM,10,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,10,0.36508,0.375,0.4,0.3333333333333333,0.5,0.25,-0.2582,[],[],[]
IsolationForest,10,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,10,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.5  0.5  0.75 0.75 1.  ],"[1.7027593  0.70275927 0.34310588 0.07349123 0.03769927 0.01192119
 0.00326775]"
RandomForest,11,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.   0.75 1.  ],[0.   0.25 1.  ],[1.33333333 0.33333333 0.        ]
DecisionTree,11,0.75,0.75,0.75,0.75,0.75,0.75,0.5,[0.   0.75 1.   1.  ],[0.   0.25 0.25 1.  ],[2.  1.  0.5 0. ]
KNN,11,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.75 0.75 1.  ],[1.6253412  0.6253412  0.35168446 0.13785168 0.        ]
OneClassSVM,11,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,11,0.75,0.75,0.75,0.75,0.75,0.75,0.5,[],[],[]
IsolationForest,11,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,11,0.27273,0.375,0.0,0.42857142857142855,0.0,0.75,-0.37796,[0.  0.  0.5 0.5 1.  1. ],[0.   0.25 0.25 0.75 0.75 1.  ],[1.5663149  0.566315   0.23709133 0.21678355 0.06788358 0.01202718]
RandomForest,12,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.   0.25 0.75 0.75 1.  ],[0.   0.   0.   0.75 1.  ],[1.42857143 0.42857143 0.23214286 0.08928571 0.        ]
DecisionTree,12,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[2.         1.         0.27272727 0.03370787]
KNN,12,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.5  0.75 1.  ],[1.6 0.6 0.4 0.2 0. ]
OneClassSVM,12,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,12,0.75,0.75,0.75,0.75,0.75,0.75,0.5,[],[],[]
IsolationForest,12,0.73333,0.75,1.0,0.6666666666666666,0.5,1.0,0.57735,[],[],[]
Xgboost,12,0.27273,0.375,0.0,0.42857142857142855,0.0,0.75,-0.37796,[0.   0.   0.25 0.25 0.5  0.5  1.   1.  ],[0.   0.25 0.25 0.5  0.5  0.75 0.75 1.  ],"[1.6332211  0.6332212  0.47019225 0.19164214 0.17347327 0.10088556
 0.04625862 0.01190078]"
RandomForest,13,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 1.   1.   1.  ],[0.   0.   0.25 0.75 1.  ],[1.66666667 0.66666667 0.22727273 0.13453079 0.03883701]
DecisionTree,13,0.2,0.25,0.0,0.3333333333333333,0.0,0.5,-0.57735,[0.  0.  0.5 1. ],[0.  0.5 0.5 1. ],[1.72727273 0.72727273 0.46153846 0.        ]
KNN,13,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.   0.75 1.  ],[1.33333333 0.33333333 0.        ]
OneClassSVM,13,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,13,0.61905,0.625,0.6,0.6666666666666666,0.75,0.5,0.2582,[],[],[]
IsolationForest,13,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[],[],[]
Xgboost,13,0.27273,0.375,0.0,0.42857142857142855,0.0,0.75,-0.37796,[0.  0.  0.5 0.5 1.  1. ],[0.   0.25 0.25 0.75 0.75 1.  ],[1.6607852  0.66078526 0.21509287 0.14857575 0.07379524 0.01509774]
RandomForest,14,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 1.  ],[0. 0. 1.],[2. 1. 0.]
DecisionTree,14,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[1.71428571 0.71428571 0.27272727 0.        ]
KNN,14,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.5  1.   1.  ],[0.   0.25 0.5  0.75 1.  ],[1.57142857 0.57142857 0.42857143 0.28571429 0.        ]
OneClassSVM,14,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,14,0.61905,0.625,0.6,0.6666666666666666,0.75,0.5,0.2582,[],[],[]
IsolationForest,14,0.73333,0.75,0.6666666666666666,1.0,1.0,0.5,0.57735,[],[],[]
Xgboost,14,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.25 0.25 0.75 0.75 1.  ],"[1.8420303  0.8420303  0.59042054 0.11095151 0.03692916 0.01898479
 0.00211636]"
RandomForest,15,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 0.5  0.5  1.   1.  ],[0.   0.   0.5  0.5  0.75 0.75 1.  ],"[1.73913043 0.73913043 0.1798419  0.17391304 0.13636364 0.04347826
 0.        ]"
DecisionTree,15,0.75,0.75,0.75,0.75,0.75,0.75,0.5,[0.   0.75 0.75 1.   1.  ],[0.   0.   0.25 0.25 1.  ],[2.         1.         0.66666667 0.33333333 0.        ]
KNN,15,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.   0.75 1.  ],[1.33333333 0.33333333 0.        ]
OneClassSVM,15,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,15,0.61905,0.625,0.6,0.6666666666666666,0.75,0.5,0.2582,[],[],[]
IsolationForest,15,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,15,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.5  0.5  0.75 0.75 1.  ],"[1.835933   0.835933   0.20924008 0.0987184  0.04651401 0.02208258
 0.00240335]"
RandomForest,16,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.  ],[0. 0. 1.],[2. 1. 0.]
DecisionTree,16,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 1.  ],[0. 0. 1.],[2. 1. 0.]
KNN,16,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.25 0.25 0.75 0.75 1.  ],"[1.54759105 0.54759105 0.50191206 0.28148447 0.21665111 0.12034977
 0.        ]"
OneClassSVM,16,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,16,0.27273,0.375,0.42857142857142855,0.0,0.75,0.0,-0.37796,[],[],[]
IsolationForest,16,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,16,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.5  0.5  0.75 0.75 1.  ],"[1.841775   0.84177494 0.1890311  0.07084471 0.05413904 0.02152499
 0.00320572]"
RandomForest,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 0. 0. 1.],[0.   0.25 0.75 1.  ],[1.3        0.3        0.14285714 0.        ]
DecisionTree,17,0.75,0.75,0.75,0.75,0.75,0.75,0.5,[0.   0.75 1.  ],[0.   0.25 1.  ],[2. 1. 0.]
KNN,17,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.   0.75 1.  ],[1.33333333 0.33333333 0.        ]
OneClassSVM,17,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,17,0.27273,0.375,0.42857142857142855,0.0,0.75,0.0,-0.37796,[],[],[]
IsolationForest,17,0.73333,0.75,0.6666666666666666,1.0,1.0,0.5,0.57735,[],[],[]
Xgboost,17,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.25 0.25 0.5  0.5  1.  ],"[1.7555964  0.75559646 0.6736058  0.1663078  0.12415731 0.06601662
 0.00740463]"
RandomForest,18,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.75 0.75 1.   1.  ],[0.   0.   0.   0.5  0.75 1.  ],[1.66666667 0.66666667 0.38095238 0.23809524 0.14285714 0.        ]
DecisionTree,18,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[1.71428571 0.71428571 0.27272727 0.03370787]
KNN,18,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.5  0.75 1.  ],[1.6 0.6 0.4 0.2 0. ]
OneClassSVM,18,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,18,0.27273,0.375,0.42857142857142855,0.0,0.75,0.0,-0.37796,[],[],[]
IsolationForest,18,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,18,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 0.5  0.5  1.   1.  ],[0.   0.   0.5  0.5  0.75 0.75 1.  ],"[1.6542805  0.65428054 0.3868512  0.11034159 0.08460592 0.02633394
 0.00566196]"
RandomForest,19,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.75 0.75 1.  ],[1.41176471 0.41176471 0.2870844  0.05882353 0.        ]
DecisionTree,19,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.   1.  ],[0.   0.   0.25 0.75 1.  ],[1.71428571 0.71428571 0.5        0.03030303 0.        ]
KNN,19,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.   0.75 1.  ],[1.33333333 0.33333333 0.        ]
OneClassSVM,19,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,19,0.75,0.75,0.75,0.75,0.75,0.75,0.5,[],[],[]
IsolationForest,19,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,19,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.5  0.5  0.75 0.75 1.  ],"[1.7542664  0.7542664  0.33426437 0.06806836 0.03326055 0.01801008
 0.00398726]"
RandomForest,20,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.  0.  0.5 0.5 1. ],[2.         1.         0.16666667 0.15966387 0.        ]
DecisionTree,20,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[1.71428571 0.71428571 0.5        0.        ]
KNN,20,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.75 1.   1.  ],[0.   0.   0.5  0.75 1.  ],[1.6 0.6 0.4 0.2 0. ]
OneClassSVM,20,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,20,0.61905,0.625,0.6,0.6666666666666666,0.75,0.5,0.2582,[],[],[]
IsolationForest,20,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,20,0.27273,0.375,0.0,0.42857142857142855,0.0,0.75,-0.37796,[0.   0.   0.25 0.25 0.5  0.5  1.   1.  ],[0.   0.25 0.25 0.5  0.5  0.75 0.75 1.  ],"[1.6332211  0.6332212  0.47019225 0.19164214 0.17347327 0.10088556
 0.04625862 0.01190078]"
RandomForest,21,0.27273,0.375,0.0,0.42857142857142855,0.0,0.75,-0.37796,[0.   0.   0.25 1.  ],[0.   0.25 0.5  1.  ],[2.  1.  0.5 0. ]
DecisionTree,21,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[1.71428571 0.71428571 0.5        0.        ]
KNN,21,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 1.  ],[0.   0.25 1.  ],[2. 1. 0.]
OneClassSVM,21,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,21,0.61905,0.625,0.6,0.6666666666666666,0.75,0.5,0.2582,[],[],[]
IsolationForest,21,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,21,0.27273,0.375,0.0,0.42857142857142855,0.0,0.75,-0.37796,[0.  0.  0.5 0.5 1.  1. ],[0.   0.25 0.25 0.75 0.75 1.  ],[1.5992161  0.5992161  0.23502405 0.16782    0.04145898 0.00905775]
RandomForest,22,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0. 0. 0. 1.],[2.         1.         0.36842105 0.        ]
DecisionTree,22,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[1.71428571 0.71428571 0.5        0.        ]
KNN,22,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.5  0.75 1.  ],[1.6 0.6 0.4 0.2 0. ]
OneClassSVM,22,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,22,0.61905,0.625,0.6,0.6666666666666666,0.75,0.5,0.2582,[],[],[]
IsolationForest,22,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,22,0.46667,0.5,0.5,0.5,0.25,0.75,0.0,[0.   0.25 0.25 0.75 0.75 1.   1.  ],[0.   0.   0.25 0.25 0.75 0.75 1.  ],"[1.8278965  0.8278965  0.6279257  0.10541663 0.01361482 0.01140132
 0.00189119]"
RandomForest,23,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 0.75 1.  ],[0.  0.  0.5 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
DecisionTree,23,0.87302,0.875,1.0,0.8,0.75,1.0,0.7746,[0.   0.75 1.   1.  ],[0.   0.   0.25 1.  ],[1.71428571 0.71428571 0.27272727 0.        ]
KNN,23,0.56364,0.625,1.0,0.5714285714285714,0.25,1.0,0.37796,[0.   0.25 0.25 1.   1.  ],[0.   0.   0.25 0.25 1.  ],[1.61461145 0.61461145 0.44170185 0.21066536 0.        ]
OneClassSVM,23,0.56364,0.625,0.5714285714285714,1.0,1.0,0.25,0.37796,[],[],[]
LocalOutlierFactor,23,0.27273,0.375,0.42857142857142855,0.0,0.75,0.0,-0.37796,[],[],[]
