model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,THRESH
Xgboost,2,0.28571,0.4,0.0,0.4444444444444444,0.0,0.8,-0.33333,[0.  0.  0.2 0.2 0.4 0.4 0.6 1.  1. ],[0.  0.2 0.2 0.4 0.4 0.6 0.6 0.6 1. ],"[1.7752533  0.77525336 0.35721987 0.28688106 0.27182916 0.24669208
 0.1615376  0.15056553 0.01429293]"
RandomForest,3,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.6 0.6 0.8 0.8 1. ],"[1.71428571 0.71428571 0.40816327 0.31428571 0.14285714 0.02857143
 0.        ]"
DecisionTree,3,0.16667,0.2,0.0,0.2857142857142857,0.0,0.4,-0.65465,[0. 0. 1. 1.],[0.  0.6 0.6 1. ],[1.5625     0.5625     0.29411765 0.        ]
KNN,3,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.4 0.4 1.  1. ],[0.  0.  0.2 0.2 0.8 0.8 1. ],"[1.70982296 0.70982296 0.53256388 0.44915414 0.25944369 0.0859741
 0.        ]"
OneClassSVM,3,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,3,0.52381,0.6,0.5555555555555556,1.0,1.0,0.2,0.33333,[],[],[]
IsolationForest,3,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[],[],[]
Xgboost,3,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.6 0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.4 0.4 0.8 0.8 1. ],"[1.8183511  0.81835115 0.72427124 0.14045553 0.13870487 0.12348444
 0.07377392 0.02059153 0.0044117 ]"
RandomForest,4,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 1.  1. ],[0.  0.2 0.6 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
DecisionTree,4,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[0.  0.  0.6 0.8 1. ],[0.  0.4 0.4 0.6 1. ],[1.83333333 0.83333333 0.71428571 0.4        0.        ]
KNN,4,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.4 1.  1. ],[0.  0.  0.8 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
OneClassSVM,4,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,4,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,4,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[],[],[]
Xgboost,4,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.8 0.8 1. ],"[1.8573499  0.8573499  0.68445134 0.12639114 0.03223879 0.02850013
 0.00582036]"
RandomForest,5,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 1.  1.  1. ],[0.  0.  0.  0.4 1. ],[2.    1.    0.3   0.125 0.   ]
DecisionTree,5,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.  0.6 1. ],[0.  0.2 0.2 1. ],[1.85714286 0.85714286 0.71428571 0.        ]
KNN,5,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.4 1.  1. ],[0.  0.  0.8 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
OneClassSVM,5,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,5,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,5,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[],[],[]
Xgboost,5,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.2 0.8 0.8 1. ],"[1.7638482  0.7638482  0.6866572  0.15586562 0.15128379 0.08800925
 0.07123515 0.00811679]"
RandomForest,6,0.69697,0.7,0.6666666666666666,0.75,0.8,0.6,0.40825,[0.  0.  0.8 0.8 1. ],[0.  0.4 0.4 0.6 1. ],[2.         1.         0.66666667 0.33333333 0.        ]
DecisionTree,6,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.  0.6 0.6 1. ],[0.  0.2 0.2 0.6 1. ],[1.85714286 0.85714286 0.71428571 0.11111111 0.        ]
KNN,6,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 0.4 0.6 0.6 1.  1. ],[0.  0.  0.  0.6 0.6 0.8 0.8 1. ],"[1.67282233 0.67282233 0.49417261 0.33158327 0.29833542 0.29004533
 0.145598   0.        ]"
OneClassSVM,6,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,6,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,6,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[],[],[]
Xgboost,6,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.2 0.6 0.6 1. ],"[1.74231    0.7423101  0.73555064 0.16304953 0.13986245 0.09219899
 0.05198187 0.00619556]"
RandomForest,7,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 1. ],[0.  0.  0.4 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
DecisionTree,7,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 1. ],[0.  0.  0.2 1. ],[2.  1.  0.5 0. ]
KNN,7,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.4 1.  1. ],[0.  0.  0.8 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
OneClassSVM,7,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,7,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,7,0.79167,0.8,0.7142857142857143,1.0,1.0,0.6,0.65465,[],[],[]
Xgboost,7,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.4 0.4 0.6 0.6 1.  1. ],[0.  0.  0.2 0.2 0.6 0.6 0.8 0.8 1. ],"[1.6409903  0.6409902  0.5345311  0.24956281 0.22325611 0.21958725
 0.16764893 0.07914516 0.01370707]"
RandomForest,8,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 1.  1. ],[0.  0.  0.6 0.6 1. ],[2.         1.         0.375      0.10714286 0.        ]
DecisionTree,8,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.  0.6 0.6 1. ],[0.  0.2 0.2 0.6 1. ],[1.85714286 0.85714286 0.71428571 0.11111111 0.        ]
KNN,8,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 0.4 0.6 0.6 1.  1. ],[0.  0.  0.  0.6 0.6 0.8 0.8 1. ],"[1.67282233 0.67282233 0.49417261 0.33158327 0.29833542 0.29004533
 0.145598   0.        ]"
OneClassSVM,8,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,8,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,8,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,8,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.6 0.6 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.6 0.6 0.8 0.8 1. ],"[1.6448188  0.64481884 0.23704553 0.1900444  0.17249921 0.12838785
 0.11205646 0.04083632 0.00752764]"
RandomForest,9,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.2 0.6 0.8 0.8 1.  1. ],[0.  0.  0.  0.  0.4 0.6 1. ],[1.625  0.625  0.5625 0.5    0.25   0.1875 0.    ]
DecisionTree,9,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 1. ],[0. 0. 1.],[2. 1. 0.]
KNN,9,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.2 0.4 0.4 0.8 0.8 1.  1. ],[0.  0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.76808986 0.76808986 0.50226706 0.39928443 0.24193934 0.16892831
 0.09264224 0.        ]"
OneClassSVM,9,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,9,0.52381,0.6,0.5555555555555556,1.0,1.0,0.2,0.33333,[],[],[]
IsolationForest,9,0.52381,0.6,0.5555555555555556,1.0,1.0,0.2,0.33333,[],[],[]
Xgboost,9,0.28571,0.4,0.0,0.4444444444444444,0.0,0.8,-0.33333,[0.  0.  0.  0.2 0.2 0.6 1.  1. ],[0.  0.2 0.4 0.4 0.6 0.6 0.6 1. ],"[1.675051   0.67505103 0.40531972 0.39375007 0.29665345 0.22249019
 0.211555   0.02109087]"
RandomForest,10,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.2 0.6 0.8 0.8 1.  1. ],[0.  0.  0.  0.2 0.4 0.4 1. ],"[1.58333333 0.58333333 0.5625     0.4375     0.38331281 0.20833333
 0.        ]"
DecisionTree,10,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.6 0.6 1. ],[0.  0.  0.6 1. ],[1.71428571 0.71428571 0.11111111 0.        ]
KNN,10,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 0.4 0.6 0.6 1.  1. ],[0.  0.  0.  0.6 0.6 0.8 0.8 1. ],"[1.67282233 0.67282233 0.49417261 0.33158327 0.29833542 0.29004533
 0.145598   0.        ]"
OneClassSVM,10,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,10,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,10,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[],[],[]
Xgboost,10,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.4 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.2 0.8 0.8 1. ],"[1.7897204  0.7897204  0.653202   0.13269962 0.12804173 0.06812734
 0.05885854 0.00504993]"
RandomForest,11,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 0.4 0.8 1.  1.  1. ],[0.  0.  0.2 0.4 0.4 0.4 0.6 1. ],"[1.57777778 0.57777778 0.44541015 0.26897547 0.26373626 0.25310245
 0.05901378 0.00865801]"
DecisionTree,11,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.6 0.6 1. ],[0.  0.  0.6 1. ],[1.71428571 0.71428571 0.11111111 0.        ]
KNN,11,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.2 0.8 0.8 1.  1. ],[0.  0.2 0.4 0.6 0.6 1. ],[1.46153846 0.46153846 0.38461538 0.30769231 0.23076923 0.07692308]
OneClassSVM,11,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,11,0.52381,0.6,0.5555555555555556,1.0,1.0,0.2,0.33333,[],[],[]
IsolationForest,11,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,11,0.28571,0.4,0.0,0.4444444444444444,0.0,0.8,-0.33333,[0.  0.  0.4 0.4 1.  1. ],[0.  0.2 0.2 0.6 0.6 1. ],[1.6309206  0.6309206  0.358315   0.25994632 0.13987696 0.02004132]
RandomForest,12,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.6 1. ],[0.  0.2 1. ],[2. 1. 0.]
DecisionTree,12,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.  0.6 0.6 1. ],[0.  0.2 0.2 0.6 1. ],[1.85714286 0.85714286 0.71428571 0.25       0.        ]
KNN,12,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 0.4 0.6 0.6 1.  1. ],[0.  0.  0.  0.6 0.6 0.8 0.8 1. ],"[1.67282233 0.67282233 0.49417261 0.33158327 0.29833542 0.29004533
 0.145598   0.        ]"
OneClassSVM,12,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,12,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,12,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,12,0.28571,0.4,0.0,0.4444444444444444,0.0,0.8,-0.33333,[0.  0.  0.  0.4 0.4 0.6 1.  1. ],[0.  0.2 0.4 0.4 0.6 0.6 0.6 1. ],"[1.6920173  0.6920174  0.40029594 0.25253808 0.24294862 0.22545731
 0.21688853 0.02370813]"
RandomForest,13,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.2 0.4 0.8 0.8 1.  1. ],[0.  0.  0.  0.4 0.6 0.8 1. ],"[1.73333333 0.73333333 0.53333333 0.4        0.17777778 0.13333333
 0.        ]"
DecisionTree,13,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.  0.6 1. ],[0.  0.2 0.2 1. ],[1.85714286 0.85714286 0.71428571 0.        ]
KNN,13,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.2 0.4 0.4 0.8 0.8 1.  1. ],[0.  0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.76808986 0.76808986 0.50226706 0.39928443 0.24193934 0.16892831
 0.09264224 0.        ]"
OneClassSVM,13,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,13,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,13,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[],[],[]
Xgboost,13,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.4 0.4 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.4 0.4 0.8 0.8 1. ],"[1.764734   0.764734   0.69821846 0.1810358  0.17496887 0.14832094
 0.09870452 0.07680721 0.00874671]"
RandomForest,14,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 0.4 1.  1. ],[0.  0.  0.  0.6 0.6 1. ],[1.88888889 0.88888889 0.33333333 0.07142857 0.04761905 0.        ]
DecisionTree,14,0.16667,0.2,0.0,0.2857142857142857,0.0,0.4,-0.65465,[0. 0. 1. 1.],[0.  0.6 0.6 1. ],[1.5625     0.5625     0.29411765 0.        ]
KNN,14,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.4 1.  1. ],[0.  0.  0.8 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
OneClassSVM,14,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,14,0.79167,0.8,0.7142857142857143,1.0,1.0,0.6,0.65465,[],[],[]
IsolationForest,14,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,14,0.28571,0.4,0.0,0.4444444444444444,0.0,0.8,-0.33333,[0.  0.  0.2 0.2 0.6 1.  1. ],[0.  0.2 0.2 0.6 0.6 0.6 1. ],"[1.6761279  0.6761279  0.3718937  0.2858875  0.18276024 0.16570897
 0.02024704]"
RandomForest,15,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.6 1.  1. ],[0.  0.  0.2 0.6 0.8 1. ],[1.71428571 0.71428571 0.42857143 0.28571429 0.14285714 0.        ]
DecisionTree,15,0.29293,0.3,0.25,0.3333333333333333,0.2,0.4,-0.40825,[0.  0.2 0.4 0.8 1. ],[0.  0.6 0.6 0.6 1. ],[1.85714286 0.85714286 0.5        0.25       0.        ]
KNN,15,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.4 1.  1. ],[0.  0.  0.8 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
OneClassSVM,15,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,15,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,15,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[],[],[]
Xgboost,15,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.  0.2 0.2 0.6 0.6 1.  1. ],[0.  0.2 0.2 0.4 0.4 0.8 0.8 1. ],"[1.6665115  0.6665116  0.6208566  0.20906213 0.20138995 0.15985587
 0.0324867  0.00579718]"
RandomForest,16,0.49495,0.5,0.5,0.5,0.4,0.6,0.0,[0.  0.4 0.6 1. ],[0.  0.4 0.6 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
DecisionTree,16,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.  0.6 0.6 1. ],[0.  0.2 0.2 0.6 1. ],[1.85714286 0.85714286 0.71428571 0.25       0.        ]
KNN,16,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.4 1.  1. ],[0.  0.  0.8 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
OneClassSVM,16,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,16,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,16,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[],[],[]
Xgboost,16,0.28571,0.4,0.0,0.4444444444444444,0.0,0.8,-0.33333,[0.  0.  0.4 0.4 0.8 0.8 1.  1. ],[0.  0.2 0.2 0.4 0.4 0.6 0.6 1. ],"[1.720494   0.72049403 0.21925618 0.19294506 0.17611855 0.16595587
 0.15550186 0.01536984]"
RandomForest,17,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 1. ],[0. 0. 1.],[2. 1. 0.]
DecisionTree,17,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 1. ],[0. 0. 1.],[2. 1. 0.]
KNN,17,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.2 0.4 0.4 0.8 0.8 1.  1. ],[0.  0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.76808986 0.76808986 0.50226706 0.39928443 0.24193934 0.16892831
 0.09264224 0.        ]"
OneClassSVM,17,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,17,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,17,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[],[],[]
Xgboost,17,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.8 0.8 1. ],"[1.9000077  0.90000767 0.74015874 0.11760164 0.02824161 0.01351262
 0.00363012]"
RandomForest,18,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[0.  0.  0.6 0.6 1. ],[0.  0.2 0.4 0.6 1. ],[2.         1.         0.66666667 0.33333333 0.        ]
DecisionTree,18,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.  0.6 0.6 1. ],[0.  0.2 0.2 0.4 1. ],[1.85714286 0.85714286 0.71428571 0.25       0.        ]
KNN,18,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 0.4 0.6 0.6 1.  1. ],[0.  0.  0.  0.6 0.6 0.8 0.8 1. ],"[1.67282233 0.67282233 0.49417261 0.33158327 0.29833542 0.29004533
 0.145598   0.        ]"
OneClassSVM,18,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,18,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,18,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,18,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.6 0.6 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.6 0.6 0.8 0.8 1. ],"[1.8430007  0.8430006  0.19820058 0.11665029 0.1091257  0.08398309
 0.05878527 0.02213961 0.00360979]"
RandomForest,19,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.4 0.6 1. ],[0.  0.  0.4 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
DecisionTree,19,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.  0.6 0.6 1. ],[0.  0.2 0.2 0.6 1. ],[1.85714286 0.85714286 0.71428571 0.11111111 0.        ]
KNN,19,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.4 1.  1. ],[0.  0.  0.8 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
OneClassSVM,19,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,19,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,19,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,19,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.4 0.4 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.4 0.4 0.8 0.8 1. ],"[1.8009312  0.80093116 0.74173325 0.17557731 0.14452973 0.09370226
 0.05260628 0.02523876 0.00441026]"
RandomForest,20,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.6 1. ],[0.  0.2 1. ],[2. 1. 0.]
DecisionTree,20,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.6 1. ],[0.  0.2 1. ],[2. 1. 0.]
KNN,20,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.7890323  0.7890323  0.39496028 0.23146024 0.1811253  0.10801894
 0.        ]"
OneClassSVM,20,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,20,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,20,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[],[],[]
Xgboost,20,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.  0.4 0.4 0.8 0.8 1.  1. ],[0.  0.2 0.2 0.4 0.4 0.8 0.8 1. ],"[1.8756878  0.87568784 0.17244957 0.13666993 0.11697291 0.09955377
 0.03896715 0.00644914]"
RandomForest,21,0.58333,0.6,0.6666666666666666,0.5714285714285714,0.4,0.8,0.21822,[0.  0.2 0.4 0.8 1. ],[0.  0.  0.2 0.8 1. ],[2.         1.         0.66666667 0.33333333 0.        ]
DecisionTree,21,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 1. ],[0.  0.  0.2 1. ],[2.  1.  0.5 0. ]
KNN,21,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[0.  0.2 0.4 0.4 0.8 0.8 1.  1. ],[0.  0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.76808986 0.76808986 0.50226706 0.39928443 0.24193934 0.16892831
 0.09264224 0.        ]"
OneClassSVM,21,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,21,0.6,0.6,0.6,0.6,0.6,0.6,0.2,[],[],[]
IsolationForest,21,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,21,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.4 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.2 0.6 0.6 1. ],"[1.7993248  0.7993248  0.71402    0.20029089 0.13127263 0.1050695
 0.07753102 0.0078187 ]"
