model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,THRESH
KNN,21,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.60901365 0.60901365 0.38285381 0.21150029 0.1811253  0.10801894
 0.        ]"
OneClassSVM,21,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,21,0.375,0.4,0.42857142857142855,0.3333333333333333,0.6,0.2,-0.21822,[],[],[]
IsolationForest,21,0.89899,0.9,1.0,0.8333333333333334,0.8,1.0,0.8165,[],[],[]
Xgboost,21,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.7848629  0.7848629  0.14525768 0.09845309 0.04613546 0.02045394
 0.00315795]"
RandomForest,22,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 1.  1. ],[0.  0.  0.2 1. ],[1.8 0.8 0.2 0. ]
DecisionTree,22,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.2        0.        ]
KNN,22,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,22,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,22,0.375,0.4,0.42857142857142855,0.3333333333333333,0.6,0.2,-0.21822,[],[],[]
IsolationForest,22,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,22,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.6 0.6 1.  1. ],[0.  0.  0.6 0.6 0.8 0.8 1. ],"[1.6209865  0.6209865  0.18048176 0.13138942 0.12170376 0.02140527
 0.00715216]"
RandomForest,23,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.8 0.8 1.  1. ],[0.  0.  0.  0.4 0.8 1. ],[1.77777778 0.77777778 0.38888889 0.26697531 0.16666667 0.        ]
DecisionTree,23,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.25       0.        ]
KNN,23,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,23,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,23,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[],[],[]
IsolationForest,23,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,23,0.28571,0.4,0.0,0.4444444444444444,0.0,0.8,-0.33333,[0.  0.  0.6 0.6 1.  1. ],[0.  0.2 0.2 0.6 0.6 1. ],[1.568769   0.56876904 0.23468083 0.16879812 0.14576142 0.01788475]
RandomForest,24,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.  0.2 1. ],[0.  0.2 0.4 1. ],[1.41666667 0.41666667 0.33333333 0.        ]
DecisionTree,24,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.2        0.        ]
KNN,24,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,24,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,24,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,24,0.89899,0.9,1.0,0.8333333333333334,0.8,1.0,0.8165,[],[],[]
Xgboost,24,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.6 0.6 1.  1. ],[0.  0.  0.4 0.4 0.6 0.6 1. ],"[1.787394   0.78739405 0.19532624 0.1865798  0.07910834 0.05177023
 0.00776473]"
RandomForest,25,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 1.  1. ],[0.  0.  0.2 0.2 1. ],[2.         1.         0.33333333 0.2        0.        ]
DecisionTree,25,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.2        0.        ]
KNN,25,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 1. ],[0.  0.2 1. ],[2. 1. 0.]
OneClassSVM,25,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,25,0.79167,0.8,0.7142857142857143,1.0,1.0,0.6,0.65465,[],[],[]
IsolationForest,25,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,25,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.8053669  0.8053669  0.13960303 0.09542863 0.05881123 0.02566629
 0.00294856]"
RandomForest,26,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.2 1.  1. ],[0.  0.2 0.6 1. ],[1.4 0.4 0.2 0. ]
DecisionTree,26,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.33333333 0.27272727 0.09090909 0.        ]
KNN,26,0.375,0.4,0.3333333333333333,0.42857142857142855,0.2,0.6,-0.21822,[0.  0.  0.2 0.2 0.6 0.6 0.8 1. ],[0.  0.2 0.2 0.4 0.4 0.8 0.8 1. ],"[1.64534082 0.64534082 0.62871817 0.51204789 0.36305191 0.2356382
 0.10993552 0.        ]"
OneClassSVM,26,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,26,0.52381,0.6,0.5555555555555556,1.0,1.0,0.2,0.33333,[],[],[]
IsolationForest,26,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,26,0.28571,0.4,0.0,0.4444444444444444,0.0,0.8,-0.33333,[0.  0.  0.4 0.4 1.  1. ],[0.  0.2 0.2 0.4 0.4 1. ],[1.7032998  0.7032997  0.27885884 0.21932596 0.11821649 0.01299481]
RandomForest,27,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.4 0.8 0.8 1. ],[0.  0.  0.2 0.2 0.6 0.8 1. ],"[1.54545455 0.54545455 0.36363636 0.27272727 0.18181818 0.09090909
 0.        ]"
DecisionTree,27,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.33333333 0.27272727 0.09090909 0.        ]
KNN,27,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,27,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,27,0.375,0.4,0.42857142857142855,0.3333333333333333,0.6,0.2,-0.21822,[],[],[]
IsolationForest,27,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,27,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.6 0.6 0.8 0.8 1. ],"[1.7745786  0.7745786  0.1858366  0.07367152 0.06329242 0.02660733
 0.00525406]"
RandomForest,28,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 1. ],[0.  0.  0.6 1. ],[2.         1.         0.33333333 0.        ]
DecisionTree,28,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 1.  1. ],[0.  0.  0.2 0.2 1. ],[1.71428571 0.71428571 0.27272727 0.09090909 0.03409091]
KNN,28,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 1. ],[0.  0.2 1. ],[2. 1. 0.]
OneClassSVM,28,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,28,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,28,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,28,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.6 0.6 1.  1. ],[0.  0.  0.6 0.6 0.8 0.8 1. ],"[1.6040777  0.6040777  0.1790425  0.155687   0.12317941 0.02975255
 0.01194929]"
RandomForest,29,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 1. ],[0.  0.2 1. ],[2. 1. 0.]
DecisionTree,29,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.2        0.        ]
KNN,29,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,29,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,29,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,29,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,29,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.6 0.6 1.  1. ],[0.  0.  0.2 0.2 0.4 0.4 1. ],"[1.8227736  0.8227736  0.70799816 0.1613572  0.11915937 0.05399951
 0.00430514]"
RandomForest,30,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 1.  1. ],[0.  0.  0.2 0.8 1. ],[1.71428571 0.71428571 0.28571429 0.14285714 0.        ]
DecisionTree,30,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.33333333 0.27272727 0.09090909 0.        ]
KNN,30,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 1. ],[0.  0.2 1. ],[2. 1. 0.]
OneClassSVM,30,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,30,0.52381,0.6,0.5555555555555556,1.0,1.0,0.2,0.33333,[],[],[]
IsolationForest,30,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,30,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.6 0.6 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.6 0.6 0.8 0.8 1. ],"[1.5817299  0.58172995 0.20764628 0.18429649 0.1624443  0.1218596
 0.09202575 0.05070931 0.01017316]"
RandomForest,31,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.6 1. ],[0.  0.6 1. ],[1.33333333 0.33333333 0.        ]
DecisionTree,31,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.2        0.        ]
KNN,31,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.62863855 0.62863855 0.3755345  0.21150425 0.18458298 0.11571382
 0.        ]"
OneClassSVM,31,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,31,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,31,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,31,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.4 0.4 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.4 0.4 0.6 0.6 1. ],"[1.7925841  0.79258406 0.6204517  0.16028897 0.15992151 0.08751067
 0.0494873  0.04700796 0.00647444]"
RandomForest,32,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 1.  1.  1.  1. ],[0.  0.  0.  0.2 0.6 1. ],[1.70321637 0.70321637 0.32287449 0.28043418 0.15763998 0.01020408]
DecisionTree,32,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.2        0.        ]
KNN,32,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,32,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,32,0.375,0.4,0.42857142857142855,0.3333333333333333,0.6,0.2,-0.21822,[],[],[]
IsolationForest,32,0.52381,0.6,0.5555555555555556,1.0,1.0,0.2,0.33333,[],[],[]
Xgboost,32,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.  0.2 0.2 0.6 0.6 1.  1. ],[0.  0.2 0.2 0.6 0.6 0.8 0.8 1. ],"[1.7386937  0.73869365 0.7071224  0.13174093 0.08707626 0.0653447
 0.00429436 0.00265016]"
RandomForest,33,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.  0.2 0.4 0.4 0.6 0.6 1.  1. ],[0.  0.  0.  0.4 0.4 0.6 0.6 1. ],"[1.49457751 0.49457751 0.35172037 0.30686668 0.29181254 0.24726365
 0.20886323 0.0168396 ]"
DecisionTree,33,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.25       0.        ]
KNN,33,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.62863855 0.62863855 0.3755345  0.21150425 0.18458298 0.11571382
 0.        ]"
OneClassSVM,33,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,33,0.375,0.4,0.42857142857142855,0.3333333333333333,0.6,0.2,-0.21822,[],[],[]
IsolationForest,33,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,33,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.8215193  0.82151926 0.1540245  0.07479674 0.03671445 0.01364564
 0.00185727]"
RandomForest,34,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.4 0.6 1.  1. ],[0.  0.  0.2 0.4 0.4 0.6 1. ],"[1.84615385 0.84615385 0.46153846 0.30769231 0.23076923 0.15384615
 0.        ]"
DecisionTree,34,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.33333333 0.27272727 0.09090909 0.        ]
KNN,34,0.375,0.4,0.3333333333333333,0.42857142857142855,0.2,0.6,-0.21822,[0.  0.  0.2 0.2 0.6 0.6 0.8 1. ],[0.  0.2 0.2 0.4 0.4 0.8 0.8 1. ],"[1.64534082 0.64534082 0.62871817 0.51204789 0.36305191 0.2356382
 0.10993552 0.        ]"
OneClassSVM,34,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,34,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[],[],[]
IsolationForest,34,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,34,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.8612449  0.8612449  0.12717596 0.08372623 0.06831823 0.01565395
 0.0028887 ]"
RandomForest,35,0.58333,0.6,0.6666666666666666,0.5714285714285714,0.4,0.8,0.21822,[0.  0.2 0.2 0.6 0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.4 0.4 0.6 0.6 1. ],"[1.64       0.64       0.57939394 0.45818182 0.18181818 0.17598485
 0.16484848 0.12484848 0.        ]"
DecisionTree,35,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.25       0.        ]
KNN,35,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,35,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,35,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
IsolationForest,35,0.67033,0.7,1.0,0.625,0.4,1.0,0.5,[],[],[]
Xgboost,35,0.28571,0.4,0.0,0.4444444444444444,0.0,0.8,-0.33333,[0.  0.  0.8 0.8 1.  1. ],[0.  0.2 0.2 0.6 0.6 1. ],[1.5302231  0.53022313 0.20086989 0.1400271  0.13794816 0.01299822]
RandomForest,36,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.6 0.6 0.8 1. ],[0.  0.  0.2 0.8 1. ],[2.         1.         0.66666667 0.33333333 0.        ]
DecisionTree,36,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.6 0.6 1.  1. ],[0.  0.  0.4 0.4 1. ],[2.         1.         0.4        0.33333333 0.        ]
KNN,36,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,36,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,36,0.52381,0.6,0.5555555555555556,1.0,1.0,0.2,0.33333,[],[],[]
IsolationForest,36,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[],[],[]
Xgboost,36,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.6 0.6 1. ],"[1.8466355  0.84663546 0.49390763 0.12795426 0.02966642 0.01936765
 0.00334965]"
RandomForest,37,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.4 0.8 0.8 1.  1. ],[0.  0.  0.  0.  0.6 0.8 1. ],"[1.72727273 0.72727273 0.45454545 0.36363636 0.27272727 0.09090909
 0.        ]"
DecisionTree,37,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.2        0.        ]
KNN,37,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,37,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,37,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,37,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,37,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.6 0.6 1.  1. ],[0.  0.  0.6 0.6 0.8 0.8 1. ],"[1.7043952  0.7043952  0.14527696 0.12443963 0.08933247 0.06347332
 0.00821594]"
RandomForest,38,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.4 1.  1. ],[0.  0.2 0.4 0.8 1. ],[1.57142857 0.57142857 0.28571429 0.14285714 0.        ]
DecisionTree,38,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.5        0.4        0.25       0.        ]
KNN,38,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,38,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,38,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,38,0.89899,0.9,1.0,0.8333333333333334,0.8,1.0,0.8165,[],[],[]
Xgboost,38,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.8215193  0.82151926 0.1540245  0.07479674 0.03671445 0.01364564
 0.00185727]"
RandomForest,39,0.58333,0.6,0.6666666666666666,0.5714285714285714,0.4,0.8,0.21822,[0.  0.4 1. ],[0.  0.2 1. ],[2. 1. 0.]
DecisionTree,39,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.33333333 0.27272727 0.09090909 0.        ]
KNN,39,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,39,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,39,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,39,0.52381,0.6,0.5555555555555556,1.0,1.0,0.2,0.33333,[],[],[]
Xgboost,39,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.6 0.6 0.8 0.8 1.  1. ],[0.  0.  0.2 0.2 0.4 0.4 0.8 0.8 1. ],"[1.8104554  0.81045544 0.68812543 0.13547863 0.12238882 0.11491282
 0.03762828 0.02178746 0.00295358]"
RandomForest,40,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.8 0.8 1. ],[0.  0.  0.2 0.6 1. ],[2.         1.         0.25714286 0.06666667 0.        ]
DecisionTree,40,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.28571429 0.27272727 0.09090909 0.        ]
KNN,40,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,40,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,40,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[],[],[]
IsolationForest,40,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,40,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.6 0.6 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.6 0.6 0.8 0.8 1. ],"[1.6090817  0.6090817  0.2614705  0.20363566 0.15822947 0.15494643
 0.11596339 0.05104493 0.01546115]"
RandomForest,41,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.6 0.6 1.  1. ],[0.  0.  0.  0.4 0.4 1. ],[1.76811594 0.76811594 0.26086957 0.2173913  0.11594203 0.        ]
DecisionTree,41,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 0.8 1.  1. ],[0.  0.  0.2 0.4 0.4 1. ],[1.71428571 0.71428571 0.33333333 0.27272727 0.09090909 0.        ]
KNN,41,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.62863855 0.62863855 0.3755345  0.21150425 0.18458298 0.11571382
 0.        ]"
OneClassSVM,41,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,41,0.375,0.4,0.42857142857142855,0.3333333333333333,0.6,0.2,-0.21822,[],[],[]
IsolationForest,41,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
Xgboost,41,0.52381,0.6,1.0,0.5555555555555556,0.2,1.0,0.33333,[0.  0.2 0.2 0.6 0.6 0.8 0.8 1.  1. ],[0.  0.  0.4 0.4 0.6 0.6 0.8 0.8 1. ],"[1.6090817  0.6090817  0.2614705  0.20363566 0.15822947 0.15494643
 0.11596339 0.05104493 0.01546115]"
RandomForest,42,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.  0.2 0.6 1. ],[0.  0.2 0.2 0.4 1. ],[2.         1.         0.66666667 0.33333333 0.        ]
DecisionTree,42,0.79167,0.8,1.0,0.7142857142857143,0.6,1.0,0.65465,[0.  0.6 0.6 1. ],[0.  0.  0.2 1. ],[1.71428571 0.71428571 0.2        0.        ]
KNN,42,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.6 0.6 0.8 1. ],[0.  0.  0.4 0.4 0.8 0.8 1. ],"[1.70761148 0.70761148 0.48572106 0.36197252 0.27473108 0.13608557
 0.        ]"
OneClassSVM,42,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,42,0.375,0.4,0.42857142857142855,0.3333333333333333,0.6,0.2,-0.21822,[],[],[]
IsolationForest,42,0.49495,0.5,0.5,0.5,0.6,0.4,0.0,[],[],[]
Xgboost,42,0.45055,0.5,0.5,0.5,0.2,0.8,0.0,[0.  0.2 0.2 0.4 0.4 0.6 0.6 1.  1. ],[0.  0.  0.2 0.2 0.4 0.4 0.8 0.8 1. ],"[1.7566968  0.7566968  0.5297826  0.21859483 0.19303554 0.17797945
 0.06155578 0.01980018 0.0034129 ]"
RandomForest,43,0.89899,0.9,1.0,0.8333333333333334,0.8,1.0,0.8165,[0.  0.8 0.8 1. ],[0.  0.  0.4 1. ],[1.66666667 0.66666667 0.33333333 0.        ]
DecisionTree,43,0.69697,0.7,0.75,0.6666666666666666,0.6,0.8,0.40825,[0.  0.6 0.6 1.  1. ],[0.  0.  0.4 0.4 1. ],[2.         1.         0.4        0.33333333 0.        ]
KNN,43,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.  0.8 1. ],[1.33333333 0.33333333 0.        ]
OneClassSVM,43,0.67033,0.7,0.625,1.0,1.0,0.4,0.5,[],[],[]
LocalOutlierFactor,43,0.375,0.4,0.42857142857142855,0.3333333333333333,0.6,0.2,-0.21822,[],[],[]
IsolationForest,43,0.33333,0.5,0.5,,1.0,0.0,0.0,[],[],[]
